EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1574950477.086290,14380.000,1834,9,MY,1,100,-30
1574950477.086290,14380.000,1834,9,MY,1,100,-31
1574950477.086290,14380.000,1834,9,MY,1,100,-31
1574950477.086290,14380.000,1834,9,MY,1,100,-31
1574950477.086290,14380.000,1834,9,MY,1,100,-30
1574950477.086290,14380.000,1834,9,MY,1,100,-31
1574950477.086290,14380.000,1834,9,MY,1,100,-29
1574950477.086290,14380.000,1834,9,MY,1,100,-30
1574950477.086290,14380.000,1834,9,MY,1,100,-30
1574950477.127331,14414.500,1852,2,MY,1,100,-32
1574950477.168373,14449.000,1852,2,MY,1,100,-30
1574950477.213181,14486.667,1870,3,MY,1,100,-30
1574950477.257989,14524.333,1870,3,MY,1,100,-32
1574950477.302797,14562.000,1870,3,MY,1,100,-30
1574950477.341261,14594.333,1888,3,MY,1,100,-30
1574950477.379725,14626.667,1888,3,MY,1,100,-31
1574950477.418188,14659.000,1888,3,MY,1,100,-30
1574950477.463393,14697.000,1905,3,MY,1,100,-28
1574950477.508598,14735.000,1905,3,MY,1,100,-32
1574950477.553802,14773.000,1905,3,MY,1,100,-31
1574950477.591870,14805.000,1924,3,MY,1,100,-30
1574950477.629937,14837.000,1924,3,MY,1,100,-30
1574950477.668004,14869.000,1924,3,MY,1,100,-31
1574950477.709243,14903.667,1940,3,MY,1,100,-30
1574950477.750483,14938.333,1940,3,MY,1,100,-30
1574950477.791722,14973.000,1940,3,MY,1,100,-31
1574950477.838116,15012.000,1958,2,MY,1,100,-30
1574950477.884511,15051.000,1958,2,MY,1,100,-31
1574950477.921983,15082.500,1976,4,MY,1,100,-30
1574950477.959455,15114.000,1976,4,MY,1,100,-30
1574950477.996928,15145.500,1976,4,MY,1,100,-29
1574950478.034400,15177.000,1976,4,MY,1,100,-30
1574950478.080794,15216.000,1994,2,MY,1,100,-31
1574950478.127189,15255.000,1994,2,MY,1,100,-31
1574950478.165553,15287.250,2012,4,MY,1,100,-31
1574950478.203918,15319.500,2012,4,MY,1,100,-31
1574950478.242282,15351.750,2012,4,MY,1,100,-30
1574950478.280647,15384.000,2012,4,MY,1,100,-31
1574950478.320300,15417.333,2030,3,MY,1,100,-31
1574950478.359953,15450.667,2030,3,MY,1,100,-30
1574950478.399607,15484.000,2030,3,MY,1,100,-31
1574950478.439656,15517.667,2048,3,MY,1,100,-31
1574950478.479706,15551.333,2048,3,MY,1,100,-31
1574950478.519756,15585.000,2048,3,MY,1,100,-30
1574950478.561392,15620.000,2066,2,MY,1,100,-31
1574950478.603028,15655.000,2066,2,MY,1,100,-32
1574950478.643871,15689.333,2084,3,MY,1,100,-31
1574950478.684714,15723.667,2084,3,MY,1,100,-32
1574950478.725557,15758.000,2084,3,MY,1,100,-31
1574950478.764516,15790.750,2102,4,MY,1,100,-31
1574950478.803475,15823.500,2102,4,MY,1,100,-31
1574950478.842435,15856.250,2102,4,MY,1,100,-32
1574950478.881394,15889.000,2102,4,MY,1,100,-31
1574950478.920254,15921.667,2118,3,MY,1,100,-30
1574950478.959114,15954.333,2118,3,MY,1,100,-31
1574950478.997975,15987.000,2118,3,MY,1,100,-31
1574950479.036438,16019.333,2136,3,MY,1,100,-30
1574950479.074902,16051.667,2136,3,MY,1,100,-31
1574950479.113366,16084.000,2136,3,MY,1,100,-30
1574950479.152622,16117.000,2154,2,MY,1,100,-30
1574950479.191879,16150.000,2154,2,MY,1,100,-30
1574950479.234705,16186.000,2172,4,MY,1,100,-31
1574950479.277530,16222.000,2172,4,MY,1,100,-30
1574950479.320356,16258.000,2172,4,MY,1,100,-31
1574950479.363181,16294.000,2172,4,MY,1,100,-30
1574950479.404222,16328.500,2190,2,MY,1,100,-30
1574950479.445264,16363.000,2190,2,MY,1,100,-31
1574950479.486106,16397.333,2208,3,MY,1,100,-31
1574950479.526949,16431.667,2208,3,MY,1,100,-30
1574950479.567792,16466.000,2208,3,MY,1,100,-32
1574950479.606454,16498.500,2227,4,MY,1,100,-31
1574950479.645116,16531.000,2227,4,MY,1,100,-30
1574950479.683778,16563.500,2227,4,MY,1,100,-30
1574950479.722440,16596.000,2227,4,MY,1,100,-32
1574950479.760904,16628.333,2245,3,MY,1,100,-32
1574950479.799367,16660.667,2245,3,MY,1,100,-31
1574950479.837831,16693.000,2245,3,MY,1,100,-29
1574950479.877881,16726.667,2263,3,MY,1,100,-30
1574950479.917931,16760.333,2263,3,MY,1,100,-31
1574950479.957980,16794.000,2263,3,MY,1,100,-30
1574950480.004969,16833.500,2280,2,MY,1,100,-31
1574950480.051959,16873.000,2280,2,MY,1,100,-31
1574950480.093198,16907.667,2296,3,MY,1,100,-31
1574950480.134437,16942.333,2296,3,MY,1,100,-30
1574950480.175677,16977.000,2296,3,MY,1,100,-30
1574950480.215330,17010.333,2314,3,MY,1,100,-30
1574950480.254983,17043.667,2314,3,MY,1,100,-30
1574950480.294637,17077.000,2314,3,MY,1,100,-30
1574950480.331911,17108.333,2332,3,MY,1,100,-28
1574950480.369185,17139.667,2332,3,MY,1,100,-31
1574950480.406459,17171.000,2332,3,MY,1,100,-30
1574950480.446905,17205.000,2350,4,MY,1,100,-30
1574950480.487351,17239.000,2350,4,MY,1,100,-30
1574950480.527798,17273.000,2350,4,MY,1,100,-29
1574950480.568244,17307.000,2350,4,MY,1,100,-32
1574950480.609285,17341.500,2369,2,MY,1,100,-34
1574950480.650326,17376.000,2369,2,MY,1,100,-36
1574950480.691566,17410.667,2387,3,MY,1,100,-36
1574950480.732805,17445.333,2387,3,MY,1,100,-36
1574950480.774045,17480.000,2387,3,MY,1,100,-35
1574950480.813301,17513.000,2405,3,MY,1,100,-32
1574950480.852558,17546.000,2405,3,MY,1,100,-29
1574950480.891815,17579.000,2405,3,MY,1,100,-27
1574950480.932658,17613.333,2423,3,MY,1,100,-26
1574950480.973501,17647.667,2423,3,MY,1,100,-25
1574950481.014344,17682.000,2423,3,MY,1,100,-26
1574950481.053600,17715.000,2441,3,MY,1,100,-28
1574950481.092857,17748.000,2441,3,MY,1,100,-32
1574950481.132114,17781.000,2441,3,MY,1,100,-31
1574950481.173353,17815.667,2458,3,MY,1,100,-36
1574950481.214592,17850.333,2458,3,MY,1,100,-35
1574950481.255832,17885.000,2458,3,MY,1,100,-34
1574950481.297071,17919.667,2476,3,MY,1,100,-32
1574950481.338311,17954.333,2476,3,MY,1,100,-33
1574950481.379550,17989.000,2476,3,MY,1,100,-33
1574950481.419204,18022.333,2492,3,MY,1,100,-33
1574950481.458857,18055.667,2492,3,MY,1,100,-30
1574950481.498510,18089.000,2492,3,MY,1,100,-36
1574950481.540146,18124.000,2511,3,MY,1,100,-35
1574950481.581782,18159.000,2511,3,MY,1,100,-34
1574950481.623418,18194.000,2511,3,MY,1,100,-32
1574950481.663468,18227.667,2529,3,MY,1,100,-31
1574950481.703517,18261.333,2529,3,MY,1,100,-32
1574950481.743567,18295.000,2529,3,MY,1,100,-34
1574950481.779652,18325.333,2547,3,MY,1,100,-26
1574950481.815736,18355.667,2547,3,MY,1,100,-39
1574950481.851821,18386.000,2547,3,MY,1,100,-38
1574950481.896629,18423.667,2565,3,MY,1,100,-37
1574950481.941437,18461.333,2565,3,MY,1,100,-38
1574950481.986245,18499.000,2565,3,MY,1,100,-37
1574950482.020744,18528.000,2583,3,MY,1,100,-38
1574950482.055242,18557.000,2583,3,MY,1,100,-40
1574950482.089740,18586.000,2583,3,MY,1,100,-39
1574950482.133755,18623.000,2601,3,MY,1,100,-39
1574950482.177771,18660.000,2601,3,MY,1,100,-39
1574950482.221786,18697.000,2601,3,MY,1,100,-41
1574950482.263422,18732.000,2619,3,MY,1,100,-41
1574950482.305058,18767.000,2619,3,MY,1,100,-41
1574950482.346694,18802.000,2619,3,MY,1,100,-40
1574950482.388726,18837.333,2636,3,MY,1,100,-40
1574950482.430758,18872.667,2636,3,MY,1,100,-38
1574950482.472791,18908.000,2636,3,MY,1,100,-39
1574950482.511651,18940.667,2654,3,MY,1,100,-39
1574950482.550511,18973.333,2654,3,MY,1,100,-40
1574950482.589371,19006.000,2654,3,MY,1,100,-39
1574950482.627042,19037.667,2673,3,MY,1,100,-39
1574950482.664713,19069.333,2673,3,MY,1,100,-39
1574950482.702383,19101.000,2673,3,MY,1,100,-39
1574950482.742433,19134.667,2689,3,MY,1,100,-37
1574950482.782483,19168.333,2689,3,MY,1,100,-36
1574950482.822533,19202.000,2689,3,MY,1,100,-37
1574950482.864169,19237.000,2707,3,MY,1,100,-34
1574950482.905805,19272.000,2707,3,MY,1,100,-35
1574950482.947441,19307.000,2707,3,MY,1,100,-35
1574950482.990266,19343.000,2728,5,MY,1,100,-35
1574950483.033092,19379.000,2728,5,MY,1,100,-35
1574950483.075917,19415.000,2728,5,MY,1,100,-36
1574950483.118743,19451.000,2728,5,MY,1,100,-34
1574950483.161568,19487.000,2728,5,MY,1,100,-36
1574950483.199636,19519.000,2748,3,MY,1,100,-35
1574950483.237703,19551.000,2748,3,MY,1,100,-35
1574950483.275770,19583.000,2748,3,MY,1,100,-33
1574950483.314630,19615.667,2766,3,MY,1,100,-35
1574950483.353490,19648.333,2766,3,MY,1,100,-35
1574950483.392350,19681.000,2766,3,MY,1,100,-34
1574950483.433590,19715.667,2782,3,MY,1,100,-35
1574950483.474829,19750.333,2782,3,MY,1,100,-35
