EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,ER
1574950477.012535,14318.000,1823,2,ER,1,100,1.704987
1574950477.012535,14318.000,1823,2,ER,1,100,1.705148
1574950477.076773,14372.000,1841,2,ER,1,100,1.705389
1574950477.141012,14426.000,1841,2,ER,1,100,1.706316
1574950477.211198,14485.000,1859,2,ER,1,100,1.706759
1574950477.281384,14544.000,1859,2,ER,1,100,1.708733
1574950477.349786,14601.500,1877,2,ER,1,100,1.706235
1574950477.418188,14659.000,1877,2,ER,1,100,1.707404
1574950477.490754,14720.000,1895,1,ER,1,100,1.706195
1574950477.559155,14777.500,1913,2,ER,1,100,1.704100
1574950477.627558,14835.000,1913,2,ER,1,100,1.706195
1574950477.695959,14892.500,1931,2,ER,1,100,1.703697
1574950477.764361,14950.000,1931,2,ER,1,100,1.706437
1574950477.833953,15008.500,1947,2,ER,1,100,1.704302
1574950477.903544,15067.000,1947,2,ER,1,100,1.704664
1574950477.966593,15120.000,1965,1,ER,1,100,1.705309
1574950478.036185,15178.500,1983,2,ER,1,100,1.703295
1574950478.105776,15237.000,1983,2,ER,1,100,1.705430
1574950478.170609,15291.500,2001,2,ER,1,100,1.702731
1574950478.235442,15346.000,2001,2,ER,1,100,1.705228
1574950478.299086,15399.500,2019,2,ER,1,100,1.701965
1574950478.362729,15453.000,2019,2,ER,1,100,1.704463
1574950478.431131,15510.500,2037,2,ER,1,100,1.701965
1574950478.499533,15568.000,2037,2,ER,1,100,1.703577
1574950478.564961,15623.000,2056,1,ER,1,100,1.703375
1574950478.634552,15681.500,2073,2,ER,1,100,1.702287
1574950478.704144,15740.000,2073,2,ER,1,100,1.705712
1574950478.770167,15795.500,2091,2,ER,1,100,1.702368
1574950478.836189,15851.000,2091,2,ER,1,100,1.705148
1574950478.899833,15904.500,2109,2,ER,1,100,1.702368
1574950478.963476,15958.000,2109,2,ER,1,100,1.705188
1574950479.028904,16013.000,2125,2,ER,1,100,1.703577
1574950479.094332,16068.000,2125,2,ER,1,100,1.705832
