EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1574950477.056550,14355.000,1818,5,PI,1,100,138685
1574950477.056550,14355.000,1818,5,PI,1,100,138735
1574950477.056550,14355.000,1818,5,PI,1,100,138820
1574950477.056550,14355.000,1818,5,PI,1,100,138892
1574950477.056550,14355.000,1818,5,PI,1,100,138948
1574950477.096600,14388.667,1836,3,PI,1,100,138960
1574950477.136650,14422.333,1836,3,PI,1,100,138996
1574950477.176700,14456.000,1836,3,PI,1,100,139099
1574950477.219525,14492.000,1854,2,PI,1,100,139163
1574950477.262351,14528.000,1854,2,PI,1,100,139140
1574950477.303590,14562.667,1872,3,PI,1,100,139187
1574950477.344830,14597.333,1872,3,PI,1,100,139248
1574950477.386069,14632.000,1872,3,PI,1,100,139308
1574950477.426912,14666.333,1890,3,PI,1,100,139382
1574950477.467755,14700.667,1890,3,PI,1,100,139440
1574950477.508598,14735.000,1890,3,PI,1,100,139508
1574950477.548251,14768.333,1908,3,PI,1,100,139600
1574950477.587904,14801.667,1908,3,PI,1,100,139477
1574950477.627558,14835.000,1908,3,PI,1,100,138924
1574950477.668400,14869.333,1926,3,PI,1,100,138510
1574950477.709243,14903.667,1926,3,PI,1,100,138434
1574950477.750086,14938.000,1926,3,PI,1,100,138597
1574950477.794894,14975.667,1942,3,PI,1,100,138686
1574950477.839702,15013.333,1942,3,PI,1,100,138646
1574950477.884511,15051.000,1942,3,PI,1,100,138612
1574950477.923371,15083.667,1960,3,PI,1,100,138641
1574950477.962231,15116.333,1960,3,PI,1,100,138595
1574950478.001091,15149.000,1960,3,PI,1,100,138570
1574950478.039555,15181.333,1978,3,PI,1,100,138622
1574950478.078019,15213.667,1978,3,PI,1,100,138718
1574950478.116482,15246.000,1978,3,PI,1,100,138836
1574950478.155343,15278.667,1996,3,PI,1,100,138902
1574950478.194203,15311.333,1996,3,PI,1,100,138890
1574950478.233063,15344.000,1996,3,PI,1,100,138879
1574950478.271527,15376.333,2014,3,PI,1,100,138988
1574950478.309990,15408.667,2014,3,PI,1,100,139047
1574950478.348454,15441.000,2014,3,PI,1,100,139060
1574950478.388504,15474.667,2032,3,PI,1,100,139063
1574950478.428554,15508.333,2032,3,PI,1,100,139117
1574950478.468603,15542.000,2032,3,PI,1,100,139177
1574950478.509843,15576.667,2051,3,PI,1,100,139241
1574950478.551082,15611.333,2051,3,PI,1,100,139297
1574950478.592322,15646.000,2051,3,PI,1,100,139378
1574950478.633164,15680.333,2068,3,PI,1,100,139337
1574950478.674007,15714.667,2068,3,PI,1,100,138949
1574950478.714850,15749.000,2068,3,PI,1,100,138531
1574950478.754503,15782.333,2086,3,PI,1,100,138418
1574950478.794157,15815.667,2086,3,PI,1,100,138516
1574950478.833810,15849.000,2086,3,PI,1,100,138607
