EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1574951237.883020,119010,20207,4,DC,1,100,EL
1574951237.883020,119010,20207,4,DC,1,100,EA
1574951237.883020,119010,20207,4,DC,1,100,EL
1574951237.883020,119010,20207,4,DC,1,100,EA
1574951238.011793,119118,20229,4,DC,1,100,EL
1574951238.011793,119118,20229,4,DC,1,100,EA
1574951238.011793,119118,20229,4,DC,1,100,EL
1574951238.011793,119118,20229,4,DC,1,100,EA
1574951238.076179,119172,20248,2,DC,1,100,EL
1574951238.076179,119172,20248,2,DC,1,100,EA
1574951846.436101,629397,43690,2,DC,1,100,ER
1574951846.436101,629397,43690,2,DC,1,100,EA
1574951846.566066,629506,43709,4,DC,1,100,ER
1574951846.566066,629506,43709,4,DC,1,100,EA
1574951846.566066,629506,43709,4,DC,1,100,ER
1574951846.566066,629506,43709,4,DC,1,100,EA
1574951846.630452,629560,43728,2,DC,1,100,ER
1574951846.630452,629560,43728,2,DC,1,100,EA
1574951846.771147,629678,43747,4,DC,1,100,ER
1574951846.771147,629678,43747,4,DC,1,100,EA
1574951846.771147,629678,43747,4,DC,1,100,ER
1574951846.771147,629678,43747,4,DC,1,100,EA
1574951847.300545,630122,43824,2,DC,1,100,ER
1574951847.300545,630122,43824,2,DC,1,100,EA
1574951847.434087,630234,43843,4,DC,1,100,ER
1574951847.434087,630234,43843,4,DC,1,100,EA
1574951847.434087,630234,43843,4,DC,1,100,ER
1574951847.434087,630234,43843,4,DC,1,100,EA
