EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1574950477.012535,14318.000,1821,2,EA,1,100,0.635165
1574950477.012535,14318.000,1821,2,EA,1,100,0.635082
1574950477.076773,14372.000,1839,2,EA,1,100,0.634956
1574950477.141012,14426.000,1839,2,EA,1,100,0.635010
1574950477.211198,14485.000,1857,2,EA,1,100,0.634969
1574950477.281384,14544.000,1857,2,EA,1,100,0.635034
1574950477.349786,14601.500,1875,2,EA,1,100,0.634947
1574950477.418188,14659.000,1875,2,EA,1,100,0.634811
1574950477.490754,14720.000,1893,1,EA,1,100,0.634972
1574950477.559155,14777.500,1911,2,EA,1,100,0.634821
1574950477.627558,14835.000,1911,2,EA,1,100,0.634819
1574950477.695959,14892.500,1929,2,EA,1,100,0.634933
1574950477.764361,14950.000,1929,2,EA,1,100,0.634854
1574950477.833953,15008.500,1945,2,EA,1,100,0.634817
1574950477.903544,15067.000,1945,2,EA,1,100,0.634729
1574950477.966593,15120.000,1963,1,EA,1,100,0.634708
1574950478.036185,15178.500,1981,2,EA,1,100,0.634651
1574950478.105776,15237.000,1981,2,EA,1,100,0.634770
1574950478.170609,15291.500,1999,2,EA,1,100,0.634832
1574950478.235442,15346.000,1999,2,EA,1,100,0.634766
1574950478.299086,15399.500,2017,2,EA,1,100,0.634759
1574950478.362729,15453.000,2017,2,EA,1,100,0.634692
1574950478.431131,15510.500,2035,2,EA,1,100,0.634678
1574950478.499533,15568.000,2035,2,EA,1,100,0.634750
1574950478.564961,15623.000,2054,1,EA,1,100,0.634722
1574950478.634552,15681.500,2071,2,EA,1,100,0.634720
1574950478.704144,15740.000,2071,2,EA,1,100,0.634627
1574950478.770167,15795.500,2089,2,EA,1,100,0.634638
1574950478.836189,15851.000,2089,2,EA,1,100,0.634735
1574950478.899833,15904.500,2107,2,EA,1,100,0.634565
1574950478.963476,15958.000,2107,2,EA,1,100,0.634622
1574950479.028904,16013.000,2123,2,EA,1,100,0.634605
1574950479.094332,16068.000,2123,2,EA,1,100,0.634568
1574950479.158570,16122.000,2141,2,EA,1,100,0.634594
