EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T0
1574950476.983985,14294.000,1824,1,T0,1,100,34.768
1574950477.107703,14398.000,1842,1,T0,1,100,34.747
1574950477.246886,14515.000,1860,1,T0,1,100,34.757
1574950477.386069,14632.000,1878,1,T0,1,100,34.752
1574950477.522873,14747.000,1896,1,T0,1,100,34.747
1574950477.665625,14867.000,1914,1,T0,1,100,34.779
1574950477.798860,14979.000,1948,1,T0,1,100,34.741
1574950477.936853,15095.000,1966,1,T0,1,100,34.763
1574950478.071278,15208.000,1984,1,T0,1,100,34.752
1574950478.205702,15321.000,2002,1,T0,1,100,34.795
1574950478.330610,15426.000,2020,1,T0,1,100,34.773
1574950478.466224,15540.000,2038,1,T0,1,100,34.768
1574950478.603028,15655.000,2057,1,T0,1,100,34.730
1574950478.738642,15769.000,2074,1,T0,1,100,34.757
1574950478.869498,15879.000,2092,1,T0,1,100,34.811
1574950478.997975,15987.000,2126,1,T0,1,100,34.773
1574950479.125262,16094.000,2144,1,T0,1,100,34.747
1574950479.258497,16206.000,2162,1,T0,1,100,34.752
1574950479.394111,16320.000,2180,1,T0,1,100,34.741
1574950479.527346,16432.000,2198,1,T0,1,100,34.779
1574950479.661770,16545.000,2217,1,T0,1,100,34.757
1574950479.787868,16651.000,2235,1,T0,1,100,34.752
1574950479.917534,16760.000,2253,1,T0,1,100,34.779
1574950480.055527,16876.000,2271,1,T0,1,100,34.768
1574950480.195900,16994.000,2304,1,T0,1,100,34.773
1574950480.324377,17102.000,2322,1,T0,1,100,34.720
1574950480.450474,17208.000,2340,1,T0,1,100,34.752
1574950480.588467,17324.000,2359,1,T0,1,100,34.757
1574950480.725271,17439.000,2377,1,T0,1,100,34.757
1574950480.862075,17554.000,2395,1,T0,1,100,34.768
1574950480.984604,17657.000,2413,1,T0,1,100,34.747
1574950481.113080,17765.000,2431,1,T0,1,100,34.763
1574950481.252263,17882.000,2449,1,T0,1,100,34.736
1574950481.386688,17995.000,2466,1,T0,1,100,34.725
1574950481.519923,18107.000,2501,1,T0,1,100,34.730
1574950481.648399,18215.000,2519,1,T0,1,100,34.661
1574950481.786393,18331.000,2537,1,T0,1,100,34.634
1574950481.912490,18437.000,2555,1,T0,1,100,34.618
1574950482.049294,18552.000,2573,1,T0,1,100,34.586
1574950482.182529,18664.000,2591,1,T0,1,100,34.532
1574950482.316954,18777.000,2609,1,T0,1,100,34.553
1574950482.458516,18896.000,2627,1,T0,1,100,34.553
1574950482.589371,19006.000,2644,1,T0,1,100,34.521
1574950482.714279,19111.000,2663,1,T0,1,100,34.495
1574950482.851083,19226.000,2697,1,T0,1,100,34.521
1574950482.988482,19341.500,2718,2,T0,1,100,34.537
1574950483.125880,19457.000,2718,2,T0,1,100,34.484
1574950483.253167,19564.000,2738,1,T0,1,100,34.521
1574950483.384023,19674.000,2756,1,T0,1,100,34.543
1574950483.516068,19785.000,2791,1,T0,1,100,34.521
1574950483.654062,19901.000,2809,1,T0,1,100,34.564
1574950483.790866,20016.000,2827,1,T0,1,100,34.575
1574950483.915774,20121.000,2845,1,T0,1,100,34.521
1574950484.046629,20231.000,2863,1,T0,1,100,34.553
1574950484.185812,20348.000,2881,1,T0,1,100,34.548
1574950484.322616,20463.000,2899,1,T0,1,100,34.580
1574950484.453472,20573.000,2916,1,T0,1,100,34.564
1574950484.581949,20681.000,2934,1,T0,1,100,34.559
1574950484.715183,20793.000,2969,1,T0,1,100,34.564
1574950484.854367,20910.000,2987,1,T0,1,100,34.543
1574950484.993550,21027.000,3005,1,T0,1,100,34.575
1574950485.117268,21131.000,3023,1,T0,1,100,34.586
1574950485.246934,21240.000,3041,1,T0,1,100,34.553
1574950485.380169,21352.000,3059,1,T0,1,100,34.559
1574950485.515783,21466.000,3077,1,T0,1,100,34.570
1574950485.658535,21586.000,3096,1,T0,1,100,34.607
1574950485.798908,21704.000,3129,1,T0,1,100,34.575
1574950485.936901,21820.000,3147,1,T0,1,100,34.543
1574950486.076084,21937.000,3165,1,T0,1,100,34.602
1574950486.203371,22044.000,3183,1,T0,1,100,34.564
1574950486.330658,22151.000,3201,1,T0,1,100,34.559
1574950486.468651,22267.000,3219,1,T0,1,100,34.553
1574950486.607834,22384.000,3238,1,T0,1,100,34.553
1574950486.743448,22498.000,3255,1,T0,1,100,34.559
1574950486.885011,22617.000,3289,1,T0,1,100,34.580
1574950487.013487,22725.000,3307,1,T0,1,100,34.570
1574950487.138395,22830.000,3325,1,T0,1,100,34.602
1574950487.275199,22945.000,3343,1,T0,1,100,34.553
1574950487.412003,23060.000,3361,1,T0,1,100,34.591
1574950487.545238,23172.000,3379,1,T0,1,100,34.591
1574950487.673714,23280.000,3398,1,T0,1,100,34.575
1574950487.804570,23390.000,3416,1,T0,1,100,34.596
1574950487.942563,23506.000,3434,1,T0,1,100,34.548
1574950488.079367,23621.000,3467,1,T0,1,100,34.575
1574950488.212602,23733.000,3485,1,T0,1,100,34.559
1574950488.336320,23837.000,3503,1,T0,1,100,34.553
1574950488.470745,23950.000,3521,1,T0,1,100,34.548
1574950488.609928,24067.000,3540,1,T0,1,100,34.591
1574950488.747921,24183.000,3558,1,T0,1,100,34.564
1574950488.872829,24288.000,3576,1,T0,1,100,34.570
1574950489.001306,24396.000,3594,1,T0,1,100,34.559
1574950489.136920,24510.000,3615,1,T0,1,100,34.537
1574950489.274913,24626.000,3635,1,T0,1,100,34.570
1574950489.410527,24740.000,3653,1,T0,1,100,34.564
1574950489.534246,24844.000,3671,1,T0,1,100,34.564
1574950489.666291,24955.000,3690,1,T0,1,100,34.553
1574950489.792389,25061.000,3708,1,T0,1,100,34.548
1574950489.929192,25176.000,3725,1,T0,1,100,34.559
1574950490.071944,25296.000,3759,1,T0,1,100,34.570
1574950490.209938,25412.000,3777,1,T0,1,100,34.570
1574950490.344362,25525.000,3795,1,T0,1,100,34.537
1574950490.479976,25639.000,3813,1,T0,1,100,34.559
1574950490.608453,25747.000,3832,1,T0,1,100,34.537
1574950490.735740,25854.000,3850,1,T0,1,100,34.564
1574950490.874923,25971.000,3868,1,T0,1,100,34.553
1574950491.015296,26089.000,3885,1,T0,1,100,34.580
1574950491.142582,26196.000,3903,1,T0,1,100,34.570
1574950491.273438,26306.000,3937,1,T0,1,100,34.580
1574950491.409053,26420.000,3955,1,T0,1,100,34.521
1574950491.541098,26531.000,3974,1,T0,1,100,34.527
1574950491.681471,26649.000,3992,1,T0,1,100,34.532
1574950491.809947,26757.000,4010,1,T0,1,100,34.559
1574950491.938424,26865.000,4028,1,T0,1,100,34.553
1574950492.074038,26979.000,4046,1,T0,1,100,34.527
1574950492.214411,27097.000,4063,1,T0,1,100,34.532
1574950492.348835,27210.000,4097,1,T0,1,100,34.548
1574950492.474932,27316.000,4115,1,T0,1,100,34.553
1574950492.608167,27428.000,4134,1,T0,1,100,34.521
1574950492.744971,27543.000,4152,1,T0,1,100,34.527
1574950492.882965,27659.000,4170,1,T0,1,100,34.505
1574950493.012631,27768.000,4188,1,T0,1,100,34.511
1574950493.136349,27872.000,4206,1,T0,1,100,34.473
1574950493.275532,27989.000,4224,1,T0,1,100,34.532
1574950493.414715,28106.000,4241,1,T0,1,100,34.537
1574950493.551519,28221.000,4276,1,T0,1,100,34.521
1574950493.689512,28337.000,4294,1,T0,1,100,34.537
1574950493.821558,28448.000,4312,1,T0,1,100,34.532
1574950493.960741,28565.000,4330,1,T0,1,100,34.516
1574950494.089217,28673.000,4348,1,T0,1,100,34.516
