EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1574949840.722922,101289.000,17242,2,TH,1,100,16010
1574949840.722922,101289.000,17242,2,TH,1,100,16002
1574949840.856761,101402.000,17277,1,TH,1,100,16030
1574949840.995337,101519.000,17296,1,TH,1,100,15996
1574949841.120884,101625.000,17313,1,TH,1,100,15996
1574949841.248800,101733.000,17330,1,TH,1,100,15990
1574949841.385007,101848.000,17348,1,TH,1,100,15956
1574949841.522398,101964.000,17366,1,TH,1,100,15982
1574949841.651499,102073.000,17384,1,TH,1,100,15974
1574949841.778231,102180.000,17402,1,TH,1,100,15976
1574949841.909700,102291.000,17420,1,TH,1,100,15976
1574949842.047092,102407.000,17439,1,TH,1,100,15976
1574949842.183299,102522.000,17474,1,TH,1,100,15964
1574949842.312399,102631.000,17491,1,TH,1,100,15982
1574949842.441500,102740.000,17508,1,TH,1,100,15978
1574949842.576523,102854.000,17526,1,TH,1,100,15968
1574949842.710361,102967.000,17544,1,TH,1,100,15942
1574949842.844199,103080.000,17562,1,TH,1,100,15970
1574949842.969746,103186.000,17580,1,TH,1,100,15930
1574949843.098847,103295.000,17599,1,TH,1,100,15922
1574949843.235054,103410.000,17617,1,TH,1,100,15908
1574949843.373630,103527.000,17652,1,TH,1,100,15890
1574949843.506284,103639.000,17670,1,TH,1,100,15918
1574949843.629462,103743.000,17687,1,TH,1,100,15914
1574949843.765669,103858.000,17704,1,TH,1,100,15894
1574949843.904245,103975.000,17722,1,TH,1,100,15856
1574949844.036899,104087.000,17741,1,TH,1,100,15890
1574949844.167184,104197.000,17759,1,TH,1,100,15894
1574949844.295100,104305.000,17777,1,TH,1,100,15886
1574949844.425385,104415.000,17795,1,TH,1,100,15896
1574949844.563961,104532.000,17830,1,TH,1,100,15918
1574949844.706090,104652.000,17847,1,TH,1,100,15924
1574949844.830453,104757.000,17864,1,TH,1,100,15922
1574949844.959554,104866.000,17883,1,TH,1,100,15938
1574949845.096945,104982.000,17901,1,TH,1,100,15900
1574949845.233152,105097.000,17919,1,TH,1,100,15950
1574949845.366990,105210.000,17937,1,TH,1,100,15966
1574949845.491353,105315.000,17955,1,TH,1,100,15978
1574949845.620454,105424.000,17973,1,TH,1,100,16072
1574949845.757845,105540.000,18008,1,TH,1,100,16120
1574949845.897606,105658.000,18026,1,TH,1,100,15230
1574949846.023153,105764.000,18044,1,TH,1,100,15310
1574949846.152254,105873.000,18061,1,TH,1,100,15602
1574949846.288460,105988.000,18079,1,TH,1,100,15562
1574949846.421114,106100.000,18097,1,TH,1,100,15102
1574949846.559690,106217.000,18115,1,TH,1,100,15178
1574949846.682869,106321.000,18136,1,TH,1,100,15440
1574949846.810785,106429.000,18155,1,TH,1,100,15682
1574949846.946992,106544.000,18173,1,TH,1,100,15844
1574949847.085568,106661.000,18191,1,TH,1,100,15952
1574949847.218222,106773.000,18209,1,TH,1,100,16042
1574949847.342585,106878.000,18227,1,TH,1,100,16108
1574949847.471685,106987.000,18245,1,TH,1,100,16184
1574949847.598417,107094.000,18263,1,TH,1,100,16280
1574949847.731071,107206.000,18281,1,TH,1,100,16344
1574949847.869647,107323.000,18317,1,TH,1,100,16290
1574949848.010591,107442.000,18334,1,TH,1,100,16264
1574949848.146798,107557.000,18351,1,TH,1,100,16296
1574949848.280637,107670.000,18369,1,TH,1,100,16380
1574949848.406184,107776.000,18387,1,TH,1,100,16410
1574949848.538838,107888.000,18405,1,TH,1,100,16410
1574949848.673861,108002.000,18423,1,TH,1,100,16398
1574949848.811252,108118.000,18441,1,TH,1,100,16380
1574949848.939168,108226.000,18477,1,TH,1,100,16340
1574949849.069453,108336.000,18495,1,TH,1,100,16330
1574949849.202107,108448.000,18512,1,TH,1,100,16338
1574949849.340683,108565.000,18529,1,TH,1,100,16328
1574949849.479259,108682.000,18547,1,TH,1,100,16274
1574949849.601253,108785.000,18565,1,TH,1,100,16292
1574949849.731538,108895.000,18583,1,TH,1,100,16288
1574949849.871298,109013.000,18601,1,TH,1,100,16270
1574949850.003952,109125.000,18620,1,TH,1,100,16244
1574949850.137790,109238.000,18655,1,TH,1,100,16206
1574949850.262153,109343.000,18673,1,TH,1,100,16246
1574949850.394807,109455.000,18691,1,TH,1,100,16240
1574949850.522723,109563.000,18708,1,TH,1,100,16234
1574949850.662483,109681.000,18725,1,TH,1,100,16228
1574949850.802243,109799.000,18743,1,TH,1,100,16192
1574949850.936082,109912.000,18761,1,TH,1,100,16172
1574949851.078211,110032.000,18780,1,TH,1,100,16194
1574949851.214418,110147.000,18815,1,TH,1,100,16160
1574949851.350625,110262.000,18832,1,TH,1,100,16150
1574949851.492754,110382.000,18849,1,TH,1,100,16148
1574949851.621855,110491.000,18867,1,TH,1,100,16128
1574949851.747402,110597.000,18885,1,TH,1,100,16100
1574949851.882425,110711.000,18903,1,TH,1,100,16128
1574949852.012710,110821.000,18922,1,TH,1,100,16128
1574949852.146548,110934.000,18940,1,TH,1,100,16102
1574949852.286308,111052.000,18958,1,TH,1,100,16106
1574949852.417778,111163.000,18993,1,TH,1,100,16148
1574949852.544509,111270.000,19011,1,TH,1,100,16176
1574949852.677163,111382.000,19032,2,TH,1,100,16154
1574949852.809817,111494.000,19032,2,TH,1,100,16082
1574949852.948393,111611.000,19052,1,TH,1,100,16016
1574949853.079862,111722.000,19088,1,TH,1,100,15962
1574949853.204225,111827.000,19106,1,TH,1,100,16030
1574949853.339248,111941.000,19123,1,TH,1,100,15956
1574949853.477824,112058.000,19140,1,TH,1,100,15952
1574949853.611662,112171.000,19158,1,TH,1,100,15900
1574949853.737209,112277.000,19176,1,TH,1,100,15904
1574949853.867494,112387.000,19194,1,TH,1,100,15916
1574949854.000148,112499.000,19213,1,TH,1,100,15914
1574949854.137539,112615.000,19231,1,TH,1,100,15912
1574949854.272562,112729.000,19266,1,TH,1,100,15884
1574949854.402847,112839.000,19284,1,TH,1,100,15946
1574949854.529579,112946.000,19301,1,TH,1,100,16002
1574949854.663417,113059.000,19318,1,TH,1,100,16010
1574949854.793702,113169.000,19336,1,TH,1,100,16020
1574949854.921618,113277.000,19355,1,TH,1,100,15996
1574949855.057825,113392.000,19373,1,TH,1,100,16056
1574949855.183373,113498.000,19391,1,TH,1,100,16112
1574949855.312473,113607.000,19409,1,TH,1,100,16126
1574949855.451049,113724.000,19427,1,TH,1,100,16134
1574949855.589625,113841.000,19462,1,TH,1,100,16132
1574949855.724648,113955.000,19479,1,TH,1,100,16178
1574949855.867961,114076.000,19496,1,TH,1,100,16186
1574949855.992324,114181.000,19515,1,TH,1,100,16176
1574949856.122609,114291.000,19533,1,TH,1,100,16140
1574949856.257632,114405.000,19551,1,TH,1,100,16194
1574949856.392654,114519.000,19569,1,TH,1,100,16196
1574949856.527677,114633.000,19587,1,TH,1,100,16166
1574949856.654409,114740.000,19605,1,TH,1,100,16136
1574949856.784694,114850.000,19640,1,TH,1,100,16092
1574949856.922085,114966.000,19658,1,TH,1,100,16114
1574949857.061846,115084.000,19675,1,TH,1,100,16128
1574949857.189762,115192.000,19693,1,TH,1,100,16082
1574949857.316494,115299.000,19711,1,TH,1,100,16044
1574949857.452700,115414.000,19729,1,TH,1,100,16096
1574949857.586539,115527.000,19747,1,TH,1,100,16118
1574949857.726299,115645.000,19765,1,TH,1,100,16110
1574949857.851846,115751.000,19783,1,TH,1,100,16058
1574949857.982131,115861.000,19819,1,TH,1,100,16096
1574949858.115969,115974.000,19836,1,TH,1,100,16126
1574949858.256914,116093.000,19853,1,TH,1,100,16122
1574949858.394306,116209.000,19871,1,TH,1,100,16094
1574949858.530513,116324.000,19889,1,TH,1,100,16104
1574949858.671457,116443.000,19907,1,TH,1,100,16100
1574949858.807664,116558.000,19928,1,TH,1,100,16090
1574949858.942687,116672.000,19949,1,TH,1,100,16082
1574949859.081263,116789.000,19967,1,TH,1,100,16104
1574949859.223392,116909.000,19985,1,TH,1,100,16086
1574949859.359599,117024.000,20003,1,TH,1,100,16082
1574949859.493437,117137.000,20038,1,TH,1,100,16084
1574949859.618985,117243.000,20056,1,TH,1,100,16104
1574949859.750454,117354.000,20073,1,TH,1,100,16084
1574949859.889030,117471.000,20090,1,TH,1,100,16008
1574949860.026421,117587.000,20109,1,TH,1,100,15920
1574949860.154337,117695.000,20127,1,TH,1,100,15894
1574949860.281069,117802.000,20145,1,TH,1,100,15874
1574949860.414907,117915.000,20163,1,TH,1,100,15870
1574949860.553483,118032.000,20181,1,TH,1,100,15870
1574949860.692059,118149.000,20216,1,TH,1,100,15878
1574949860.815238,118253.000,20234,1,TH,1,100,15908
1574949860.944338,118362.000,20252,1,TH,1,100,15912
1574949861.082914,118479.000,20269,1,TH,1,100,15904
1574949861.216753,118592.000,20287,1,TH,1,100,15894
1574949861.350591,118705.000,20305,1,TH,1,100,15946
1574949861.474954,118810.000,20323,1,TH,1,100,15958
1574949861.606423,118921.000,20341,1,TH,1,100,15956
1574949861.743814,119037.000,20359,1,TH,1,100,15952
1574949861.882390,119154.000,20395,1,TH,1,100,15922
1574949862.011491,119263.000,20412,1,TH,1,100,15990
1574949862.145329,119376.000,20429,1,TH,1,100,16030
1574949862.285089,119494.000,20447,1,TH,1,100,16016
1574949862.415375,119604.000,20465,1,TH,1,100,16036
1574949862.550397,119718.000,20483,1,TH,1,100,16058
1574949862.688973,119835.000,20501,1,TH,1,100,16032
1574949862.816889,119943.000,20519,1,TH,1,100,16014
1574949862.943621,120050.000,20537,1,TH,1,100,15986
1574949863.078644,120164.000,20573,1,TH,1,100,15986
1574949863.208929,120274.000,20591,1,TH,1,100,16020
1574949863.342767,120387.000,20608,1,TH,1,100,16022
1574949863.481343,120504.000,20625,1,TH,1,100,16006
1574949863.621103,120622.000,20643,1,TH,1,100,16014
