EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,H0
1574949840.686206,101258.000,17243,2,H0,1,100,95.673
1574949840.686206,101258.000,17243,2,H0,1,100,95.662
1574949840.824782,101375.000,17260,1,H0,1,100,95.665
1574949840.962173,101491.000,17278,1,H0,1,100,95.658
1574949841.087720,101597.000,17297,1,H0,1,100,95.662
1574949841.218005,101707.000,17331,1,H0,1,100,95.646
1574949841.350659,101819.000,17349,1,H0,1,100,95.650
1574949841.488051,101935.000,17367,1,H0,1,100,95.650
1574949841.623073,102049.000,17385,1,H0,1,100,95.650
1574949841.746252,102153.000,17403,1,H0,1,100,95.639
1574949841.877721,102264.000,17421,1,H0,1,100,95.650
1574949842.015113,102380.000,17440,1,H0,1,100,95.627
1574949842.147767,102492.000,17457,1,H0,1,100,95.639
1574949842.281605,102605.000,17475,1,H0,1,100,95.635
1574949842.410705,102714.000,17509,1,H0,1,100,95.635
1574949842.539806,102823.000,17527,1,H0,1,100,95.639
1574949842.676013,102938.000,17545,1,H0,1,100,95.639
1574949842.814589,103055.000,17563,1,H0,1,100,95.631
1574949842.936583,103158.000,17581,1,H0,1,100,95.639
1574949843.065684,103267.000,17600,1,H0,1,100,95.635
1574949843.203075,103383.000,17618,1,H0,1,100,95.639
1574949843.340466,103499.000,17635,1,H0,1,100,95.639
1574949843.471936,103610.000,17653,1,H0,1,100,95.639
1574949843.598668,103717.000,17671,1,H0,1,100,95.639
1574949843.731321,103829.000,17705,1,H0,1,100,95.643
1574949843.868713,103945.000,17723,1,H0,1,100,95.635
1574949844.004920,104060.000,17742,1,H0,1,100,95.639
1574949844.136389,104171.000,17760,1,H0,1,100,95.646
1574949844.261937,104277.000,17778,1,H0,1,100,95.650
1574949844.393406,104388.000,17796,1,H0,1,100,95.650
1574949844.530797,104504.000,17813,1,H0,1,100,95.639
1574949844.670558,104622.000,17831,1,H0,1,100,95.643
1574949844.800843,104732.000,17865,1,H0,1,100,95.635
1574949844.926390,104838.000,17884,1,H0,1,100,95.639
1574949845.063782,104954.000,17902,1,H0,1,100,95.631
1574949845.199989,105069.000,17920,1,H0,1,100,95.620
1574949845.333827,105182.000,17938,1,H0,1,100,95.624
1574949845.460559,105289.000,17956,1,H0,1,100,95.612
1574949845.589659,105398.000,17974,1,H0,1,100,95.612
1574949845.722313,105510.000,17991,1,H0,1,100,95.608
1574949845.859704,105626.000,18009,1,H0,1,100,95.604
1574949845.993543,105739.000,18027,1,H0,1,100,95.627
1574949846.119090,105845.000,18062,1,H0,1,100,95.662
1574949846.251744,105957.000,18080,1,H0,1,100,95.730
1574949846.389135,106073.000,18098,1,H0,1,100,95.837
