EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1574949840.722922,101289.000,17238,4,EA,1,100,0.611671
1574949840.722922,101289.000,17238,4,EA,1,100,0.611676
1574949840.722922,101289.000,17238,4,EA,1,100,0.611519
1574949840.722922,101289.000,17238,4,EA,1,100,0.611636
1574949840.790434,101346.000,17256,1,EA,1,100,0.611626
1574949840.859722,101404.500,17273,2,EA,1,100,0.611920
1574949840.929010,101463.000,17273,2,EA,1,100,0.611605
1574949840.992375,101516.500,17292,2,EA,1,100,0.611548
1574949841.055741,101570.000,17292,2,EA,1,100,0.611601
1574949841.120292,101624.500,17310,2,EA,1,100,0.611528
1574949841.184842,101679.000,17310,2,EA,1,100,0.611605
1574949841.251761,101735.500,17326,2,EA,1,100,0.611559
1574949841.318680,101792.000,17326,2,EA,1,100,0.611432
1574949841.385007,101848.000,17344,1,EA,1,100,0.611387
1574949841.453703,101906.000,17362,2,EA,1,100,0.611418
1574949841.522398,101964.000,17362,2,EA,1,100,0.611405
1574949841.586949,102018.500,17380,2,EA,1,100,0.611516
1574949841.651499,102073.000,17380,2,EA,1,100,0.611572
1574949841.714865,102126.500,17398,2,EA,1,100,0.611650
1574949841.778231,102180.000,17398,2,EA,1,100,0.611516
1574949841.843966,102235.500,17416,2,EA,1,100,0.611546
1574949841.909700,102291.000,17416,2,EA,1,100,0.611597
1574949841.977212,102348.000,17435,1,EA,1,100,0.611612
1574949842.045907,102406.000,17453,2,EA,1,100,0.611613
1574949842.114603,102464.000,17453,2,EA,1,100,0.611540
1574949842.182114,102521.000,17470,2,EA,1,100,0.611570
1574949842.249626,102578.000,17470,2,EA,1,100,0.611467
1574949842.312992,102631.500,17488,2,EA,1,100,0.611505
1574949842.376358,102685.000,17488,2,EA,1,100,0.611397
1574949842.441500,102740.000,17504,2,EA,1,100,0.611449
1574949842.506643,102795.000,17504,2,EA,1,100,0.611471
1574949842.574746,102852.500,17522,2,EA,1,100,0.611418
1574949842.642849,102910.000,17522,2,EA,1,100,0.611429
1574949842.710361,102967.000,17540,1,EA,1,100,0.611418
1574949842.777280,103023.500,17558,2,EA,1,100,0.611253
1574949842.844199,103080.000,17558,2,EA,1,100,0.611464
1574949842.906973,103133.000,17576,2,EA,1,100,0.611499
1574949842.969746,103186.000,17576,2,EA,1,100,0.611407
1574949843.034297,103240.500,17595,2,EA,1,100,0.611427
1574949843.098847,103295.000,17595,2,EA,1,100,0.611453
1574949843.166950,103352.500,17613,2,EA,1,100,0.611537
1574949843.235054,103410.000,17613,2,EA,1,100,0.611526
1574949843.307303,103471.000,17631,1,EA,1,100,0.611500
1574949843.373630,103527.000,17648,2,EA,1,100,0.611422
1574949843.439957,103583.000,17648,2,EA,1,100,0.611521
1574949843.503323,103636.500,17666,2,EA,1,100,0.611457
1574949843.566689,103690.000,17666,2,EA,1,100,0.611266
1574949843.633015,103746.000,17684,2,EA,1,100,0.611416
1574949843.699342,103802.000,17684,2,EA,1,100,0.611336
1574949843.765669,103858.000,17700,2,EA,1,100,0.611327
1574949843.831996,103914.000,17700,2,EA,1,100,0.611524
1574949843.904245,103975.000,17718,1,EA,1,100,0.611595
1574949843.970572,104031.000,17737,2,EA,1,100,0.611505
1574949844.036899,104087.000,17737,2,EA,1,100,0.611520
1574949844.102041,104142.000,17755,2,EA,1,100,0.611458
1574949844.167184,104197.000,17755,2,EA,1,100,0.611447
1574949844.231142,104251.000,17773,2,EA,1,100,0.611651
1574949844.295100,104305.000,17773,2,EA,1,100,0.611575
1574949844.360243,104360.000,17791,2,EA,1,100,0.611554
1574949844.425385,104415.000,17791,2,EA,1,100,0.611332
1574949844.498818,104477.000,17809,1,EA,1,100,0.611376
1574949844.566922,104534.500,17826,2,EA,1,100,0.611327
1574949844.635026,104592.000,17826,2,EA,1,100,0.611299
1574949844.701352,104648.000,17844,2,EA,1,100,0.611336
1574949844.767679,104704.000,17844,2,EA,1,100,0.611265
1574949844.831045,104757.500,17860,2,EA,1,100,0.611375
1574949844.894411,104811.000,17860,2,EA,1,100,0.611218
1574949844.961330,104867.500,17879,2,EA,1,100,0.611353
1574949845.028249,104924.000,17879,2,EA,1,100,0.611261
1574949845.096945,104982.000,17897,1,EA,1,100,0.611353
1574949845.165049,105039.500,17915,2,EA,1,100,0.611343
1574949845.233152,105097.000,17915,2,EA,1,100,0.611452
1574949845.300071,105153.500,17933,2,EA,1,100,0.611414
1574949845.366990,105210.000,17933,2,EA,1,100,0.611342
1574949845.429172,105262.500,17951,2,EA,1,100,0.611297
1574949845.491353,105315.000,17951,2,EA,1,100,0.611104
1574949845.555904,105369.500,17969,2,EA,1,100,0.610988
1574949845.620454,105424.000,17969,2,EA,1,100,0.610430
1574949845.690334,105483.000,17987,1,EA,1,100,0.610207
1574949845.757253,105539.500,18004,2,EA,1,100,0.609895
1574949845.824172,105596.000,18004,2,EA,1,100,0.612093
1574949845.893460,105654.500,18022,2,EA,1,100,0.613130
1574949845.962748,105713.000,18022,2,EA,1,100,0.612457
1574949846.026114,105766.500,18041,2,EA,1,100,0.612607
1574949846.089480,105820.000,18041,2,EA,1,100,0.613038
1574949846.152846,105873.500,18057,2,EA,1,100,0.612606
1574949846.216212,105927.000,18057,2,EA,1,100,0.612501
1574949846.288460,105988.000,18075,1,EA,1,100,0.612421
1574949846.354788,106044.000,18093,2,EA,1,100,0.611021
1574949846.421114,106100.000,18093,2,EA,1,100,0.613164
1574949846.490402,106158.500,18111,2,EA,1,100,0.612957
1574949846.559690,106217.000,18111,2,EA,1,100,0.613776
1574949846.621674,106269.333,18132,3,EA,1,100,0.613871
1574949846.683658,106321.667,18132,3,EA,1,100,0.613187
1574949846.745642,106374.000,18132,3,EA,1,100,0.612790
1574949846.813154,106431.000,18152,2,EA,1,100,0.613756
1574949846.880665,106488.000,18152,2,EA,1,100,0.614243
1574949846.947584,106544.500,18169,2,EA,1,100,0.612803
1574949847.014503,106601.000,18169,2,EA,1,100,0.612668
