RD,TS_received,TS_sent,AK,RoundTrip,
19367,19409,2019-11-28_10-14-43-132541,19413,42,
24475,24495,2019-11-28_10-14-49-167245,24499,20,
29583,29589,2019-11-28_10-14-55-214422,29592,6,
34691,34699,2019-11-28_10-15-01-298944,34702,8,
39799,39901,2019-11-28_10-15-07-463415,39971,102,
44907,44985,2019-11-28_10-15-13-521639,44988,78,
50015,50021,2019-11-28_10-15-19-523221,50024,6,
55123,55129,2019-11-28_10-15-25-570256,55134,6,
60231,60238,2019-11-28_10-15-31-655341,60242,7,
65339,65347,2019-11-28_10-15-37-729998,65350,8,
70447,70452,2019-11-28_10-15-43-786940,70455,5,
75555,75561,2019-11-28_10-15-49-871057,75565,6,
80663,80669,2019-11-28_10-15-55-958227,80672,6,
85771,85939,2019-11-28_10-16-02-194164,85942,168,
90879,90886,2019-11-28_10-16-08-096471,90889,7,
95987,95998,2019-11-28_10-16-14-192839,96001,11,
101095,101101,2019-11-28_10-16-20-258089,101104,6,
106203,106208,2019-11-28_10-16-26-350421,106211,5,
111311,111316,2019-11-28_10-16-32-411046,111319,5,
116419,116425,2019-11-28_10-16-38-504153,116428,6,
121527,121537,2019-11-28_10-16-44-572720,121540,10,
126635,126641,2019-11-28_10-16-50-664170,126644,6,
131743,131750,2019-11-28_10-16-56-736464,131754,7,
136851,136858,2019-11-28_10-17-02-816694,136861,7,
141959,141985,2019-11-28_10-17-08-901102,141989,26,
147067,147073,2019-11-28_10-17-14-958230,147078,6,
152175,152334,2019-11-28_10-17-21-157147,152337,159,
157283,157354,2019-11-28_10-17-27-168300,157359,71,
162391,162399,2019-11-28_10-17-33-165897,162404,8,
167499,167505,2019-11-28_10-17-39-238998,167508,6,
172607,172613,2019-11-28_10-17-45-318937,172618,6,
177715,177723,2019-11-28_10-17-51-410144,177728,8,
182823,182833,2019-11-28_10-17-57-487959,182837,10,
187931,187939,2019-11-28_10-18-03-567358,187942,8,
193039,193045,2019-11-28_10-18-09-644755,193049,6,
198147,198154,2019-11-28_10-18-15-740109,198157,7,
203255,203261,2019-11-28_10-18-21-818990,203266,6,
208363,208370,2019-11-28_10-18-27-887614,208374,7,
213471,213644,2019-11-28_10-18-34-161507,213648,173,
218579,218749,2019-11-28_10-18-40-139371,218753,170,
223687,223710,2019-11-28_10-18-46-118829,223713,23,
228795,228807,2019-11-28_10-18-52-176301,228810,12,
233903,233910,2019-11-28_10-18-58-238249,233913,7,
239011,239019,2019-11-28_10-19-04-318252,239023,8,
244119,244125,2019-11-28_10-19-10-411482,244128,6,
249227,249239,2019-11-28_10-19-16-507795,249243,12,
254335,254386,2019-11-28_10-19-22-606396,254389,51,
259443,259450,2019-11-28_10-19-28-634240,259453,7,
264551,264559,2019-11-28_10-19-34-713467,264563,8,
269659,269666,2019-11-28_10-19-40-784656,269669,7,
274767,274785,2019-11-28_10-19-46-879597,274789,18,
279875,280037,2019-11-28_10-19-53-095736,280040,162,
284983,285040,2019-11-28_10-19-59-101036,285043,57,
290091,290117,2019-11-28_10-20-05-132759,290120,26,
295199,295364,2019-11-28_10-20-11-314191,295367,165,
300307,300316,2019-11-28_10-20-17-243092,300319,9,
305415,305432,2019-11-28_10-20-23-329975,305435,17,
310523,310532,2019-11-28_10-20-29-408406,310535,9,
315631,315649,2019-11-28_10-20-35-489060,315659,18,
320739,320744,2019-11-28_10-20-41-550912,320747,5,
325847,325865,2019-11-28_10-20-47-637623,325869,18,
330955,331021,2019-11-28_10-20-53-772013,331026,66,
336063,336069,2019-11-28_10-20-59-766200,336072,6,
341171,341180,2019-11-28_10-21-05-870201,341184,9,
346308,346403,2019-11-28_10-21-12-078625,346408,95,
351416,351584,2019-11-28_10-21-18-196910,351588,168,
356524,356548,2019-11-28_10-21-24-158851,356551,24,
361632,361642,2019-11-28_10-21-30-220419,361646,10,
366740,366745,2019-11-28_10-21-36-311919,366748,5,
371848,371863,2019-11-28_10-21-42-379998,371867,15,
376956,376973,2019-11-28_10-21-48-451651,376983,17,
382064,382074,2019-11-28_10-21-54-536096,382077,10,
387172,387180,2019-11-28_10-22-00-589097,387183,8,
392280,392298,2019-11-28_10-22-06-674613,392304,18,
397388,397395,2019-11-28_10-22-12-711225,397398,7,
402496,402502,2019-11-28_10-22-18-792520,402505,6,
407604,407611,2019-11-28_10-22-24-877924,407614,7,
412712,412723,2019-11-28_10-22-30-941880,412727,11,
417820,417911,2019-11-28_10-22-37-114773,417914,91,
422928,423016,2019-11-28_10-22-43-179985,423021,88,
428036,428046,2019-11-28_10-22-49-154018,428050,10,
