RD,TS_received,TS_sent,AK,RoundTrip,
433144,433150,2019-11-28_10-22-55-240169,433153,6,
438252,438260,2019-11-28_10-23-01-314390,438264,8,
443360,443368,2019-11-28_10-23-07-392807,443371,8,
449937,449945,2019-11-28_10-23-15-204724,449948,8,
455045,455055,2019-11-28_10-23-21-267159,455058,10,
460153,460165,2019-11-28_10-23-27-348722,460169,12,
465261,465267,2019-11-28_10-23-33-400043,465270,6,
470369,470379,2019-11-28_10-23-39-469928,470380,10,
475477,475483,2019-11-28_10-23-45-569834,475487,6,
480585,480612,2019-11-28_10-23-51-649966,480615,27,
485693,485700,2019-11-28_10-23-57-700840,485703,7,
490801,490807,2019-11-28_10-24-03-781381,490810,6,
495909,495916,2019-11-28_10-24-09-848725,495919,7,
501017,501024,2019-11-28_10-24-15-925236,501027,7,
506125,506291,2019-11-28_10-24-22-147719,506294,166,
511233,511254,2019-11-28_10-24-28-091962,511257,21,
516341,516507,2019-11-28_10-24-34-253336,516510,166,
521449,521461,2019-11-28_10-24-40-212918,521465,12,
526557,526564,2019-11-28_10-24-46-284378,526567,7,
531665,531679,2019-11-28_10-24-52-354280,531682,14,
