EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1574949840.763192,101323.000,17251,10,MY,1,100,-25
1574949840.763192,101323.000,17251,10,MY,1,100,-25
1574949840.763192,101323.000,17251,10,MY,1,100,-25
1574949840.763192,101323.000,17251,10,MY,1,100,-24
1574949840.763192,101323.000,17251,10,MY,1,100,-23
1574949840.763192,101323.000,17251,10,MY,1,100,-24
1574949840.763192,101323.000,17251,10,MY,1,100,-25
1574949840.763192,101323.000,17251,10,MY,1,100,-25
1574949840.763192,101323.000,17251,10,MY,1,100,-24
1574949840.763192,101323.000,17251,10,MY,1,100,-26
1574949840.804054,101357.500,17268,2,MY,1,100,-24
1574949840.844917,101392.000,17268,2,MY,1,100,-25
1574949840.886371,101427.000,17286,3,MY,1,100,-25
1574949840.927825,101462.000,17286,3,MY,1,100,-25
1574949840.969280,101497.000,17286,3,MY,1,100,-24
1574949841.007181,101529.000,17305,3,MY,1,100,-24
1574949841.045082,101561.000,17305,3,MY,1,100,-26
1574949841.082983,101593.000,17305,3,MY,1,100,-25
1574949841.125227,101628.667,17321,3,MY,1,100,-23
1574949841.167471,101664.333,17321,3,MY,1,100,-26
1574949841.209715,101700.000,17321,3,MY,1,100,-23
1574949841.249195,101733.333,17339,3,MY,1,100,-24
1574949841.288675,101766.667,17339,3,MY,1,100,-24
1574949841.328156,101800.000,17339,3,MY,1,100,-24
1574949841.369215,101834.667,17357,3,MY,1,100,-24
1574949841.410275,101869.333,17357,3,MY,1,100,-25
1574949841.451334,101904.000,17357,3,MY,1,100,-23
1574949841.492788,101939.000,17375,3,MY,1,100,-25
1574949841.534243,101974.000,17375,3,MY,1,100,-25
1574949841.575697,102009.000,17375,3,MY,1,100,-24
1574949841.612808,102040.333,17393,3,MY,1,100,-25
1574949841.649920,102071.667,17393,3,MY,1,100,-25
1574949841.687032,102103.000,17393,3,MY,1,100,-24
1574949841.725327,102135.333,17411,3,MY,1,100,-25
1574949841.763623,102167.667,17411,3,MY,1,100,-23
1574949841.801919,102200.000,17411,3,MY,1,100,-23
1574949841.844953,102236.333,17429,3,MY,1,100,-24
1574949841.887986,102272.667,17429,3,MY,1,100,-25
1574949841.931020,102309.000,17429,3,MY,1,100,-25
1574949841.972079,102343.667,17448,3,MY,1,100,-23
1574949842.013139,102378.333,17448,3,MY,1,100,-24
1574949842.054198,102413.000,17448,3,MY,1,100,-25
1574949842.095653,102448.000,17465,2,MY,1,100,-25
1574949842.137107,102483.000,17465,2,MY,1,100,-23
1574949842.176488,102516.250,17483,4,MY,1,100,-25
1574949842.215870,102549.500,17483,4,MY,1,100,-25
1574949842.255252,102582.750,17483,4,MY,1,100,-25
1574949842.294633,102616.000,17483,4,MY,1,100,-25
1574949842.333324,102648.667,17499,3,MY,1,100,-24
1574949842.372015,102681.333,17499,3,MY,1,100,-24
1574949842.410705,102714.000,17499,3,MY,1,100,-24
1574949842.449791,102747.000,17517,2,MY,1,100,-25
1574949842.488876,102780.000,17517,2,MY,1,100,-25
1574949842.529541,102814.333,17535,3,MY,1,100,-24
1574949842.570206,102848.667,17535,3,MY,1,100,-24
1574949842.610870,102883.000,17535,3,MY,1,100,-24
1574949842.655483,102920.667,17553,3,MY,1,100,-23
1574949842.700096,102958.333,17553,3,MY,1,100,-25
1574949842.744709,102996.000,17553,3,MY,1,100,-25
1574949842.783794,103029.000,17571,3,MY,1,100,-24
1574949842.822880,103062.000,17571,3,MY,1,100,-25
1574949842.861965,103095.000,17571,3,MY,1,100,-24
1574949842.899274,103126.500,17589,4,MY,1,100,-23
1574949842.936583,103158.000,17589,4,MY,1,100,-24
1574949842.973892,103189.500,17589,4,MY,1,100,-23
1574949843.011201,103221.000,17589,4,MY,1,100,-25
1574949843.051471,103255.000,17608,3,MY,1,100,-22
