EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1574949840.722922,101289.000,17239,4,EL,1,100,0.236342
1574949840.722922,101289.000,17239,4,EL,1,100,0.236221
1574949840.722922,101289.000,17239,4,EL,1,100,0.237107
1574949840.722922,101289.000,17239,4,EL,1,100,0.237147
1574949840.790434,101346.000,17257,1,EL,1,100,0.237550
1574949840.859722,101404.500,17274,2,EL,1,100,0.235697
1574949840.929010,101463.000,17274,2,EL,1,100,0.237429
1574949840.992375,101516.500,17293,2,EL,1,100,0.237711
1574949841.055741,101570.000,17293,2,EL,1,100,0.237389
1574949841.120292,101624.500,17311,2,EL,1,100,0.238033
1574949841.184842,101679.000,17311,2,EL,1,100,0.237510
1574949841.251761,101735.500,17327,2,EL,1,100,0.237349
1574949841.318680,101792.000,17327,2,EL,1,100,0.237832
1574949841.385007,101848.000,17345,1,EL,1,100,0.238315
1574949841.453703,101906.000,17363,2,EL,1,100,0.238315
1574949841.522398,101964.000,17363,2,EL,1,100,0.238517
1574949841.586949,102018.500,17381,2,EL,1,100,0.238356
1574949841.651499,102073.000,17381,2,EL,1,100,0.238114
1574949841.714865,102126.500,17399,2,EL,1,100,0.238074
1574949841.778231,102180.000,17399,2,EL,1,100,0.238436
1574949841.843966,102235.500,17417,2,EL,1,100,0.238597
1574949841.909700,102291.000,17417,2,EL,1,100,0.238033
1574949841.978396,102349.000,17436,2,EL,1,100,0.237993
1574949842.047092,102407.000,17436,2,EL,1,100,0.238195
1574949842.114603,102464.000,17454,1,EL,1,100,0.238678
1574949842.182114,102521.000,17471,2,EL,1,100,0.238638
1574949842.249626,102578.000,17471,2,EL,1,100,0.238759
1574949842.312992,102631.500,17489,2,EL,1,100,0.238436
1574949842.376358,102685.000,17489,2,EL,1,100,0.238557
1574949842.441500,102740.000,17505,2,EL,1,100,0.238678
1574949842.506643,102795.000,17505,2,EL,1,100,0.238356
1574949842.574746,102852.500,17523,2,EL,1,100,0.238557
1574949842.642849,102910.000,17523,2,EL,1,100,0.238557
1574949842.710361,102967.000,17541,1,EL,1,100,0.238557
1574949842.777280,103023.500,17559,2,EL,1,100,0.239685
1574949842.844199,103080.000,17559,2,EL,1,100,0.238799
1574949842.906973,103133.000,17577,2,EL,1,100,0.239041
1574949842.969746,103186.000,17577,2,EL,1,100,0.239282
1574949843.034297,103240.500,17596,2,EL,1,100,0.239604
1574949843.098847,103295.000,17596,2,EL,1,100,0.239443
1574949843.166950,103352.500,17614,2,EL,1,100,0.239202
1574949843.235054,103410.000,17614,2,EL,1,100,0.239000
1574949843.307303,103471.000,17632,1,EL,1,100,0.239041
1574949843.373630,103527.000,17649,2,EL,1,100,0.239081
1574949843.439957,103583.000,17649,2,EL,1,100,0.238718
1574949843.503323,103636.500,17667,2,EL,1,100,0.239161
1574949843.566689,103690.000,17667,2,EL,1,100,0.239685
1574949843.633015,103746.000,17685,2,EL,1,100,0.239081
1574949843.699342,103802.000,17685,2,EL,1,100,0.239403
1574949843.765669,103858.000,17701,2,EL,1,100,0.239967
1574949843.831996,103914.000,17701,2,EL,1,100,0.239121
1574949843.904245,103975.000,17719,1,EL,1,100,0.238799
1574949843.970572,104031.000,17738,2,EL,1,100,0.239403
1574949844.036899,104087.000,17738,2,EL,1,100,0.239161
1574949844.102041,104142.000,17756,2,EL,1,100,0.239443
1574949844.167184,104197.000,17756,2,EL,1,100,0.239443
1574949844.231142,104251.000,17774,2,EL,1,100,0.238960
1574949844.295100,104305.000,17774,2,EL,1,100,0.239081
1574949844.360243,104360.000,17792,2,EL,1,100,0.239000
1574949844.425385,104415.000,17792,2,EL,1,100,0.239443
1574949844.498818,104477.000,17810,1,EL,1,100,0.238920
1574949844.566922,104534.500,17827,2,EL,1,100,0.239322
1574949844.635026,104592.000,17827,2,EL,1,100,0.239564
1574949844.701352,104648.000,17845,2,EL,1,100,0.239403
1574949844.767679,104704.000,17845,2,EL,1,100,0.239443
1574949844.831045,104757.500,17861,2,EL,1,100,0.238920
1574949844.894411,104811.000,17861,2,EL,1,100,0.239403
1574949844.961330,104867.500,17880,2,EL,1,100,0.239081
1574949845.028249,104924.000,17880,2,EL,1,100,0.239282
1574949845.096945,104982.000,17898,1,EL,1,100,0.239081
1574949845.165049,105039.500,17916,2,EL,1,100,0.239403
1574949845.233152,105097.000,17916,2,EL,1,100,0.238879
1574949845.300071,105153.500,17934,2,EL,1,100,0.239202
1574949845.366990,105210.000,17934,2,EL,1,100,0.239242
1574949845.429172,105262.500,17952,2,EL,1,100,0.239725
1574949845.491353,105315.000,17952,2,EL,1,100,0.239886
1574949845.555904,105369.500,17970,2,EL,1,100,0.239282
1574949845.620454,105424.000,17970,2,EL,1,100,0.240048
1574949845.690334,105483.000,17988,1,EL,1,100,0.240048
1574949845.757253,105539.500,18005,2,EL,1,100,0.241256
1574949845.824172,105596.000,18005,2,EL,1,100,0.242102
1574949845.893460,105654.500,18023,2,EL,1,100,0.242062
1574949845.962748,105713.000,18023,2,EL,1,100,0.240531
1574949846.026114,105766.500,18042,2,EL,1,100,0.240330
1574949846.089480,105820.000,18042,2,EL,1,100,0.238718
1574949846.152846,105873.500,18058,2,EL,1,100,0.238638
1574949846.216212,105927.000,18058,2,EL,1,100,0.238436
1574949846.288460,105988.000,18076,1,EL,1,100,0.238557
1574949846.354788,106044.000,18094,2,EL,1,100,0.239806
1574949846.421114,106100.000,18094,2,EL,1,100,0.239202
1574949846.490402,106158.500,18112,2,EL,1,100,0.238920
1574949846.559690,106217.000,18112,2,EL,1,100,0.236906
1574949846.621674,106269.333,18133,3,EL,1,100,0.236865
1574949846.683658,106321.667,18133,3,EL,1,100,0.235536
1574949846.745642,106374.000,18133,3,EL,1,100,0.235818
