EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1572448506.172508,4166541.000,17695,7,PI,1,100,182544
1572448506.172508,4166541.000,17695,7,PI,1,100,182540
1572448506.172508,4166541.000,17695,7,PI,1,100,182561
1572448506.172508,4166541.000,17695,7,PI,1,100,182579
1572448506.172508,4166541.000,17695,7,PI,1,100,182586
1572448506.172508,4166541.000,17695,7,PI,1,100,182459
1572448506.172508,4166541.000,17695,7,PI,1,100,182626
1572448506.211187,4166571.333,17713,3,PI,1,100,182652
1572448506.249866,4166601.667,17713,3,PI,1,100,182655
1572448506.288544,4166632.000,17713,3,PI,1,100,182688
1572448506.332749,4166666.667,17731,3,PI,1,100,182709
1572448506.376953,4166701.333,17731,3,PI,1,100,182777
1572448506.421157,4166736.000,17731,3,PI,1,100,182795
1572448506.458773,4166765.500,17749,4,PI,1,100,182833
1572448506.496389,4166795.000,17749,4,PI,1,100,182828
1572448506.534005,4166824.500,17749,4,PI,1,100,182681
1572448506.571622,4166854.000,17749,4,PI,1,100,182487
1572448506.616676,4166889.333,17767,3,PI,1,100,182384
1572448506.661730,4166924.667,17767,3,PI,1,100,182463
1572448506.706784,4166960.000,17767,3,PI,1,100,182483
1572448506.745038,4166990.000,17785,3,PI,1,100,182558
1572448506.783292,4167020.000,17785,3,PI,1,100,182565
1572448506.821546,4167050.000,17785,3,PI,1,100,182557
1572448506.860224,4167080.333,17803,3,PI,1,100,182500
1572448506.898903,4167110.667,17803,3,PI,1,100,182508
1572448506.937582,4167141.000,17803,3,PI,1,100,182468
1572448506.975410,4167170.667,17821,3,PI,1,100,182589
1572448507.013239,4167200.333,17821,3,PI,1,100,182588
1572448507.051068,4167230.000,17821,3,PI,1,100,182622
1572448507.092509,4167262.500,17837,4,PI,1,100,182652
1572448507.133950,4167295.000,17837,4,PI,1,100,182654
1572448507.175392,4167327.500,17837,4,PI,1,100,182697
1572448507.216833,4167360.000,17837,4,PI,1,100,182739
1572448507.255512,4167390.333,17855,3,PI,1,100,182705
1572448507.294191,4167420.667,17855,3,PI,1,100,182736
1572448507.332870,4167451.000,17855,3,PI,1,100,182771
1572448507.371548,4167481.333,17874,3,PI,1,100,182775
1572448507.410227,4167511.667,17874,3,PI,1,100,182819
1572448507.448906,4167542.000,17874,3,PI,1,100,182854
1572448507.488009,4167572.667,17892,3,PI,1,100,182870
1572448507.527113,4167603.333,17892,3,PI,1,100,182807
1572448507.566217,4167634.000,17892,3,PI,1,100,182600
1572448507.607977,4167666.750,17910,4,PI,1,100,182507
1572448507.649738,4167699.500,17910,4,PI,1,100,182538
1572448507.691498,4167732.250,17910,4,PI,1,100,182587
1572448507.733258,4167765.000,17910,4,PI,1,100,182653
1572448507.771937,4167795.333,17928,3,PI,1,100,182685
1572448507.810615,4167825.667,17928,3,PI,1,100,182675
1572448507.849294,4167856.000,17928,3,PI,1,100,182634
1572448507.888398,4167886.667,17946,3,PI,1,100,182631
1572448507.927502,4167917.333,17946,3,PI,1,100,182633
1572448507.966605,4167948.000,17946,3,PI,1,100,182684
1572448508.010385,4167982.333,17964,3,PI,1,100,182712
1572448508.054164,4168016.667,17964,3,PI,1,100,182753
1572448508.097943,4168051.000,17964,3,PI,1,100,182760
1572448508.134922,4168080.000,17982,4,PI,1,100,182804
1572448508.171900,4168109.000,17982,4,PI,1,100,182807
1572448508.208879,4168138.000,17982,4,PI,1,100,182861
1572448508.245857,4168167.000,17982,4,PI,1,100,182869
1572448508.285386,4168198.000,18000,3,PI,1,100,182877
1572448508.324915,4168229.000,18000,3,PI,1,100,182851
1572448508.364444,4168260.000,18000,3,PI,1,100,182905
1572448508.409073,4168295.000,18019,3,PI,1,100,182929
1572448508.453702,4168330.000,18019,3,PI,1,100,182968
1572448508.498331,4168365.000,18019,3,PI,1,100,182996
1572448508.537010,4168395.333,18037,3,PI,1,100,182891
1572448508.575689,4168425.667,18037,3,PI,1,100,182658
1572448508.614367,4168456.000,18037,3,PI,1,100,182556
1572448508.652621,4168486.000,18055,4,PI,1,100,182587
1572448508.690875,4168516.000,18055,4,PI,1,100,182666
1572448508.729129,4168546.000,18055,4,PI,1,100,182695
1572448508.767382,4168576.000,18055,4,PI,1,100,182739
1572448508.808186,4168608.000,18073,2,PI,1,100,182703
1572448508.848990,4168640.000,18073,2,PI,1,100,182645
1572448508.891069,4168673.000,18091,4,PI,1,100,182630
1572448508.933148,4168706.000,18091,4,PI,1,100,182633
1572448508.975227,4168739.000,18091,4,PI,1,100,182675
1572448509.017306,4168772.000,18091,4,PI,1,100,182735
1572448509.056410,4168802.667,18109,3,PI,1,100,182768
1572448509.095514,4168833.333,18109,3,PI,1,100,182784
1572448509.134617,4168864.000,18109,3,PI,1,100,182835
1572448509.173296,4168894.333,18127,3,PI,1,100,182817
1572448509.211975,4168924.667,18127,3,PI,1,100,182824
1572448509.250654,4168955.000,18127,3,PI,1,100,182771
1572448509.289757,4168985.667,18146,3,PI,1,100,182777
1572448509.328861,4169016.333,18146,3,PI,1,100,182779
1572448509.367965,4169047.000,18146,3,PI,1,100,182769
1572448509.409725,4169079.750,18164,4,PI,1,100,182753
1572448509.451485,4169112.500,18164,4,PI,1,100,182753
1572448509.493246,4169145.250,18164,4,PI,1,100,182736
1572448509.535006,4169178.000,18164,4,PI,1,100,182767
1572448509.573684,4169208.333,18182,3,PI,1,100,182701
1572448509.612363,4169238.667,18182,3,PI,1,100,182568
1572448509.651042,4169269.000,18182,3,PI,1,100,182520
1572448509.690146,4169299.667,18200,3,PI,1,100,182572
1572448509.729249,4169330.333,18200,3,PI,1,100,182630
1572448509.768353,4169361.000,18200,3,PI,1,100,182672
1572448509.813408,4169396.333,18218,3,PI,1,100,182467
1572448509.858462,4169431.667,18218,3,PI,1,100,182663
1572448509.903516,4169467.000,18218,3,PI,1,100,182388
1572448509.940176,4169495.750,18235,4,PI,1,100,182444
1572448509.976836,4169524.500,18235,4,PI,1,100,182433
1572448510.013495,4169553.250,18235,4,PI,1,100,182514
1572448510.050155,4169582.000,18235,4,PI,1,100,182558
1572448510.094360,4169616.667,18253,3,PI,1,100,182574
1572448510.138564,4169651.333,18253,3,PI,1,100,182603
1572448510.182768,4169686.000,18253,3,PI,1,100,182704
1572448510.221447,4169716.333,18271,3,PI,1,100,182688
1572448510.260125,4169746.667,18271,3,PI,1,100,182645
1572448510.298804,4169777.000,18271,3,PI,1,100,182498
1572448510.337058,4169807.000,18290,3,PI,1,100,182463
1572448510.375311,4169837.000,18290,3,PI,1,100,182496
1572448510.413565,4169867.000,18290,3,PI,1,100,182552
1572448510.452244,4169897.333,18308,3,PI,1,100,182608
1572448510.490923,4169927.667,18308,3,PI,1,100,182640
1572448510.529601,4169958.000,18308,3,PI,1,100,182684
1572448510.571362,4169990.750,18326,4,PI,1,100,182663
1572448510.613122,4170023.500,18326,4,PI,1,100,182656
1572448510.654882,4170056.250,18326,4,PI,1,100,183030
1572448510.696642,4170089.000,18326,4,PI,1,100,182600
1572448510.735321,4170119.333,18344,3,PI,1,100,182553
1572448510.774000,4170149.667,18344,3,PI,1,100,182570
1572448510.812678,4170180.000,18344,3,PI,1,100,182571
1572448510.852207,4170211.000,18362,3,PI,1,100,182644
1572448510.891736,4170242.000,18362,3,PI,1,100,182658
1572448510.931265,4170273.000,18362,3,PI,1,100,182709
1572448510.969094,4170302.667,18380,3,PI,1,100,182759
1572448511.006922,4170332.333,18380,3,PI,1,100,182808
1572448511.044751,4170362.000,18380,3,PI,1,100,182791
1572448511.086511,4170394.750,18396,4,PI,1,100,182829
1572448511.128271,4170427.500,18396,4,PI,1,100,182885
1572448511.170032,4170460.250,18396,4,PI,1,100,182922
1572448511.211792,4170493.000,18396,4,PI,1,100,182856
1572448511.250470,4170523.333,18414,3,PI,1,100,182888
1572448511.289149,4170553.667,18414,3,PI,1,100,182880
1572448511.327828,4170584.000,18414,3,PI,1,100,182912
1572448511.372882,4170619.333,18433,3,PI,1,100,182911
1572448511.417937,4170654.667,18433,3,PI,1,100,182883
1572448511.462991,4170690.000,18433,3,PI,1,100,182774
1572448511.501670,4170720.333,18451,3,PI,1,100,182639
1572448511.540348,4170750.667,18451,3,PI,1,100,182577
1572448511.579027,4170781.000,18451,3,PI,1,100,182632
1572448511.616962,4170810.750,18469,4,PI,1,100,182628
1572448511.654897,4170840.500,18469,4,PI,1,100,182744
1572448511.692832,4170870.250,18469,4,PI,1,100,182714
1572448511.730767,4170900.000,18469,4,PI,1,100,182698
1572448511.772208,4170932.500,18487,2,PI,1,100,182662
1572448511.813649,4170965.000,18487,2,PI,1,100,182713
1572448511.855729,4170998.000,18505,4,PI,1,100,182731
1572448511.897808,4171031.000,18505,4,PI,1,100,182767
1572448511.939887,4171064.000,18505,4,PI,1,100,182760
1572448511.981966,4171097.000,18505,4,PI,1,100,182764
1572448512.021494,4171128.000,18523,3,PI,1,100,182797
1572448512.061023,4171159.000,18523,3,PI,1,100,182852
1572448512.100552,4171190.000,18523,3,PI,1,100,182870
1572448512.138381,4171219.667,18541,3,PI,1,100,182902
1572448512.176209,4171249.333,18541,3,PI,1,100,182883
1572448512.214038,4171279.000,18541,3,PI,1,100,182893
1572448512.253142,4171309.667,18559,3,PI,1,100,182903
1572448512.292245,4171340.333,18559,3,PI,1,100,182908
1572448512.331349,4171371.000,18559,3,PI,1,100,182751
1572448512.373109,4171403.750,18578,4,PI,1,100,182650
1572448512.414870,4171436.500,18578,4,PI,1,100,182601
1572448512.456630,4171469.250,18578,4,PI,1,100,182654
1572448512.498390,4171502.000,18578,4,PI,1,100,182699
1572448512.538429,4171533.400,18599,5,PI,1,100,182707
1572448512.578468,4171564.800,18599,5,PI,1,100,182734
1572448512.618507,4171596.200,18599,5,PI,1,100,182697
1572448512.658545,4171627.600,18599,5,PI,1,100,182651
1572448512.698584,4171659.000,18599,5,PI,1,100,182652
1572448512.737263,4171689.333,18619,3,PI,1,100,182680
1572448512.775942,4171719.667,18619,3,PI,1,100,182704
1572448512.814620,4171750.000,18619,3,PI,1,100,182751
1572448512.853724,4171780.667,18637,3,PI,1,100,182714
1572448512.892828,4171811.333,18637,3,PI,1,100,182748
1572448512.931932,4171842.000,18637,3,PI,1,100,182774
1572448512.973692,4171874.750,18655,4,PI,1,100,182778
1572448513.015452,4171907.500,18655,4,PI,1,100,182804
1572448513.057213,4171940.250,18655,4,PI,1,100,182829
1572448513.098973,4171973.000,18655,4,PI,1,100,182811
1572448513.137227,4172003.000,18673,3,PI,1,100,182800
1572448513.175480,4172033.000,18673,3,PI,1,100,182653
1572448513.213734,4172063.000,18673,3,PI,1,100,182513
1572448513.252413,4172093.333,18691,3,PI,1,100,182503
1572448513.291091,4172123.667,18691,3,PI,1,100,182558
1572448513.329770,4172154.000,18691,3,PI,1,100,182609
1572448513.373549,4172188.333,18710,3,PI,1,100,182620
1572448513.417328,4172222.667,18710,3,PI,1,100,182630
1572448513.461107,4172257.000,18710,3,PI,1,100,182603
1572448513.498086,4172286.000,18728,4,PI,1,100,182500
1572448513.535065,4172315.000,18728,4,PI,1,100,182570
1572448513.572043,4172344.000,18728,4,PI,1,100,182603
1572448513.609022,4172373.000,18728,4,PI,1,100,182659
1572448513.648125,4172403.667,18745,3,PI,1,100,182679
1572448513.687229,4172434.333,18745,3,PI,1,100,182671
1572448513.726333,4172465.000,18745,3,PI,1,100,182696
