EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,ER
1572448506.139355,4166515.000,17694,3,ER,1,100,1.634088
1572448506.139355,4166515.000,17694,3,ER,1,100,1.633484
1572448506.139355,4166515.000,17694,3,ER,1,100,1.634692
1572448506.205662,4166567.000,17712,2,ER,1,100,1.634692
1572448506.271968,4166619.000,17712,2,ER,1,100,1.632074
1572448506.338274,4166671.000,17730,2,ER,1,100,1.636706
1572448506.404581,4166723.000,17730,2,ER,1,100,1.636505
1572448506.471524,4166775.500,17748,2,ER,1,100,1.635095
1572448506.538468,4166828.000,17748,2,ER,1,100,1.636304
1572448506.604775,4166880.000,17766,2,ER,1,100,1.636102
1572448506.671081,4166932.000,17766,2,ER,1,100,1.637915
1572448506.738025,4166984.500,17784,2,ER,1,100,1.636505
1572448506.804969,4167037.000,17784,2,ER,1,100,1.640533
1572448506.871275,4167089.000,17802,2,ER,1,100,1.638922
1572448506.937582,4167141.000,17802,2,ER,1,100,1.641742
1572448507.002613,4167192.000,17820,2,ER,1,100,1.639124
1572448507.067644,4167243.000,17820,2,ER,1,100,1.640735
1572448507.133950,4167295.000,17836,2,ER,1,100,1.639728
1572448507.200257,4167347.000,17836,2,ER,1,100,1.642145
1572448507.266563,4167399.000,17854,2,ER,1,100,1.642950
1572448507.332870,4167451.000,17854,2,ER,1,100,1.642145
1572448507.399176,4167503.000,17873,2,ER,1,100,1.641742
1572448507.465482,4167555.000,17873,2,ER,1,100,1.641742
1572448507.532426,4167607.500,17891,2,ER,1,100,1.641138
1572448507.599370,4167660.000,17891,2,ER,1,100,1.642749
1572448507.666314,4167712.500,17909,2,ER,1,100,1.643353
1572448507.733258,4167765.000,17909,2,ER,1,100,1.645166
1572448507.799564,4167817.000,17927,1,ER,1,100,1.645770
1572448507.865871,4167869.000,17945,2,ER,1,100,1.645367
1572448507.932177,4167921.000,17945,2,ER,1,100,1.645569
1572448507.997846,4167972.500,17963,2,ER,1,100,1.644562
1572448508.063515,4168024.000,17963,2,ER,1,100,1.645166
1572448508.130459,4168076.500,17981,2,ER,1,100,1.644763
1572448508.197402,4168129.000,17981,2,ER,1,100,1.644763
1572448508.263709,4168181.000,17999,2,ER,1,100,1.644360
1572448508.330015,4168233.000,17999,2,ER,1,100,1.645166
1572448508.396959,4168285.500,18018,2,ER,1,100,1.645972
1572448508.463903,4168338.000,18018,2,ER,1,100,1.643555
1572448508.530847,4168390.500,18036,2,ER,1,100,1.643957
1572448508.597791,4168443.000,18036,2,ER,1,100,1.647382
1572448508.665372,4168496.000,18054,2,ER,1,100,1.644360
1572448508.732954,4168549.000,18054,2,ER,1,100,1.650806
1572448508.799898,4168601.500,18072,2,ER,1,100,1.648993
1572448508.866842,4168654.000,18072,2,ER,1,100,1.644360
1572448508.933786,4168706.500,18090,2,ER,1,100,1.639526
1572448509.000730,4168759.000,18090,2,ER,1,100,1.642548
1572448509.067673,4168811.500,18108,2,ER,1,100,1.640332
1572448509.134617,4168864.000,18108,2,ER,1,100,1.639124
1572448509.200924,4168916.000,18126,2,ER,1,100,1.729962
1572448509.267230,4168968.000,18126,2,ER,1,100,1.773871
1572448509.334174,4169020.500,18145,2,ER,1,100,1.738220
1572448509.401118,4169073.000,18145,2,ER,1,100,1.713245
1572448509.468062,4169125.500,18163,2,ER,1,100,1.720697
1572448509.535006,4169178.000,18163,2,ER,1,100,1.710425
1572448509.601312,4169230.000,18181,2,ER,1,100,1.688672
1572448509.667619,4169282.000,18181,2,ER,1,100,1.712439
1572448509.735200,4169335.000,18199,1,ER,1,100,1.747687
1572448509.801507,4169387.000,18217,2,ER,1,100,1.842957
1572448509.867813,4169439.000,18217,2,ER,1,100,1.684845
1572448509.934757,4169491.500,18234,2,ER,1,100,1.739832
1572448510.001701,4169544.000,18234,2,ER,1,100,1.775684
1572448510.068007,4169596.000,18252,2,ER,1,100,1.691089
1572448510.134313,4169648.000,18252,2,ER,1,100,1.687463
1572448510.199345,4169699.000,18270,2,ER,1,100,1.804486
1572448510.264376,4169750.000,18270,2,ER,1,100,1.812945
1572448510.330682,4169802.000,18289,2,ER,1,100,1.661481
1572448510.396989,4169854.000,18289,2,ER,1,100,1.656244
1572448510.463295,4169906.000,18307,2,ER,1,100,1.690686
1572448510.529601,4169958.000,18307,2,ER,1,100,1.705792
1572448510.595908,4170010.000,18325,2,ER,1,100,1.802875
1572448510.662214,4170062.000,18325,2,ER,1,100,1.754132
