EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1572449217.595342,69239.000,11591,10,AX,1,100,0.780
1572449217.595342,69239.000,11591,10,AX,1,100,0.780
1572449217.595342,69239.000,11591,10,AX,1,100,0.802
1572449217.595342,69239.000,11591,10,AX,1,100,0.817
1572449217.595342,69239.000,11591,10,AX,1,100,0.726
1572449217.595342,69239.000,11591,10,AX,1,100,0.666
1572449217.595342,69239.000,11591,10,AX,1,100,0.696
1572449217.595342,69239.000,11591,10,AX,1,100,0.668
1572449217.595342,69239.000,11591,10,AX,1,100,0.612
1572449217.595342,69239.000,11591,10,AX,1,100,0.594
1572449217.611776,69251.875,11610,8,AX,1,100,0.562
1572449217.628210,69264.750,11610,8,AX,1,100,0.547
1572449217.644644,69277.625,11610,8,AX,1,100,0.551
1572449217.661078,69290.500,11610,8,AX,1,100,0.530
1572449217.677513,69303.375,11610,8,AX,1,100,0.502
1572449217.693947,69316.250,11610,8,AX,1,100,0.548
1572449217.710381,69329.125,11610,8,AX,1,100,0.533
1572449217.726815,69342.000,11610,8,AX,1,100,0.521
1572449217.744138,69355.571,11628,7,AX,1,100,0.521
1572449217.761461,69369.143,11628,7,AX,1,100,0.513
1572449217.778784,69382.714,11628,7,AX,1,100,0.537
1572449217.796107,69396.286,11628,7,AX,1,100,0.513
1572449217.813430,69409.857,11628,7,AX,1,100,0.512
1572449217.830753,69423.429,11628,7,AX,1,100,0.514
1572449217.848076,69437.000,11628,7,AX,1,100,0.514
1572449217.864511,69449.875,11646,8,AX,1,100,0.500
1572449217.880945,69462.750,11646,8,AX,1,100,0.559
1572449217.897379,69475.625,11646,8,AX,1,100,0.566
1572449217.913813,69488.500,11646,8,AX,1,100,0.578
1572449217.930247,69501.375,11646,8,AX,1,100,0.579
1572449217.946681,69514.250,11646,8,AX,1,100,0.575
1572449217.963115,69527.125,11646,8,AX,1,100,0.601
1572449217.979549,69540.000,11646,8,AX,1,100,0.622
1572449217.996303,69553.125,11663,8,AX,1,100,0.636
1572449218.013056,69566.250,11663,8,AX,1,100,0.695
1572449218.029809,69579.375,11663,8,AX,1,100,0.698
1572449218.046562,69592.500,11663,8,AX,1,100,0.690
1572449218.063316,69605.625,11663,8,AX,1,100,0.688
1572449218.080069,69618.750,11663,8,AX,1,100,0.698
1572449218.096822,69631.875,11663,8,AX,1,100,0.694
1572449218.113575,69645.000,11663,8,AX,1,100,0.690
1572449218.130169,69658.000,11680,7,AX,1,100,0.684
1572449218.146763,69671.000,11680,7,AX,1,100,0.679
1572449218.163356,69684.000,11680,7,AX,1,100,0.667
1572449218.179950,69697.000,11680,7,AX,1,100,0.677
1572449218.196544,69710.000,11680,7,AX,1,100,0.675
