RD,TS_received,TS_sent,AK,RoundTrip,
4550845,4550850,2019-10-30_11-23-16-211,4550853,5,
4555968,4555979,2019-10-30_11-23-22-746,4555982,11,
4561084,4561093,2019-10-30_11-23-29-266,4561096,9,
4566206,4566214,2019-10-30_11-23-35-794,4566217,8,
4571329,4571336,2019-10-30_11-23-42-323,4571339,7,
4576448,4576454,2019-10-30_11-23-48-852,4576457,6,
4581567,4581575,2019-10-30_11-23-55-381,4581578,8,
4586683,4586691,2019-10-30_11-24-01-907,4586694,8,
4591804,4591813,2019-10-30_11-24-08-441,4591816,9,
4596923,4596929,2019-10-30_11-24-14-966,4596932,6,
4602047,4602053,2019-10-30_11-24-21-505,4602056,6,
4607170,4607177,2019-10-30_11-24-28-038,4607180,7,
4612295,4612301,2019-10-30_11-24-34-572,4612304,6,
4617448,4617466,2019-10-30_11-24-41-153,4617469,18,
4622569,4622577,2019-10-30_11-24-47-674,4622581,8,
4627695,4627703,2019-10-30_11-24-54-213,4627706,8,
4632816,4632822,2019-10-30_11-25-00-736,4632825,6,
4637937,4637945,2019-10-30_11-25-07-265,4637949,8,
4643061,4643068,2019-10-30_11-25-13-805,4643071,7,
4648182,4648189,2019-10-30_11-25-20-334,4648192,7,
4653302,4653308,2019-10-30_11-25-26-859,4653311,6,
