EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1572449217.462593,69135.000,11581,2,AK,1,100,8773
1572449217.462593,69135.000,11581,2,AK,1,100,RB
1572449220.735376,71699.000,12487,2,AK,1,100,12485
1572449224.008159,74263.000,12487,2,AK,1,100,RD
1572449224.128144,74357.000,12507,2,AK,1,100,12485
1572449224.248129,74451.000,12507,2,AK,1,100,RD
1572449227.389440,76912.000,13393,2,AK,1,100,13391
1572449230.530750,79373.000,13393,2,AK,1,100,RD
1572449230.650735,79467.000,13413,2,AK,1,100,13391
1572449230.770720,79561.000,13413,2,AK,1,100,RD
1572449233.920965,82029.000,14300,2,AK,1,100,14298
1572449237.071211,84497.000,14300,2,AK,1,100,RD
1572449237.191196,84591.000,14320,2,AK,1,100,14298
1572449237.311181,84685.000,14320,2,AK,1,100,RD
1572449240.455682,87148.500,15206,2,AK,1,100,15204
1572449243.600183,89612.000,15206,2,AK,1,100,RD
1572449243.720169,89706.000,15226,2,AK,1,100,15204
1572449243.840154,89800.000,15226,2,AK,1,100,RD
1572449246.989123,92267.000,16113,2,AK,1,100,16111
1572449250.138092,94734.000,16113,2,AK,1,100,RD
1572449250.259991,94829.500,16133,2,AK,1,100,16111
1572449250.381891,94925.000,16133,2,AK,1,100,RD
1572449253.525754,97388.000,17018,2,AK,1,100,17016
1572449256.669617,99851.000,17018,2,AK,1,100,RD
1572449256.835554,99981.000,17056,2,AK,1,100,17016
1572449257.001491,100111.000,17056,2,AK,1,100,RD
1572449260.104508,102542.000,17923,2,AK,1,100,17921
1572449263.207525,104973.000,17923,2,AK,1,100,RD
1572449263.377929,105106.500,17962,2,AK,1,100,17921
1572449263.548334,105240.000,17962,2,AK,1,100,RD
1572449266.648798,107669.000,18828,2,AK,1,100,18826
1572449269.749262,110098.000,18828,2,AK,1,100,RD
1572449269.915837,110228.500,18866,2,AK,1,100,18826
1572449270.082412,110359.000,18866,2,AK,1,100,RD
1572449273.187344,112791.500,19733,2,AK,1,100,19731
1572449276.292276,115224.000,19733,2,AK,1,100,RD
1572449276.462042,115357.000,19772,2,AK,1,100,19731
1572449276.631808,115490.000,19772,2,AK,1,100,RD
1572449279.738017,117923.500,20639,2,AK,1,100,20637
