37942,5781,1,TL,1,100,2019-05-23_10-51-22-268
38124,5802,1,TL,1,100,2019-05-23_10-51-22-493
48829,7727,1,TL,1,100,2019-05-23_10-51-37-105
49020,7747,1,TL,1,100,2019-05-23_10-51-37-339
59759,9673,1,TL,1,100,2019-05-23_10-51-51-990
59940,9693,1,TL,1,100,2019-05-23_10-51-52-213
70644,11618,1,TL,1,100,2019-05-23_10-52-06-817
70839,11638,1,TL,1,100,2019-05-23_10-52-07-056
81575,13562,1,TL,1,100,2019-05-23_10-52-21-719
81744,13582,1,TL,1,100,2019-05-23_10-52-21-928
92454,15507,1,TL,1,100,2019-05-23_10-52-36-538
92647,15528,1,TL,1,100,2019-05-23_10-52-36-771
103380,17452,1,TL,1,100,2019-05-23_10-52-51-422
103555,17472,1,TL,1,100,2019-05-23_10-52-51-636
114258,19398,1,TL,1,100,2019-05-23_10-53-06-234
114446,19418,1,TL,1,100,2019-05-23_10-53-06-468
125145,21343,1,TL,1,100,2019-05-23_10-53-21-068
125349,21363,1,TL,1,100,2019-05-23_10-53-21-322
136035,23271,1,TL,1,100,2019-05-23_10-53-35-908
136235,23291,1,TL,1,100,2019-05-23_10-53-36-155
146928,25216,1,TL,1,100,2019-05-23_10-53-50-750
147116,25237,1,TL,1,100,2019-05-23_10-53-50-978
157853,27162,1,TL,1,100,2019-05-23_10-54-05-632
158034,27182,1,TL,1,100,2019-05-23_10-54-05-857
168741,29108,1,TL,1,100,2019-05-23_10-54-20-467
168932,29128,1,TL,1,100,2019-05-23_10-54-20-701
179636,31035,1,TL,1,100,2019-05-23_10-54-35-312
179824,31056,1,TL,1,100,2019-05-23_10-54-35-532
190519,32981,1,TL,1,100,2019-05-23_10-54-50-136
190821,33001,1,TL,1,100,2019-05-23_10-54-50-370
201410,34908,1,TL,1,100,2019-05-23_10-55-04-966
201595,34929,1,TL,1,100,2019-05-23_10-55-05-188
212346,36854,1,TL,1,100,2019-05-23_10-55-19-871
212532,36874,1,TL,1,100,2019-05-23_10-55-20-097
223234,38800,1,TL,1,100,2019-05-23_10-55-34-705
223435,38820,1,TL,1,100,2019-05-23_10-55-34-937
234185,40745,1,TL,1,100,2019-05-23_10-55-49-622
234363,40766,1,TL,1,100,2019-05-23_10-55-49-833
245069,42691,1,TL,1,100,2019-05-23_10-56-04-438
245263,42711,1,TL,1,100,2019-05-23_10-56-04-676
255955,44637,1,TL,1,100,2019-05-23_10-56-19-284
256150,44657,1,TL,1,100,2019-05-23_10-56-19-518
266896,46582,1,TL,1,100,2019-05-23_10-56-34-183
267078,46602,1,TL,1,100,2019-05-23_10-56-34-406
277783,48528,1,TL,1,100,2019-05-23_10-56-49-017
277980,48548,1,TL,1,100,2019-05-23_10-56-49-264
288721,50474,1,TL,1,100,2019-05-23_10-57-03-920
288907,50494,1,TL,1,100,2019-05-23_10-57-04-144
299611,52419,1,TL,1,100,2019-05-23_10-57-18-757
299805,52439,1,TL,1,100,2019-05-23_10-57-18-990
310530,54365,1,TL,1,100,2019-05-23_10-57-33-633
310718,54385,1,TL,1,100,2019-05-23_10-57-33-854
321418,56310,1,TL,1,100,2019-05-23_10-57-48-463
321615,56331,1,TL,1,100,2019-05-23_10-57-48-697
332308,58256,1,TL,1,100,2019-05-23_10-58-03-289
332500,58276,1,TL,1,100,2019-05-23_10-58-03-524
343247,60202,1,TL,1,100,2019-05-23_10-58-18-198
343433,60222,1,TL,1,100,2019-05-23_10-58-18-422
354135,62147,1,TL,1,100,2019-05-23_10-58-33-036
354327,62167,1,TL,1,100,2019-05-23_10-58-33-265
365080,64093,1,TL,1,100,2019-05-23_10-58-47-937
365271,64113,1,TL,1,100,2019-05-23_10-58-48-170
375966,502,1,TL,1,100,2019-05-23_10-59-02-768
376165,523,1,TL,1,100,2019-05-23_10-59-03-010
386918,2447,1,TL,1,100,2019-05-23_10-59-17-688
387103,2467,1,TL,1,100,2019-05-23_10-59-17-907
397803,4393,1,TL,1,100,2019-05-23_10-59-32-520
397996,4413,1,TL,1,100,2019-05-23_10-59-32-749
408692,6338,1,TL,1,100,2019-05-23_10-59-47-346
408882,6359,1,TL,1,100,2019-05-23_10-59-47-582
419630,8284,1,TL,1,100,2019-05-23_11-00-02-258
419816,8304,1,TL,1,100,2019-05-23_11-00-02-479
430518,10230,1,TL,1,100,2019-05-23_11-00-17-088
430712,10250,1,TL,1,100,2019-05-23_11-00-17-319
441428,12139,1,TL,1,100,2019-05-23_11-00-31-945
441618,12159,1,TL,1,100,2019-05-23_11-00-32-167
452314,14085,1,TL,1,100,2019-05-23_11-00-46-782
452512,14105,1,TL,1,100,2019-05-23_11-00-47-016
463201,16030,1,TL,1,100,2019-05-23_11-01-01-619
463401,16051,1,TL,1,100,2019-05-23_11-01-01-848
474152,17976,1,TL,1,100,2019-05-23_11-01-16-520
474339,17996,1,TL,1,100,2019-05-23_11-01-16-747
485041,19922,1,TL,1,100,2019-05-23_11-01-31-355
485237,19942,1,TL,1,100,2019-05-23_11-01-31-589
495985,21867,1,TL,1,100,2019-05-23_11-01-46-267
496172,21888,1,TL,1,100,2019-05-23_11-01-46-492
506872,23813,1,TL,1,100,2019-05-23_11-02-01-099
507078,23833,1,TL,1,100,2019-05-23_11-02-01-336
