EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1570469551.734881,215172.000,37229,2,AK,1,100,482
1570469551.734881,215172.000,37229,2,AK,1,100,RB
1570469555.001444,217731.000,38132,2,AK,1,100,38130
1570469558.268006,220290.000,38132,2,AK,1,100,RD
1570469558.384168,220381.000,38153,2,AK,1,100,38130
1570469558.500329,220472.000,38153,2,AK,1,100,RD
1570469561.667325,222953.000,39038,2,AK,1,100,39036
1570469564.834321,225434.000,39038,2,AK,1,100,RD
1570469564.925590,225505.500,39058,2,AK,1,100,39036
1570469565.016860,225577.000,39058,2,AK,1,100,RD
1570469568.163432,228042.000,39943,2,AK,1,100,39941
1570469571.310003,230507.000,39943,2,AK,1,100,RD
1570469571.423612,230596.000,39963,2,AK,1,100,39941
1570469571.537220,230685.000,39963,2,AK,1,100,RD
1570469574.686983,233152.500,40849,2,AK,1,100,40847
1570469577.836746,235620.000,40849,2,AK,1,100,RD
1570469577.946525,235706.000,40869,2,AK,1,100,40847
1570469578.056304,235792.000,40869,2,AK,1,100,RD
1570469581.203514,238257.500,41754,2,AK,1,100,41752
1570469584.350724,240723.000,41754,2,AK,1,100,RD
1570469584.464971,240812.500,41774,2,AK,1,100,41752
1570469584.579217,240902.000,41774,2,AK,1,100,RD
1570469587.729619,243370.000,42660,2,AK,1,100,42658
1570469590.880020,245838.000,42660,2,AK,1,100,RD
1570469590.988522,245923.000,42681,2,AK,1,100,42658
1570469591.097025,246008.000,42681,2,AK,1,100,RD
1570469594.243596,248473.000,43567,2,AK,1,100,43565
1570469597.390168,250938.000,43567,2,AK,1,100,RD
1570469597.505053,251028.000,43587,2,AK,1,100,43565
1570469597.619938,251118.000,43587,2,AK,1,100,RD
1570469600.768424,253584.500,44473,2,AK,1,100,44471
1570469603.916911,256051.000,44473,2,AK,1,100,RD
1570469604.026690,256137.000,44494,2,AK,1,100,44471
1570469604.136469,256223.000,44494,2,AK,1,100,RD
1570469607.284317,258689.000,45382,2,AK,1,100,45380
1570469610.432165,261155.000,45382,2,AK,1,100,RD
1570469610.546412,261244.500,45402,2,AK,1,100,45380
1570469610.660658,261334.000,45402,2,AK,1,100,RD
1570469613.806592,263798.500,46290,2,AK,1,100,46288
1570469616.952525,266263.000,46290,2,AK,1,100,RD
1570469617.065495,266351.500,46310,2,AK,1,100,46288
1570469617.178466,266440.000,46310,2,AK,1,100,RD
1570469620.326314,268906.000,47198,2,AK,1,100,47196
1570469623.474162,271372.000,47198,2,AK,1,100,RD
1570469623.585217,271459.000,47218,2,AK,1,100,47196
1570469623.696273,271546.000,47218,2,AK,1,100,RD
1570469626.845398,274013.000,48105,2,AK,1,100,48103
1570469629.994522,276480.000,48105,2,AK,1,100,RD
1570469630.104939,276566.500,48125,2,AK,1,100,48103
1570469630.215357,276653.000,48125,2,AK,1,100,RD
1570469633.363843,279119.500,49012,2,AK,1,100,49010
1570469636.512330,281586.000,49012,2,AK,1,100,RD
1570469636.625938,281675.000,49033,2,AK,1,100,49010
1570469636.739547,281764.000,49033,2,AK,1,100,RD
1570469639.887395,284230.000,49918,2,AK,1,100,49916
1570469643.035243,286696.000,49918,2,AK,1,100,RD
1570469643.148851,286785.000,49938,2,AK,1,100,49916
1570469643.262460,286874.000,49938,2,AK,1,100,RD
1570469646.414138,289343.000,50823,2,AK,1,100,50821
1570469649.565815,291812.000,50823,2,AK,1,100,RD
1570469649.674956,291897.500,50843,2,AK,1,100,50821
1570469649.784096,291983.000,50843,2,AK,1,100,RD
1570469652.931307,294448.500,51729,2,AK,1,100,51727
1570469656.078516,296914.000,51729,2,AK,1,100,RD
1570469656.190848,297002.000,51749,2,AK,1,100,51727
1570469656.303180,297090.000,51749,2,AK,1,100,RD
1570469659.452305,299557.000,52634,2,AK,1,100,52632
1570469662.601430,302024.000,52634,2,AK,1,100,RD
1570469662.715038,302113.000,52654,2,AK,1,100,52632
1570469662.828647,302202.000,52654,2,AK,1,100,RD
1570469666.218391,304857.500,52987,2,AK,1,100,52985
1570469669.608136,307513.000,52987,2,AK,1,100,RD
