EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1570470239.560302,50834.000,8219,3,EA,1,100,0.620839
1570470239.560302,50834.000,8219,3,EA,1,100,0.620716
1570470239.560302,50834.000,8219,3,EA,1,100,0.620788
1570470239.627950,50887.000,8237,2,EA,1,100,0.620978
1570470239.695598,50940.000,8237,2,EA,1,100,0.620982
1570470239.761970,50992.000,8255,2,EA,1,100,0.621131
1570470239.828342,51044.000,8255,2,EA,1,100,0.620561
1570470239.894714,51096.000,8273,1,EA,1,100,0.620684
1570470239.961086,51148.000,8291,2,EA,1,100,0.620806
1570470240.027457,51200.000,8291,2,EA,1,100,0.620957
1570470240.093191,51251.500,8309,2,EA,1,100,0.620772
1570470240.158925,51303.000,8309,2,EA,1,100,0.620676
1570470240.225935,51355.500,8327,2,EA,1,100,0.620802
1570470240.292945,51408.000,8327,2,EA,1,100,0.620756
1570470240.360593,51461.000,8346,2,EA,1,100,0.620839
1570470240.428241,51514.000,8346,2,EA,1,100,0.620984
1570470240.495251,51566.500,8364,2,EA,1,100,0.620770
1570470240.562261,51619.000,8364,2,EA,1,100,0.620823
1570470240.629271,51671.500,8382,2,EA,1,100,0.620812
1570470240.696281,51724.000,8382,2,EA,1,100,0.620875
1570470240.762653,51776.000,8400,2,EA,1,100,0.620500
1570470240.829025,51828.000,8400,2,EA,1,100,0.620597
1570470240.894759,51879.500,8418,2,EA,1,100,0.620712
1570470240.960492,51931.000,8418,2,EA,1,100,0.620885
1570470241.026864,51983.000,8436,2,EA,1,100,0.620776
1570470241.093236,52035.000,8436,2,EA,1,100,0.620750
1570470241.158970,52086.500,8454,2,EA,1,100,0.620833
1570470241.224703,52138.000,8454,2,EA,1,100,0.620692
1570470241.290437,52189.500,8472,2,EA,1,100,0.620738
1570470241.356171,52241.000,8472,2,EA,1,100,0.620655
1570470241.423181,52293.500,8491,2,EA,1,100,0.620986
1570470241.490191,52346.000,8491,2,EA,1,100,0.620976
1570470241.557201,52398.500,8509,2,EA,1,100,0.620839
1570470241.624211,52451.000,8509,2,EA,1,100,0.620738
1570470241.690583,52503.000,8527,2,EA,1,100,0.620728
1570470241.756954,52555.000,8527,2,EA,1,100,0.620659
1570470241.823326,52607.000,8545,2,EA,1,100,0.620609
1570470241.889698,52659.000,8545,2,EA,1,100,0.620581
1570470241.956070,52711.000,8563,1,EA,1,100,0.620631
1570470242.022442,52763.000,8581,2,EA,1,100,0.620635
1570470242.088814,52815.000,8581,2,EA,1,100,0.620724
1570470242.155824,52867.500,8599,2,EA,1,100,0.620706
1570470242.222834,52920.000,8599,2,EA,1,100,0.620696
1570470242.288567,52971.500,8617,2,EA,1,100,0.620625
1570470242.354301,53023.000,8617,2,EA,1,100,0.620514
1570470242.421949,53076.000,8635,2,EA,1,100,0.620736
1570470242.489597,53129.000,8635,2,EA,1,100,0.620810
1570470242.557246,53182.000,8653,2,EA,1,100,0.620587
1570470242.624894,53235.000,8653,2,EA,1,100,0.620595
1570470242.691266,53287.000,8671,2,EA,1,100,0.620533
1570470242.757638,53339.000,8671,2,EA,1,100,0.620615
1570470242.825286,53392.000,8689,2,EA,1,100,0.620686
1570470242.892934,53445.000,8689,2,EA,1,100,0.620722
1570470242.959306,53497.000,8707,2,EA,1,100,0.620561
1570470243.025678,53549.000,8707,2,EA,1,100,0.620649
1570470243.091411,53600.500,8724,2,EA,1,100,0.620613
1570470243.157145,53652.000,8724,2,EA,1,100,0.620667
1570470243.224155,53704.500,8742,2,EA,1,100,0.620676
1570470243.291165,53757.000,8742,2,EA,1,100,0.620847
1570470243.357537,53809.000,8760,2,EA,1,100,0.620555
1570470243.423909,53861.000,8760,2,EA,1,100,0.620597
1570470243.490919,53913.500,8778,2,EA,1,100,0.620347
1570470243.557929,53966.000,8778,2,EA,1,100,0.620553
1570470243.624939,54018.500,8796,2,EA,1,100,0.620782
1570470243.691949,54071.000,8796,2,EA,1,100,0.620623
1570470243.759597,54124.000,8814,1,EA,1,100,0.620506
1570470243.827245,54177.000,8832,2,EA,1,100,0.620817
1570470243.894893,54230.000,8832,2,EA,1,100,0.620653
1570470243.960627,54281.500,8850,2,EA,1,100,0.620784
1570470244.026361,54333.000,8850,2,EA,1,100,0.620758
1570470244.092094,54384.500,8868,2,EA,1,100,0.620645
1570470244.157828,54436.000,8868,2,EA,1,100,0.620760
1570470244.224200,54488.000,8886,2,EA,1,100,0.620945
1570470244.290572,54540.000,8886,2,EA,1,100,0.620923
1570470244.356305,54591.500,8905,2,EA,1,100,0.620945
1570470244.422039,54643.000,8905,2,EA,1,100,0.621181
1570470244.488411,54695.000,8923,2,EA,1,100,0.620957
1570470244.554783,54747.000,8923,2,EA,1,100,0.621014
1570470244.621793,54799.500,8941,2,EA,1,100,0.621127
1570470244.688803,54852.000,8941,2,EA,1,100,0.621370
1570470244.755813,54904.500,8959,2,EA,1,100,0.621054
1570470244.822823,54957.000,8959,2,EA,1,100,0.621231
1570470244.889195,55009.000,8977,2,EA,1,100,0.621395
1570470244.955566,55061.000,8977,2,EA,1,100,0.621348
1570470245.021938,55113.000,8995,2,EA,1,100,0.621697
1570470245.088310,55165.000,8995,2,EA,1,100,0.621701
1570470245.155320,55217.500,9013,2,EA,1,100,0.621646
1570470245.222330,55270.000,9013,2,EA,1,100,0.621767
1570470245.288064,55321.500,9031,2,EA,1,100,0.621648
1570470245.353797,55373.000,9031,2,EA,1,100,0.621914
1570470245.421446,55426.000,9050,2,EA,1,100,0.621854
1570470245.489094,55479.000,9050,2,EA,1,100,0.621918
1570470245.556742,55532.000,9068,2,EA,1,100,0.621985
1570470245.624390,55585.000,9068,2,EA,1,100,0.622128
1570470245.690762,55637.000,9086,2,EA,1,100,0.621882
1570470245.757134,55689.000,9086,2,EA,1,100,0.622226
1570470245.826059,55743.000,9104,1,EA,1,100,0.621987
1570470245.892856,55795.333,9125,3,EA,1,100,0.622319
1570470245.959653,55847.667,9125,3,EA,1,100,0.622190
1570470246.026451,55900.000,9125,3,EA,1,100,0.622232
1570470246.092184,55951.500,9145,2,EA,1,100,0.622357
1570470246.157918,56003.000,9145,2,EA,1,100,0.622426
1570470246.224928,56055.500,9163,2,EA,1,100,0.622440
1570470246.291938,56108.000,9163,2,EA,1,100,0.622289
1570470246.358310,56160.000,9182,2,EA,1,100,0.622456
1570470246.424682,56212.000,9182,2,EA,1,100,0.622637
1570470246.491692,56264.500,9200,2,EA,1,100,0.622722
1570470246.558702,56317.000,9200,2,EA,1,100,0.622504
1570470246.625712,56369.500,9218,2,EA,1,100,0.622394
1570470246.692722,56422.000,9218,2,EA,1,100,0.622643
1570470246.760370,56475.000,9236,2,EA,1,100,0.622802
1570470246.828018,56528.000,9236,2,EA,1,100,0.622736
1570470246.895028,56580.500,9254,2,EA,1,100,0.622853
1570470246.962038,56633.000,9254,2,EA,1,100,0.622921
1570470247.028410,56685.000,9272,2,EA,1,100,0.622873
1570470247.094782,56737.000,9272,2,EA,1,100,0.623050
1570470247.160516,56788.500,9290,2,EA,1,100,0.622903
1570470247.226249,56840.000,9290,2,EA,1,100,0.622960
1570470247.291983,56891.500,9308,2,EA,1,100,0.622923
1570470247.357717,56943.000,9308,2,EA,1,100,0.622851
1570470247.424088,56995.000,9327,2,EA,1,100,0.622871
1570470247.490460,57047.000,9327,2,EA,1,100,0.623000
1570470247.556832,57099.000,9345,2,EA,1,100,0.623030
1570470247.623204,57151.000,9345,2,EA,1,100,0.622881
1570470247.689576,57203.000,9363,2,EA,1,100,0.622905
1570470247.755948,57255.000,9363,2,EA,1,100,0.622843
1570470247.822958,57307.500,9381,2,EA,1,100,0.623046
1570470247.889968,57360.000,9381,2,EA,1,100,0.622909
1570470247.956978,57412.500,9399,2,EA,1,100,0.623101
1570470248.023988,57465.000,9399,2,EA,1,100,0.623062
1570470248.090359,57517.000,9417,1,EA,1,100,0.622954
1570470248.157370,57569.500,9435,2,EA,1,100,0.622857
1570470248.224380,57622.000,9435,2,EA,1,100,0.623014
1570470248.290113,57673.500,9453,2,EA,1,100,0.623080
1570470248.355847,57725.000,9453,2,EA,1,100,0.623191
1570470248.422219,57777.000,9471,2,EA,1,100,0.623115
