EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1570470239.543709,50821.000,8222,3,PI,1,100,179192
1570470239.543709,50821.000,8222,3,PI,1,100,179352
1570470239.543709,50821.000,8222,3,PI,1,100,179384
1570470239.581681,50850.750,8240,4,PI,1,100,179420
1570470239.619653,50880.500,8240,4,PI,1,100,179481
1570470239.657626,50910.250,8240,4,PI,1,100,179481
1570470239.695598,50940.000,8240,4,PI,1,100,179521
1570470239.739846,50974.667,8258,3,PI,1,100,179290
1570470239.784094,51009.333,8258,3,PI,1,100,179032
1570470239.828342,51044.000,8258,3,PI,1,100,178988
1570470239.866633,51074.000,8276,3,PI,1,100,178971
1570470239.904925,51104.000,8276,3,PI,1,100,179043
1570470239.943216,51134.000,8276,3,PI,1,100,179068
1570470239.982784,51165.000,8294,3,PI,1,100,179063
1570470240.022352,51196.000,8294,3,PI,1,100,179129
1570470240.061920,51227.000,8294,3,PI,1,100,179054
1570470240.099786,51256.667,8312,3,PI,1,100,179125
1570470240.137652,51286.333,8312,3,PI,1,100,179189
1570470240.175518,51316.000,8312,3,PI,1,100,179232
1570470240.217319,51348.750,8330,4,PI,1,100,179315
1570470240.259121,51381.500,8330,4,PI,1,100,179352
1570470240.300922,51414.250,8330,4,PI,1,100,179396
1570470240.342724,51447.000,8330,4,PI,1,100,179437
1570470240.382717,51478.333,8349,3,PI,1,100,179436
1570470240.422710,51509.667,8349,3,PI,1,100,179456
1570470240.462703,51541.000,8349,3,PI,1,100,179473
1570470240.501420,51571.333,8367,3,PI,1,100,179505
1570470240.540137,51601.667,8367,3,PI,1,100,179533
1570470240.578854,51632.000,8367,3,PI,1,100,179589
1570470240.617997,51662.667,8385,3,PI,1,100,179639
1570470240.657139,51693.333,8385,3,PI,1,100,179609
1570470240.696281,51724.000,8385,3,PI,1,100,179399
1570470240.737764,51756.500,8403,4,PI,1,100,179163
1570470240.779246,51789.000,8403,4,PI,1,100,179043
1570470240.820729,51821.500,8403,4,PI,1,100,179066
1570470240.862211,51854.000,8403,4,PI,1,100,179055
1570470240.900502,51884.000,8421,3,PI,1,100,179071
1570470240.938794,51914.000,8421,3,PI,1,100,179116
1570470240.977085,51944.000,8421,3,PI,1,100,179086
1570470241.015802,51974.333,8439,3,PI,1,100,179082
1570470241.054519,52004.667,8439,3,PI,1,100,179086
1570470241.093236,52035.000,8439,3,PI,1,100,179132
1570470241.137058,52069.333,8457,3,PI,1,100,179139
1570470241.180881,52103.667,8457,3,PI,1,100,179177
1570470241.224703,52138.000,8457,3,PI,1,100,179201
1570470241.261718,52167.000,8475,4,PI,1,100,179244
1570470241.298733,52196.000,8475,4,PI,1,100,179282
1570470241.335748,52225.000,8475,4,PI,1,100,179267
1570470241.372764,52254.000,8475,4,PI,1,100,179293
1570470241.411906,52284.667,8494,3,PI,1,100,179310
1570470241.451048,52315.333,8494,3,PI,1,100,179369
1570470241.490191,52346.000,8494,3,PI,1,100,179403
1570470241.534864,52381.000,8512,3,PI,1,100,179435
1570470241.579537,52416.000,8512,3,PI,1,100,179443
1570470241.624211,52451.000,8512,3,PI,1,100,179439
1570470241.662928,52481.333,8530,3,PI,1,100,179264
1570470241.701645,52511.667,8530,3,PI,1,100,179039
1570470241.740361,52542.000,8530,3,PI,1,100,178907
1570470241.777696,52571.250,8548,4,PI,1,100,178895
1570470241.815030,52600.500,8548,4,PI,1,100,178881
1570470241.852364,52629.750,8548,4,PI,1,100,178853
1570470241.889698,52659.000,8548,4,PI,1,100,178855
1570470241.931180,52691.500,8566,2,PI,1,100,178797
1570470241.972663,52724.000,8566,2,PI,1,100,178756
1570470242.014145,52756.500,8584,4,PI,1,100,178728
1570470242.055628,52789.000,8584,4,PI,1,100,178747
1570470242.097110,52821.500,8584,4,PI,1,100,178757
1570470242.138592,52854.000,8584,4,PI,1,100,178724
1570470242.177309,52884.333,8602,3,PI,1,100,178723
1570470242.216026,52914.667,8602,3,PI,1,100,178742
1570470242.254743,52945.000,8602,3,PI,1,100,178721
1570470242.293460,52975.333,8620,3,PI,1,100,178793
1570470242.332177,53005.667,8620,3,PI,1,100,178764
1570470242.370894,53036.000,8620,3,PI,1,100,178760
1570470242.410462,53067.000,8638,3,PI,1,100,178744
1570470242.450030,53098.000,8638,3,PI,1,100,178723
1570470242.489597,53129.000,8638,3,PI,1,100,178779
1570470242.531718,53162.000,8656,4,PI,1,100,178818
1570470242.573838,53195.000,8656,4,PI,1,100,178847
1570470242.615959,53228.000,8656,4,PI,1,100,178667
1570470242.658080,53261.000,8656,4,PI,1,100,178413
1570470242.696797,53291.333,8674,3,PI,1,100,178291
1570470242.735514,53321.667,8674,3,PI,1,100,178277
1570470242.774230,53352.000,8674,3,PI,1,100,178248
1570470242.813798,53383.000,8692,3,PI,1,100,178274
1570470242.853366,53414.000,8692,3,PI,1,100,178276
1570470242.892934,53445.000,8692,3,PI,1,100,178238
1570470242.937182,53479.667,8710,3,PI,1,100,178182
1570470242.981430,53514.333,8710,3,PI,1,100,178066
1570470243.025678,53549.000,8710,3,PI,1,100,178586
1570470243.062693,53578.000,8727,4,PI,1,100,178241
1570470243.099708,53607.000,8727,4,PI,1,100,178304
1570470243.136723,53636.000,8727,4,PI,1,100,178322
1570470243.173738,53665.000,8727,4,PI,1,100,178275
1570470243.212880,53695.667,8745,3,PI,1,100,178258
1570470243.252023,53726.333,8745,3,PI,1,100,179589
1570470243.291165,53757.000,8745,3,PI,1,100,180527
1570470243.335413,53791.667,8763,3,PI,1,100,180557
1570470243.379661,53826.333,8763,3,PI,1,100,180472
1570470243.423909,53861.000,8763,3,PI,1,100,180458
1570470243.462626,53891.333,8781,3,PI,1,100,180515
1570470243.501343,53921.667,8781,3,PI,1,100,180569
1570470243.540059,53952.000,8781,3,PI,1,100,181267
1570470243.578032,53981.750,8799,4,PI,1,100,181595
1570470243.616004,54011.500,8799,4,PI,1,100,181029
1570470243.653976,54041.250,8799,4,PI,1,100,180934
1570470243.691949,54071.000,8799,4,PI,1,100,180854
1570470243.734069,54104.000,8817,2,PI,1,100,180812
1570470243.776190,54137.000,8817,2,PI,1,100,180841
1570470243.817991,54169.750,8835,4,PI,1,100,180772
1570470243.859793,54202.500,8835,4,PI,1,100,180665
1570470243.901594,54235.250,8835,4,PI,1,100,180604
1570470243.943396,54268.000,8835,4,PI,1,100,180579
1570470243.982113,54298.333,8853,3,PI,1,100,180575
1570470244.020830,54328.667,8853,3,PI,1,100,180601
1570470244.059547,54359.000,8853,3,PI,1,100,180588
1570470244.097838,54389.000,8871,3,PI,1,100,180634
1570470244.136130,54419.000,8871,3,PI,1,100,180638
1570470244.174421,54449.000,8871,3,PI,1,100,180647
1570470244.215584,54481.250,8889,4,PI,1,100,180695
1570470244.256748,54513.500,8889,4,PI,1,100,180704
1570470244.297911,54545.750,8889,4,PI,1,100,180752
1570470244.339074,54578.000,8889,4,PI,1,100,180761
1570470244.377791,54608.333,8908,3,PI,1,100,180790
1570470244.416508,54638.667,8908,3,PI,1,100,180844
1570470244.455225,54669.000,8908,3,PI,1,100,180830
1570470244.493942,54699.333,8926,3,PI,1,100,180644
1570470244.532659,54729.667,8926,3,PI,1,100,180377
1570470244.571376,54760.000,8926,3,PI,1,100,180225
1570470244.610518,54790.667,8944,3,PI,1,100,180174
1570470244.649660,54821.333,8944,3,PI,1,100,180100
1570470244.688803,54852.000,8944,3,PI,1,100,180045
1570470244.730604,54884.750,8962,4,PI,1,100,180006
1570470244.772406,54917.500,8962,4,PI,1,100,179975
1570470244.814207,54950.250,8962,4,PI,1,100,179947
1570470244.856009,54983.000,8962,4,PI,1,100,179933
1570470244.894726,55013.333,8980,3,PI,1,100,179926
1570470244.933443,55043.667,8980,3,PI,1,100,179943
1570470244.972159,55074.000,8980,3,PI,1,100,179978
1570470245.010876,55104.333,8998,3,PI,1,100,179968
1570470245.049593,55134.667,8998,3,PI,1,100,180017
1570470245.088310,55165.000,8998,3,PI,1,100,179979
1570470245.132983,55200.000,9016,3,PI,1,100,180054
1570470245.177657,55235.000,9016,3,PI,1,100,180088
1570470245.222330,55270.000,9016,3,PI,1,100,180083
1570470245.259345,55299.000,9034,4,PI,1,100,180142
1570470245.296360,55328.000,9034,4,PI,1,100,180155
1570470245.333375,55357.000,9034,4,PI,1,100,180215
1570470245.370390,55386.000,9034,4,PI,1,100,180265
1570470245.409958,55417.000,9053,3,PI,1,100,180270
1570470245.449526,55448.000,9053,3,PI,1,100,180333
1570470245.489094,55479.000,9053,3,PI,1,100,180318
1570470245.534193,55514.333,9071,3,PI,1,100,180171
1570470245.579292,55549.667,9071,3,PI,1,100,179923
1570470245.624390,55585.000,9071,3,PI,1,100,179782
1570470245.663107,55615.333,9089,3,PI,1,100,179770
1570470245.701824,55645.667,9089,3,PI,1,100,179742
1570470245.740541,55676.000,9089,3,PI,1,100,179746
1570470245.780109,55707.000,9107,3,PI,1,100,179768
1570470245.819677,55738.000,9107,3,PI,1,100,179743
1570470245.859245,55769.000,9107,3,PI,1,100,179744
1570470245.898174,55799.500,9128,6,PI,1,100,179739
1570470245.937104,55830.000,9128,6,PI,1,100,179766
1570470245.976033,55860.500,9128,6,PI,1,100,179787
1570470246.014963,55891.000,9128,6,PI,1,100,179816
1570470246.053893,55921.500,9128,6,PI,1,100,179868
1570470246.092823,55952.000,9128,6,PI,1,100,179904
1570470246.133667,55984.000,9148,2,PI,1,100,179947
1570470246.174511,56016.000,9148,2,PI,1,100,179943
1570470246.215993,56048.500,9166,4,PI,1,100,179976
1570470246.257476,56081.000,9166,4,PI,1,100,180031
1570470246.298958,56113.500,9166,4,PI,1,100,180095
1570470246.340441,56146.000,9166,4,PI,1,100,180147
1570470246.380008,56177.000,9185,3,PI,1,100,180149
1570470246.419576,56208.000,9185,3,PI,1,100,180239
1570470246.459144,56239.000,9185,3,PI,1,100,180267
1570470246.497861,56269.333,9203,3,PI,1,100,180339
1570470246.536578,56299.667,9203,3,PI,1,100,180339
1570470246.575295,56330.000,9203,3,PI,1,100,180090
1570470246.614437,56360.667,9221,3,PI,1,100,179896
1570470246.653579,56391.333,9221,3,PI,1,100,179838
1570470246.692722,56422.000,9221,3,PI,1,100,179846
1570470246.735162,56455.250,9239,4,PI,1,100,179848
1570470246.777601,56488.500,9239,4,PI,1,100,179803
1570470246.820041,56521.750,9239,4,PI,1,100,179871
1570470246.862480,56555.000,9239,4,PI,1,100,179882
1570470246.901197,56585.333,9257,3,PI,1,100,179876
1570470246.939914,56615.667,9257,3,PI,1,100,179898
1570470246.978631,56646.000,9257,3,PI,1,100,179907
1570470247.017348,56676.333,9275,3,PI,1,100,179973
1570470247.056065,56706.667,9275,3,PI,1,100,180021
1570470247.094782,56737.000,9275,3,PI,1,100,180052
1570470247.138604,56771.333,9293,3,PI,1,100,180114
1570470247.182427,56805.667,9293,3,PI,1,100,180123
1570470247.226249,56840.000,9293,3,PI,1,100,180175
1570470247.263264,56869.000,9311,4,PI,1,100,180223
1570470247.300279,56898.000,9311,4,PI,1,100,180247
1570470247.337294,56927.000,9311,4,PI,1,100,180344
1570470247.374310,56956.000,9311,4,PI,1,100,180330
1570470247.413026,56986.333,9330,3,PI,1,100,180401
1570470247.451743,57016.667,9330,3,PI,1,100,180443
1570470247.490460,57047.000,9330,3,PI,1,100,180447
