EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1570469551.837001,215252.000,37234,7,PR,1,100,167772
1570469551.837001,215252.000,37234,7,PR,1,100,167805
1570469551.837001,215252.000,37234,7,PR,1,100,167828
1570469551.837001,215252.000,37234,7,PR,1,100,167859
1570469551.837001,215252.000,37234,7,PR,1,100,167875
1570469551.837001,215252.000,37234,7,PR,1,100,167893
1570469551.837001,215252.000,37234,7,PR,1,100,167900
1570469551.875721,215282.333,37252,3,PR,1,100,167958
1570469551.914442,215312.667,37252,3,PR,1,100,168003
1570469551.953162,215343.000,37252,3,PR,1,100,168057
1570469551.994968,215375.750,37270,4,PR,1,100,168109
1570469552.036773,215408.500,37270,4,PR,1,100,168144
1570469552.078578,215441.250,37270,4,PR,1,100,168183
1570469552.120384,215474.000,37270,4,PR,1,100,168270
1570469552.159104,215504.333,37288,3,PR,1,100,168283
1570469552.197825,215534.667,37288,3,PR,1,100,168304
1570469552.236545,215565.000,37288,3,PR,1,100,168190
1570469552.274840,215595.000,37307,3,PR,1,100,168061
1570469552.313135,215625.000,37307,3,PR,1,100,168058
1570469552.351430,215655.000,37307,3,PR,1,100,168041
1570469552.396108,215690.000,37325,3,PR,1,100,168030
1570469552.440785,215725.000,37325,3,PR,1,100,168091
1570469552.485463,215760.000,37325,3,PR,1,100,168085
1570469552.522800,215789.250,37343,4,PR,1,100,168118
1570469552.560138,215818.500,37343,4,PR,1,100,168132
1570469552.597476,215847.750,37343,4,PR,1,100,168115
1570469552.634813,215877.000,37343,4,PR,1,100,168182
1570469552.673534,215907.333,37361,3,PR,1,100,168213
1570469552.712254,215937.667,37361,3,PR,1,100,168243
1570469552.750975,215968.000,37361,3,PR,1,100,168311
1570469552.796078,216003.333,37379,3,PR,1,100,168327
1570469552.841181,216038.667,37379,3,PR,1,100,168404
1570469552.886284,216074.000,37379,3,PR,1,100,168443
1570469552.925855,216105.000,37397,3,PR,1,100,168470
1570469552.965427,216136.000,37397,3,PR,1,100,168554
1570469553.004998,216167.000,37397,3,PR,1,100,168532
1570469553.042336,216196.250,37414,4,PR,1,100,168443
1570469553.079673,216225.500,37414,4,PR,1,100,168349
1570469553.117011,216254.750,37414,4,PR,1,100,168288
1570469553.154349,216284.000,37414,4,PR,1,100,168320
1570469553.197111,216317.500,37432,2,PR,1,100,168292
1570469553.239874,216351.000,37432,2,PR,1,100,168337
1570469553.281679,216383.750,37451,4,PR,1,100,168385
1570469553.323485,216416.500,37451,4,PR,1,100,168375
1570469553.365290,216449.250,37451,4,PR,1,100,168431
1570469553.407095,216482.000,37451,4,PR,1,100,168419
1570469553.444965,216511.667,37469,3,PR,1,100,168465
1570469553.482835,216541.333,37469,3,PR,1,100,168519
1570469553.520704,216571.000,37469,3,PR,1,100,168567
1570469553.559850,216601.667,37487,3,PR,1,100,168615
1570469553.598996,216632.333,37487,3,PR,1,100,168647
1570469553.638142,216663.000,37487,3,PR,1,100,168699
1570469553.676437,216693.000,37505,3,PR,1,100,168759
1570469553.714732,216723.000,37505,3,PR,1,100,168798
1570469553.753027,216753.000,37505,3,PR,1,100,168828
1570469553.795151,216786.000,37523,4,PR,1,100,168873
1570469553.837276,216819.000,37523,4,PR,1,100,168793
1570469553.879400,216852.000,37523,4,PR,1,100,168673
1570469553.921525,216885.000,37523,4,PR,1,100,168615
1570469553.960671,216915.667,37539,3,PR,1,100,168602
1570469553.999817,216946.333,37539,3,PR,1,100,168636
1570469554.038963,216977.000,37539,3,PR,1,100,168662
1570469554.077683,217007.333,37557,3,PR,1,100,168693
1570469554.116404,217037.667,37557,3,PR,1,100,168707
1570469554.155124,217068.000,37557,3,PR,1,100,168712
1570469554.193845,217098.333,37575,3,PR,1,100,168742
1570469554.232565,217128.667,37575,3,PR,1,100,168765
1570469554.271286,217159.000,37575,3,PR,1,100,168803
1570469554.312453,217191.250,37594,4,PR,1,100,168825
1570469554.353620,217223.500,37594,4,PR,1,100,168877
1570469554.394787,217255.750,37594,4,PR,1,100,168941
1570469554.435954,217288.000,37594,4,PR,1,100,168980
1570469554.473824,217317.667,37612,3,PR,1,100,169014
1570469554.511693,217347.333,37612,3,PR,1,100,169061
1570469554.549563,217377.000,37612,3,PR,1,100,169102
1570469554.588283,217407.333,37630,3,PR,1,100,169130
1570469554.627004,217437.667,37630,3,PR,1,100,169118
1570469554.665724,217468.000,37630,3,PR,1,100,168977
1570469554.707211,217500.500,37648,4,PR,1,100,168881
1570469554.748697,217533.000,37648,4,PR,1,100,168863
1570469554.790183,217565.500,37648,4,PR,1,100,168866
1570469554.831669,217598.000,37648,4,PR,1,100,168906
1570469554.870390,217628.333,37666,3,PR,1,100,168939
1570469554.909110,217658.667,37666,3,PR,1,100,168946
1570469554.947831,217689.000,37666,3,PR,1,100,168963
1570469554.986977,217719.667,37684,3,PR,1,100,168958
1570469555.026123,217750.333,37684,3,PR,1,100,168990
1570469555.065269,217781.000,37684,3,PR,1,100,169021
1570469555.109946,217816.000,37702,3,PR,1,100,169051
1570469555.154624,217851.000,37702,3,PR,1,100,169107
1570469555.199301,217886.000,37702,3,PR,1,100,169139
