EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1570470856.958810,534544,28495,4,DC,1,100,ER
1570470856.958810,534544,28495,4,DC,1,100,EA
1570470856.958810,534544,28495,4,DC,1,100,ER
1570470856.958810,534544,28495,4,DC,1,100,EA
1570470857.092830,534649,28515,4,DC,1,100,ER
1570470857.092830,534649,28515,4,DC,1,100,EA
1570470857.092830,534649,28515,4,DC,1,100,ER
1570470857.092830,534649,28515,4,DC,1,100,EA
1570470857.225574,534753,28534,4,DC,1,100,ER
1570470857.225574,534753,28534,4,DC,1,100,EA
1570470857.225574,534753,28534,4,DC,1,100,ER
1570470857.225574,534753,28534,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
1570470857.357041,534856,28553,4,DC,1,100,ER
1570470857.357041,534856,28553,4,DC,1,100,EA
