RD,TS_received,TS_sent,AK,RoundTrip,
220280,220287,2019-10-07_13-32-38-268,220290,7,
225388,225431,2019-10-07_13-32-44-792,225434,43,
230496,230503,2019-10-07_13-32-51-311,230507,7,
235605,235617,2019-10-07_13-32-57-830,235620,12,
240713,240720,2019-10-07_13-33-04-351,240723,7,
245821,245835,2019-10-07_13-33-10-874,245838,14,
250929,250935,2019-10-07_13-33-17-395,250938,6,
256037,256048,2019-10-07_13-33-23-918,256051,11,
261145,261152,2019-10-07_13-33-30-437,261155,7,
266253,266261,2019-10-07_13-33-36-956,266263,8,
271362,271369,2019-10-07_13-33-43-474,271372,7,
276470,276477,2019-10-07_13-33-49-989,276480,7,
281578,281583,2019-10-07_13-33-56-506,281586,5,
286686,286693,2019-10-07_13-34-03-034,286696,7,
291796,291809,2019-10-07_13-34-09-561,291812,13,
296904,296911,2019-10-07_13-34-16-078,296914,7,
302012,302021,2019-10-07_13-34-22-597,302024,9,
307499,307510,2019-10-07_13-34-29-608,307513,11,
312607,312614,2019-10-07_13-34-36-119,312617,7,
317715,317721,2019-10-07_13-34-42-642,317724,6,
322823,322831,2019-10-07_13-34-49-171,322834,8,
327934,327942,2019-10-07_13-34-55-691,327945,8,
333042,333053,2019-10-07_13-35-02-216,333059,11,
338150,338168,2019-10-07_13-35-08-740,338190,18,
343258,343268,2019-10-07_13-35-15-250,343271,10,
348367,348378,2019-10-07_13-35-21-765,348381,11,
353475,353484,2019-10-07_13-35-28-281,353487,9,
358583,358588,2019-10-07_13-35-34-805,358591,5,
363691,363697,2019-10-07_13-35-41-321,363701,6,
368799,368819,2019-10-07_13-35-47-847,368822,20,
373907,373916,2019-10-07_13-35-54-369,373919,9,
379015,379021,2019-10-07_13-36-00-891,379024,6,
384123,384129,2019-10-07_13-36-07-406,384132,6,
389231,389245,2019-10-07_13-36-13-935,389248,14,
394339,394343,2019-10-07_13-36-20-443,394348,4,
399447,399455,2019-10-07_13-36-26-968,399459,8,
404555,404563,2019-10-07_13-36-33-489,404566,8,
409663,409670,2019-10-07_13-36-40-009,409673,7,
414771,414778,2019-10-07_13-36-46-530,414781,7,
419882,419893,2019-10-07_13-36-53-055,419896,11,
424990,424998,2019-10-07_13-36-59-575,425001,8,
430098,430104,2019-10-07_13-37-06-096,430107,6,
435206,435211,2019-10-07_13-37-12-614,435216,5,
440314,440319,2019-10-07_13-37-19-131,440323,5,
445422,445426,2019-10-07_13-37-25-649,445429,4,
450532,450538,2019-10-07_13-37-32-173,450542,6,
455640,455654,2019-10-07_13-37-38-703,455657,14,
460748,460755,2019-10-07_13-37-45-220,460758,7,
465856,465861,2019-10-07_13-37-51-739,465864,5,
470964,470979,2019-10-07_13-37-58-262,470982,15,
476072,476078,2019-10-07_13-38-04-781,476081,6,
481180,481186,2019-10-07_13-38-11-302,481189,6,
486291,486308,2019-10-07_13-38-17-820,486329,17,
491399,491406,2019-10-07_13-38-24-338,491409,7,
496507,496515,2019-10-07_13-38-30-864,496519,8,
501615,501623,2019-10-07_13-38-37-376,501629,8,
506723,506728,2019-10-07_13-38-43-897,506731,5,
511831,511843,2019-10-07_13-38-50-421,511846,12,
516939,516948,2019-10-07_13-38-56-952,516951,9,
522047,522056,2019-10-07_13-39-03-466,522059,9,
527155,527163,2019-10-07_13-39-09-991,527166,8,
532263,532268,2019-10-07_13-39-16-509,532271,5,
537371,537378,2019-10-07_13-39-23-025,537382,7,
542479,542486,2019-10-07_13-39-29-547,542489,7,
547587,547595,2019-10-07_13-39-36-068,547598,8,
552695,552703,2019-10-07_13-39-42-589,552706,8,
557803,557815,2019-10-07_13-39-49-120,557818,12,
562911,562918,2019-10-07_13-39-55-632,562921,7,
568019,568031,2019-10-07_13-40-02-161,568034,12,
573127,573133,2019-10-07_13-40-08-672,573137,6,
578235,578250,2019-10-07_13-40-15-203,578255,15,
583343,583358,2019-10-07_13-40-21-719,583361,15,
588497,588502,2019-10-07_13-40-28-288,588505,5,
593605,593617,2019-10-07_13-40-34-812,593619,12,
598713,598720,2019-10-07_13-40-41-326,598724,7,
603821,603827,2019-10-07_13-40-47-849,603830,6,
608929,608945,2019-10-07_13-40-54-373,608948,16,
614037,614043,2019-10-07_13-41-00-889,614046,6,
619145,619159,2019-10-07_13-41-07-422,619162,14,
624253,624275,2019-10-07_13-41-13-937,624279,22,
629361,629367,2019-10-07_13-41-20-455,629370,6,
634469,634474,2019-10-07_13-41-26-973,634478,5,
639577,639585,2019-10-07_13-41-33-489,639588,8,
644685,644734,2019-10-07_13-41-40-014,644738,49,
649793,649799,2019-10-07_13-41-46-533,649802,6,
654901,654907,2019-10-07_13-41-53-057,654910,6,
660009,660020,2019-10-07_13-41-59-578,660023,11,
665117,665135,2019-10-07_13-42-06-109,665138,18,
670229,670238,2019-10-07_13-42-12-621,670241,9,
675337,675344,2019-10-07_13-42-19-139,675347,7,
680468,680473,2019-10-07_13-42-25-688,680476,5,
685576,685592,2019-10-07_13-42-32-219,685595,16,
690686,690691,2019-10-07_13-42-38-731,690694,5,
695794,695801,2019-10-07_13-42-45-253,695804,7,
700902,700908,2019-10-07_13-42-51-773,700911,6,
