EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1570469551.870190,215278.000,37240,10,AY,1,100,-0.749
1570469551.870190,215278.000,37240,10,AY,1,100,-0.765
1570469551.870190,215278.000,37240,10,AY,1,100,-0.765
1570469551.870190,215278.000,37240,10,AY,1,100,-0.739
1570469551.870190,215278.000,37240,10,AY,1,100,-0.746
1570469551.870190,215278.000,37240,10,AY,1,100,-0.759
1570469551.870190,215278.000,37240,10,AY,1,100,-0.749
1570469551.870190,215278.000,37240,10,AY,1,100,-0.729
1570469551.870190,215278.000,37240,10,AY,1,100,-0.725
1570469551.870190,215278.000,37240,10,AY,1,100,-0.760
1570469551.886944,215291.125,37258,8,AY,1,100,-0.776
1570469551.903698,215304.250,37258,8,AY,1,100,-0.760
1570469551.920452,215317.375,37258,8,AY,1,100,-0.746
1570469551.937206,215330.500,37258,8,AY,1,100,-0.748
1570469551.953960,215343.625,37258,8,AY,1,100,-0.755
1570469551.970714,215356.750,37258,8,AY,1,100,-0.750
1570469551.987468,215369.875,37258,8,AY,1,100,-0.747
1570469552.004222,215383.000,37258,8,AY,1,100,-0.734
1570469552.020817,215396.000,37276,7,AY,1,100,-0.738
1570469552.037411,215409.000,37276,7,AY,1,100,-0.754
1570469552.054006,215422.000,37276,7,AY,1,100,-0.778
1570469552.070601,215435.000,37276,7,AY,1,100,-0.755
1570469552.087195,215448.000,37276,7,AY,1,100,-0.738
1570469552.103789,215461.000,37276,7,AY,1,100,-0.754
1570469552.120384,215474.000,37276,7,AY,1,100,-0.751
1570469552.136819,215486.875,37294,8,AY,1,100,-0.752
1570469552.153254,215499.750,37294,8,AY,1,100,-0.776
1570469552.169689,215512.625,37294,8,AY,1,100,-0.739
1570469552.186124,215525.500,37294,8,AY,1,100,-0.741
1570469552.202559,215538.375,37294,8,AY,1,100,-0.782
1570469552.218993,215551.250,37294,8,AY,1,100,-0.750
1570469552.235428,215564.125,37294,8,AY,1,100,-0.691
1570469552.251863,215577.000,37294,8,AY,1,100,-0.761
1570469552.268458,215590.000,37313,8,AY,1,100,-0.756
1570469552.285052,215603.000,37313,8,AY,1,100,-0.737
1570469552.301647,215616.000,37313,8,AY,1,100,-0.781
1570469552.318241,215629.000,37313,8,AY,1,100,-0.801
1570469552.334836,215642.000,37313,8,AY,1,100,-0.752
1570469552.351430,215655.000,37313,8,AY,1,100,-0.717
1570469552.368025,215668.000,37313,8,AY,1,100,-0.746
1570469552.384619,215681.000,37313,8,AY,1,100,-0.741
1570469552.401373,215694.125,37331,8,AY,1,100,-0.737
1570469552.418128,215707.250,37331,8,AY,1,100,-0.752
1570469552.434881,215720.375,37331,8,AY,1,100,-0.756
1570469552.451636,215733.500,37331,8,AY,1,100,-0.754
1570469552.468390,215746.625,37331,8,AY,1,100,-0.786
1570469552.485144,215759.750,37331,8,AY,1,100,-0.726
