EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1570470245.962631,55850.000,9122,2,RD,1,100,TL
1570470245.962631,55850.000,9122,2,RD,1,100,TU
1570470249.222510,58404.000,10029,2,RD,1,100,TL
1570470252.482388,60958.000,10029,2,RD,1,100,TU
1570470255.742267,63512.000,10937,2,RD,1,100,TL
1570470259.002145,66066.000,10937,2,RD,1,100,TU
1570470262.262024,68620.000,11844,2,RD,1,100,TL
1570470265.521902,71174.000,11844,2,RD,1,100,TU
1570470268.781780,73728.000,12750,2,RD,1,100,TL
1570470272.041659,76282.000,12750,2,RD,1,100,TU
1570470275.301537,78836.000,13655,2,RD,1,100,TL
1570470278.561416,81390.000,13655,2,RD,1,100,TU
1570470281.821932,83944.500,14561,2,RD,1,100,TL
1570470285.082449,86499.000,14561,2,RD,1,100,TU
1570470288.342327,89053.000,15466,2,RD,1,100,TL
1570470291.602206,91607.000,15466,2,RD,1,100,TU
1570470294.862722,94161.500,16371,2,RD,1,100,TL
1570470298.123239,96716.000,16371,2,RD,1,100,TU
1570470301.383117,99270.000,17278,2,RD,1,100,TL
1570470304.642996,101824.000,17278,2,RD,1,100,TU
1570470307.903512,104378.500,18184,2,RD,1,100,TL
1570470311.164029,106933.000,18184,2,RD,1,100,TU
1570470314.424546,109487.500,19091,2,RD,1,100,TL
1570470317.685062,112042.000,19091,2,RD,1,100,TU
1570470320.946217,114597.000,19999,2,RD,1,100,TL
1570470324.207372,117152.000,19999,2,RD,1,100,TU
1570470327.467250,119706.000,20907,2,RD,1,100,TL
1570470330.727129,122260.000,20907,2,RD,1,100,TU
1570470333.987007,124814.000,21815,2,RD,1,100,TL
1570470337.246886,127368.000,21815,2,RD,1,100,TU
1570470340.508040,129923.000,22722,2,RD,1,100,TL
1570470343.769195,132478.000,22722,2,RD,1,100,TU
1570470347.029712,135032.500,23630,2,RD,1,100,TL
1570470350.290228,137587.000,23630,2,RD,1,100,TU
1570470353.550107,140141.000,24537,2,RD,1,100,TL
1570470356.809985,142695.000,24537,2,RD,1,100,TU
1570470360.069864,145249.000,25443,2,RD,1,100,TL
1570470363.329742,147803.000,25443,2,RD,1,100,TU
1570470366.592173,150359.000,26348,2,RD,1,100,TL
1570470369.854604,152915.000,26348,2,RD,1,100,TU
1570470373.114483,155469.000,27253,2,RD,1,100,TL
1570470376.374361,158023.000,27253,2,RD,1,100,TU
1570470379.634240,160577.000,28159,2,RD,1,100,TL
1570470382.894118,163131.000,28159,2,RD,1,100,TU
1570470386.153996,165685.000,29064,2,RD,1,100,TL
1570470389.413875,168239.000,29064,2,RD,1,100,TU
1570470392.673753,170793.000,29971,2,RD,1,100,TL
1570470395.933632,173347.000,29971,2,RD,1,100,TU
1570470399.193510,175901.000,30877,2,RD,1,100,TL
1570470402.453389,178455.000,30877,2,RD,1,100,TU
1570470405.713267,181009.000,31783,2,RD,1,100,TL
1570470408.973145,183563.000,31783,2,RD,1,100,TU
