EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1576863843.800263,41395.000,6815,13,MX,1,100,-60
1576863843.800263,41395.000,6815,13,MX,1,100,-60
1576863843.800263,41395.000,6815,13,MX,1,100,-60
1576863843.800263,41395.000,6815,13,MX,1,100,-61
1576863843.800263,41395.000,6815,13,MX,1,100,-60
1576863843.800263,41395.000,6815,13,MX,1,100,-60
1576863843.800263,41395.000,6815,13,MX,1,100,-61
1576863843.800263,41395.000,6815,13,MX,1,100,-62
1576863843.800263,41395.000,6815,13,MX,1,100,-60
1576863843.800263,41395.000,6815,13,MX,1,100,-60
1576863843.800263,41395.000,6815,13,MX,1,100,-61
1576863843.800263,41395.000,6815,13,MX,1,100,-62
1576863843.800263,41395.000,6815,13,MX,1,100,-61
1576863843.838227,41427.000,6831,2,MX,1,100,-61
1576863843.876191,41459.000,6831,2,MX,1,100,-61
1576863843.916924,41493.333,6849,3,MX,1,100,-61
1576863843.957656,41527.667,6849,3,MX,1,100,-62
1576863843.998388,41562.000,6849,3,MX,1,100,-62
1576863844.039516,41596.667,6867,3,MX,1,100,-61
1576863844.080644,41631.333,6867,3,MX,1,100,-61
1576863844.121771,41666.000,6867,3,MX,1,100,-62
1576863844.163295,41701.000,6885,2,MX,1,100,-61
1576863844.204818,41736.000,6885,2,MX,1,100,-60
1576863844.246638,41771.250,6904,4,MX,1,100,-60
1576863844.288457,41806.500,6904,4,MX,1,100,-60
1576863844.330277,41841.750,6904,4,MX,1,100,-60
1576863844.372097,41877.000,6904,4,MX,1,100,-61
1576863844.410456,41909.333,6922,3,MX,1,100,-58
1576863844.448816,41941.667,6922,3,MX,1,100,-59
1576863844.487175,41974.000,6922,3,MX,1,100,-58
1576863844.526326,42007.000,6940,3,MX,1,100,-57
1576863844.565476,42040.000,6940,3,MX,1,100,-58
1576863844.604627,42073.000,6940,3,MX,1,100,-58
1576863844.646150,42108.000,6957,3,MX,1,100,-56
1576863844.687673,42143.000,6957,3,MX,1,100,-57
1576863844.729196,42178.000,6957,3,MX,1,100,-60
1576863844.769928,42212.333,6975,3,MX,1,100,-57
1576863844.810661,42246.667,6975,3,MX,1,100,-58
1576863844.851393,42281.000,6975,3,MX,1,100,-58
1576863844.897662,42320.000,6991,2,MX,1,100,-57
1576863844.943930,42359.000,6991,2,MX,1,100,-57
1576863844.981894,42391.000,7009,3,MX,1,100,-57
1576863845.019859,42423.000,7009,3,MX,1,100,-58
1576863845.057822,42455.000,7009,3,MX,1,100,-57
1576863845.096973,42488.000,7027,4,MX,1,100,-58
1576863845.136123,42521.000,7027,4,MX,1,100,-57
1576863845.175274,42554.000,7027,4,MX,1,100,-57
1576863845.214424,42587.000,7027,4,MX,1,100,-56
1576863845.255947,42622.000,7046,2,MX,1,100,-57
1576863845.297471,42657.000,7046,2,MX,1,100,-58
1576863845.337807,42691.000,7064,3,MX,1,100,-57
1576863845.378144,42725.000,7064,3,MX,1,100,-56
1576863845.418481,42759.000,7064,3,MX,1,100,-56
1576863845.460004,42794.000,7082,3,MX,1,100,-58
