EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1576864522.285319,51511.000,8502,13,MZ,1,100,-46
1576864522.285319,51511.000,8502,13,MZ,1,100,-47
1576864522.285319,51511.000,8502,13,MZ,1,100,-46
1576864522.285319,51511.000,8502,13,MZ,1,100,-47
1576864522.285319,51511.000,8502,13,MZ,1,100,-46
1576864522.285319,51511.000,8502,13,MZ,1,100,-46
1576864522.285319,51511.000,8502,13,MZ,1,100,-47
1576864522.285319,51511.000,8502,13,MZ,1,100,-46
1576864522.285319,51511.000,8502,13,MZ,1,100,-47
1576864522.285319,51511.000,8502,13,MZ,1,100,-47
1576864522.285319,51511.000,8502,13,MZ,1,100,-46
1576864522.285319,51511.000,8502,13,MZ,1,100,-46
1576864522.285319,51511.000,8502,13,MZ,1,100,-46
1576864522.325788,51545.000,8520,2,MZ,1,100,-47
1576864522.366257,51579.000,8520,2,MZ,1,100,-46
1576864522.408314,51614.333,8538,3,MZ,1,100,-47
1576864522.450370,51649.667,8538,3,MZ,1,100,-47
1576864522.492426,51685.000,8538,3,MZ,1,100,-48
1576864522.530118,51716.667,8556,3,MZ,1,100,-48
1576864522.567810,51748.333,8556,3,MZ,1,100,-48
1576864522.605501,51780.000,8556,3,MZ,1,100,-49
1576864522.643987,51812.333,8575,3,MZ,1,100,-49
1576864522.682472,51844.667,8575,3,MZ,1,100,-51
1576864522.720958,51877.000,8575,3,MZ,1,100,-50
1576864522.761427,51911.000,8592,3,MZ,1,100,-53
1576864522.801896,51945.000,8592,3,MZ,1,100,-52
1576864522.842365,51979.000,8592,3,MZ,1,100,-51
1576864522.883628,52013.667,8610,3,MZ,1,100,-53
1576864522.924890,52048.333,8610,3,MZ,1,100,-52
1576864522.966153,52083.000,8610,3,MZ,1,100,-52
1576864523.007416,52117.667,8626,3,MZ,1,100,-53
1576864523.048678,52152.333,8626,3,MZ,1,100,-53
1576864523.089941,52187.000,8626,3,MZ,1,100,-53
1576864523.133386,52223.500,8644,2,MZ,1,100,-53
1576864523.176831,52260.000,8644,2,MZ,1,100,-53
1576864523.214919,52292.000,8662,4,MZ,1,100,-55
1576864523.253008,52324.000,8662,4,MZ,1,100,-53
1576864523.291096,52356.000,8662,4,MZ,1,100,-52
1576864523.329185,52388.000,8662,4,MZ,1,100,-53
1576864523.370051,52422.333,8680,3,MZ,1,100,-53
1576864523.410917,52456.667,8680,3,MZ,1,100,-53
1576864523.451782,52491.000,8680,3,MZ,1,100,-53
1576864523.492847,52525.500,8698,2,MZ,1,100,-53
1576864523.533911,52560.000,8698,2,MZ,1,100,-54
1576864523.574380,52594.000,8716,4,MZ,1,100,-53
1576864523.614849,52628.000,8716,4,MZ,1,100,-53
1576864523.655318,52662.000,8716,4,MZ,1,100,-54
1576864523.695788,52696.000,8716,4,MZ,1,100,-53
1576864523.734670,52728.667,8735,3,MZ,1,100,-53
1576864523.773552,52761.333,8735,3,MZ,1,100,-53
1576864523.812434,52794.000,8735,3,MZ,1,100,-53
1576864523.854688,52829.500,8753,2,MZ,1,100,-54
1576864523.896943,52865.000,8753,2,MZ,1,100,-53
1576864523.936817,52898.500,8771,4,MZ,1,100,-53
1576864523.976691,52932.000,8771,4,MZ,1,100,-52
1576864524.016565,52965.500,8771,4,MZ,1,100,-54
1576864524.056439,52999.000,8771,4,MZ,1,100,-54
1576864524.097503,53033.500,8788,2,MZ,1,100,-54
1576864524.138567,53068.000,8788,2,MZ,1,100,-53
1576864524.180227,53103.000,8806,3,MZ,1,100,-54
1576864524.221886,53138.000,8806,3,MZ,1,100,-53
1576864524.263546,53173.000,8806,3,MZ,1,100,-53
1576864524.304808,53207.667,8822,3,MZ,1,100,-53
1576864524.346071,53242.333,8822,3,MZ,1,100,-53
1576864524.387334,53277.000,8822,3,MZ,1,100,-54
1576864524.425025,53308.667,8840,3,MZ,1,100,-53
1576864524.462717,53340.333,8840,3,MZ,1,100,-53
1576864524.500409,53372.000,8840,3,MZ,1,100,-53
1576864524.539688,53405.000,8858,4,MZ,1,100,-52
1576864524.578967,53438.000,8858,4,MZ,1,100,-52
1576864524.618246,53471.000,8858,4,MZ,1,100,-54
1576864524.657525,53504.000,8858,4,MZ,1,100,-53
1576864524.704540,53543.500,8877,2,MZ,1,100,-54
1576864524.751556,53583.000,8877,2,MZ,1,100,-53
1576864524.792819,53617.667,8895,3,MZ,1,100,-54
1576864524.834081,53652.333,8895,3,MZ,1,100,-53
1576864524.875344,53687.000,8895,3,MZ,1,100,-53
1576864524.916210,53721.333,8913,3,MZ,1,100,-54
1576864524.957076,53755.667,8913,3,MZ,1,100,-55
1576864524.997941,53790.000,8913,3,MZ,1,100,-53
1576864525.035633,53821.667,8931,3,MZ,1,100,-53
1576864525.073325,53853.333,8931,3,MZ,1,100,-54
1576864525.111017,53885.000,8931,3,MZ,1,100,-53
1576864525.148709,53916.667,8949,3,MZ,1,100,-55
1576864525.186401,53948.333,8949,3,MZ,1,100,-53
1576864525.224092,53980.000,8949,3,MZ,1,100,-53
1576864525.264958,54014.333,8966,3,MZ,1,100,-53
1576864525.305824,54048.667,8966,3,MZ,1,100,-53
1576864525.346690,54083.000,8966,3,MZ,1,100,-53
1576864525.387953,54117.667,8984,3,MZ,1,100,-54
1576864525.429215,54152.333,8984,3,MZ,1,100,-53
1576864525.470478,54187.000,8984,3,MZ,1,100,-53
1576864525.515708,54225.000,9000,3,MZ,1,100,-54
1576864525.560939,54263.000,9000,3,MZ,1,100,-54
1576864525.606169,54301.000,9000,3,MZ,1,100,-54
1576864525.643861,54332.667,9019,3,MZ,1,100,-54
1576864525.681552,54364.333,9019,3,MZ,1,100,-54
1576864525.719244,54396.000,9019,3,MZ,1,100,-54
1576864525.758126,54428.667,9037,3,MZ,1,100,-53
1576864525.797009,54461.333,9037,3,MZ,1,100,-53
1576864525.835891,54494.000,9037,3,MZ,1,100,-55
1576864525.876756,54528.333,9055,3,MZ,1,100,-54
1576864525.917622,54562.667,9055,3,MZ,1,100,-54
1576864525.958488,54597.000,9055,3,MZ,1,100,-55
1576864525.999751,54631.667,9073,3,MZ,1,100,-53
1576864526.041013,54666.333,9073,3,MZ,1,100,-53
1576864526.082276,54701.000,9073,3,MZ,1,100,-53
1576864526.123142,54735.333,9091,3,MZ,1,100,-54
1576864526.164008,54769.667,9091,3,MZ,1,100,-54
1576864526.204874,54804.000,9091,3,MZ,1,100,-52
1576864526.243756,54836.667,9109,3,MZ,1,100,-52
1576864526.282638,54869.333,9109,3,MZ,1,100,-53
1576864526.321520,54902.000,9109,3,MZ,1,100,-53
1576864526.362783,54936.667,9127,3,MZ,1,100,-53
1576864526.404046,54971.333,9127,3,MZ,1,100,-53
1576864526.445308,55006.000,9127,3,MZ,1,100,-53
1576864526.486174,55040.333,9144,3,MZ,1,100,-54
1576864526.527040,55074.667,9144,3,MZ,1,100,-53
1576864526.567906,55109.000,9144,3,MZ,1,100,-52
1576864526.608375,55143.000,9163,3,MZ,1,100,-53
1576864526.648844,55177.000,9163,3,MZ,1,100,-52
1576864526.689313,55211.000,9163,3,MZ,1,100,-54
1576864526.730973,55246.000,9179,3,MZ,1,100,-53
1576864526.772632,55281.000,9179,3,MZ,1,100,-52
1576864526.814291,55316.000,9179,3,MZ,1,100,-53
1576864526.851983,55347.667,9197,3,MZ,1,100,-51
1576864526.889675,55379.333,9197,3,MZ,1,100,-52
1576864526.927367,55411.000,9197,3,MZ,1,100,-52
1576864526.965059,55442.667,9215,3,MZ,1,100,-51
1576864527.002751,55474.333,9215,3,MZ,1,100,-51
1576864527.040442,55506.000,9215,3,MZ,1,100,-51
1576864527.080118,55539.333,9233,3,MZ,1,100,-51
1576864527.119794,55572.667,9233,3,MZ,1,100,-51
1576864527.159469,55606.000,9233,3,MZ,1,100,-52
