EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,ER
1576864522.179385,51422.000,8490,2,ER,1,100,1.701321
1576864522.179385,51422.000,8490,2,ER,1,100,1.695842
1576864522.248421,51480.000,8508,2,ER,1,100,1.708975
1576864522.317456,51538.000,8508,2,ER,1,100,1.746599
1576864522.385897,51595.500,8526,2,ER,1,100,1.714292
1576864522.454337,51653.000,8526,2,ER,1,100,1.745431
1576864522.519802,51708.000,8544,2,ER,1,100,1.780356
1576864522.585267,51763.000,8544,2,ER,1,100,1.703416
1576864522.649541,51817.000,8563,2,ER,1,100,1.675096
1576864522.713816,51871.000,8563,2,ER,1,100,1.723799
1576864522.779281,51926.000,8581,1,ER,1,100,1.771696
1576864522.848316,51984.000,8598,2,ER,1,100,1.673686
1576864522.917352,52042.000,8598,2,ER,1,100,1.687141
1576864522.986387,52100.000,8616,2,ER,1,100,1.759570
1576864523.055423,52158.000,8616,2,ER,1,100,1.676184
1576864523.119698,52212.000,8632,2,ER,1,100,1.627522
1576864523.183972,52266.000,8632,2,ER,1,100,1.689276
1576864523.247651,52319.500,8650,2,ER,1,100,1.712842
1576864523.311331,52373.000,8650,2,ER,1,100,1.626676
1576864523.377986,52429.000,8668,1,ER,1,100,1.628287
1576864523.446426,52486.500,8686,2,ER,1,100,1.712640
1576864523.514867,52544.000,8686,2,ER,1,100,1.720294
1576864523.583307,52601.500,8704,2,ER,1,100,1.631470
1576864523.651748,52659.000,8704,2,ER,1,100,1.691049
1576864523.716617,52713.500,8723,2,ER,1,100,1.721221
1576864523.781487,52768.000,8723,2,ER,1,100,1.680414
1576864523.845166,52821.500,8741,2,ER,1,100,1.634934
1576864523.908846,52875.000,8741,2,ER,1,100,1.698300
1576864523.975501,52931.000,8759,1,ER,1,100,1.738422
1576864524.042156,52987.000,8777,2,ER,1,100,1.640131
1576864524.108811,53043.000,8777,2,ER,1,100,1.662609
1576864524.179037,53102.000,8794,2,ER,1,100,1.736367
1576864524.249263,53161.000,8794,2,ER,1,100,1.705832
1576864524.318298,53219.000,8812,2,ER,1,100,1.635136
1576864524.387334,53277.000,8812,2,ER,1,100,1.695721
1576864524.449823,53329.500,8828,2,ER,1,100,1.719529
1576864524.512312,53382.000,8828,2,ER,1,100,1.640413
1576864524.577777,53437.000,8846,1,ER,1,100,1.645690
1576864524.643836,53492.500,8865,2,ER,1,100,1.719247
1576864524.709897,53548.000,8865,2,ER,1,100,1.721744
1576864524.779527,53606.500,8883,2,ER,1,100,1.641057
1576864524.849158,53665.000,8883,2,ER,1,100,1.673284
1576864524.918789,53723.500,8901,2,ER,1,100,1.734111
1576864524.988419,53782.000,8901,2,ER,1,100,1.681985
1576864525.049718,53833.500,8919,2,ER,1,100,1.641661
1576864525.111017,53885.000,8919,2,ER,1,100,1.724806
1576864525.175887,53939.500,8937,2,ER,1,100,1.737938
1576864525.240756,53994.000,8937,2,ER,1,100,1.646656
1576864525.305031,54048.000,8955,1,ER,1,100,1.649718
1576864525.374661,54106.500,8972,2,ER,1,100,1.725853
1576864525.444292,54165.000,8972,2,ER,1,100,1.704302
1576864525.515113,54224.500,8990,2,ER,1,100,1.641138
1576864525.585934,54284.000,8990,2,ER,1,100,1.686497
1576864525.649019,54337.000,9007,2,ER,1,100,1.736609
1576864525.712103,54390.000,9007,2,ER,1,100,1.666556
1576864525.776377,54444.000,9025,2,ER,1,100,1.648389
1576864525.840652,54498.000,9025,2,ER,1,100,1.726860
1576864525.908497,54555.000,9043,1,ER,1,100,1.731050
1576864525.976342,54612.000,9061,2,ER,1,100,1.641863
1576864526.044188,54669.000,9061,2,ER,1,100,1.672236
1576864526.114413,54728.000,9079,2,ER,1,100,1.708975
1576864526.184639,54787.000,9079,2,ER,1,100,1.680535
1576864526.249509,54841.500,9097,2,ER,1,100,1.636747
1576864526.314378,54896.000,9097,2,ER,1,100,1.703818
1576864526.378058,54949.500,9115,2,ER,1,100,1.724363
1576864526.441737,55003.000,9115,2,ER,1,100,1.629093
1576864526.507202,55058.000,9133,1,ER,1,100,1.605608
1576864526.576238,55116.000,9151,2,ER,1,100,1.699589
1576864526.645273,55174.000,9151,2,ER,1,100,1.690928
1576864526.712523,55230.500,9169,2,ER,1,100,1.607380
1576864526.779774,55287.000,9169,2,ER,1,100,1.676909
1576864526.844643,55341.500,9185,2,ER,1,100,1.731573
1576864526.909513,55396.000,9185,2,ER,1,100,1.666718
1576864526.973192,55449.500,9203,2,ER,1,100,1.623856
1576864527.036872,55503.000,9203,2,ER,1,100,1.697937
1576864527.102336,55558.000,9221,2,ER,1,100,1.730284
1576864527.167801,55613.000,9221,2,ER,1,100,1.662850
1576864527.238027,55672.000,9239,1,ER,1,100,1.688793
1576864527.307658,55730.500,9257,2,ER,1,100,1.719045
1576864527.377289,55789.000,9257,2,ER,1,100,1.703697
1576864527.442158,55843.500,9275,2,ER,1,100,1.681985
1576864527.507028,55898.000,9275,2,ER,1,100,1.710062
1576864527.570707,55951.500,9293,2,ER,1,100,1.723597
1576864527.634387,56005.000,9293,2,ER,1,100,1.714332
1576864527.697471,56058.000,9312,1,ER,1,100,1.687987
