EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1576864522.242470,51475.000,8497,12,GX,1,100,-1.129
1576864522.242470,51475.000,8497,12,GX,1,100,-0.946
1576864522.242470,51475.000,8497,12,GX,1,100,-0.641
1576864522.242470,51475.000,8497,12,GX,1,100,-0.732
1576864522.242470,51475.000,8497,12,GX,1,100,-1.312
1576864522.242470,51475.000,8497,12,GX,1,100,-1.984
1576864522.242470,51475.000,8497,12,GX,1,100,-3.601
1576864522.242470,51475.000,8497,12,GX,1,100,-5.707
1576864522.242470,51475.000,8497,12,GX,1,100,-6.897
1576864522.242470,51475.000,8497,12,GX,1,100,-13.641
1576864522.242470,51475.000,8497,12,GX,1,100,-20.721
1576864522.242470,51475.000,8497,12,GX,1,100,-18.860
1576864522.283732,51509.667,8515,3,GX,1,100,-17.120
1576864522.324995,51544.333,8515,3,GX,1,100,-16.357
1576864522.366257,51579.000,8515,3,GX,1,100,-11.963
1576864522.407917,51614.000,8533,2,GX,1,100,-11.108
1576864522.449576,51649.000,8533,2,GX,1,100,-10.742
1576864522.488558,51681.750,8551,4,GX,1,100,-10.651
1576864522.527539,51714.500,8551,4,GX,1,100,-12.115
1576864522.566520,51747.250,8551,4,GX,1,100,-12.024
1576864522.605501,51780.000,8551,4,GX,1,100,-6.104
1576864522.643987,51812.333,8570,3,GX,1,100,-4.730
1576864522.682472,51844.667,8570,3,GX,1,100,-8.911
1576864522.720958,51877.000,8570,3,GX,1,100,-9.277
1576864522.761427,51911.000,8587,3,GX,1,100,-6.104
1576864522.801896,51945.000,8587,3,GX,1,100,-6.012
1576864522.842365,51979.000,8587,3,GX,1,100,-6.500
1576864522.883628,52013.667,8605,3,GX,1,100,-5.646
1576864522.924890,52048.333,8605,3,GX,1,100,-3.235
1576864522.966153,52083.000,8605,3,GX,1,100,-0.793
1576864523.012573,52122.000,8621,2,GX,1,100,1.099
1576864523.058994,52161.000,8621,2,GX,1,100,0.122
1576864523.098273,52194.000,8639,3,GX,1,100,-0.702
1576864523.137552,52227.000,8639,3,GX,1,100,-0.153
1576864523.176831,52260.000,8639,3,GX,1,100,0.000
1576864523.214522,52291.667,8657,3,GX,1,100,0.366
1576864523.252214,52323.333,8657,3,GX,1,100,0.946
1576864523.289906,52355.000,8657,3,GX,1,100,-0.549
1576864523.330375,52389.000,8675,3,GX,1,100,0.031
1576864523.370844,52423.000,8675,3,GX,1,100,0.275
1576864523.411313,52457.000,8675,3,GX,1,100,-0.244
1576864523.452179,52491.333,8693,3,GX,1,100,0.244
1576864523.493045,52525.667,8693,3,GX,1,100,0.092
1576864523.533911,52560.000,8693,3,GX,1,100,-1.923
1576864523.574380,52594.000,8711,3,GX,1,100,-0.916
1576864523.614849,52628.000,8711,3,GX,1,100,-0.305
1576864523.655318,52662.000,8711,3,GX,1,100,-0.977
1576864523.695391,52695.667,8730,3,GX,1,100,-0.580
1576864523.735463,52729.333,8730,3,GX,1,100,0.580
1576864523.775536,52763.000,8730,3,GX,1,100,0.610
1576864523.816005,52797.000,8748,3,GX,1,100,0.641
1576864523.856474,52831.000,8748,3,GX,1,100,0.244
1576864523.896943,52865.000,8748,3,GX,1,100,0.061
1576864523.936222,52898.000,8766,3,GX,1,100,-0.580
1576864523.975501,52931.000,8766,3,GX,1,100,-1.740
1576864524.014780,52964.000,8766,3,GX,1,100,-1.038
1576864524.056042,52998.667,8783,3,GX,1,100,-1.099
1576864524.097305,53033.333,8783,3,GX,1,100,-1.526
1576864524.138567,53068.000,8783,3,GX,1,100,-0.977
1576864524.180227,53103.000,8801,3,GX,1,100,-0.031
1576864524.221886,53138.000,8801,3,GX,1,100,0.092
1576864524.263546,53173.000,8801,3,GX,1,100,0.549
1576864524.304808,53207.667,8817,3,GX,1,100,0.336
1576864524.346071,53242.333,8817,3,GX,1,100,-0.092
1576864524.387334,53277.000,8817,3,GX,1,100,1.129
1576864524.425025,53308.667,8835,3,GX,1,100,1.373
1576864524.462717,53340.333,8835,3,GX,1,100,0.153
1576864524.500409,53372.000,8835,3,GX,1,100,0.183
1576864524.538895,53404.333,8853,3,GX,1,100,-0.732
1576864524.577380,53436.667,8853,3,GX,1,100,-0.641
1576864524.615865,53469.000,8853,3,GX,1,100,-1.373
1576864524.661095,53507.000,8872,3,GX,1,100,-1.404
1576864524.706326,53545.000,8872,3,GX,1,100,-0.214
1576864524.751556,53583.000,8872,3,GX,1,100,0.153
1576864524.792819,53617.667,8890,3,GX,1,100,0.763
1576864524.834081,53652.333,8890,3,GX,1,100,-0.336
1576864524.875344,53687.000,8890,3,GX,1,100,-0.214
1576864524.916210,53721.333,8908,3,GX,1,100,-0.092
1576864524.957076,53755.667,8908,3,GX,1,100,-0.275
1576864524.997941,53790.000,8908,3,GX,1,100,-0.122
1576864525.035633,53821.667,8926,3,GX,1,100,-1.129
1576864525.073325,53853.333,8926,3,GX,1,100,0.031
1576864525.111017,53885.000,8926,3,GX,1,100,-0.610
1576864525.148709,53916.667,8944,3,GX,1,100,-0.031
1576864525.186401,53948.333,8944,3,GX,1,100,-0.244
1576864525.224092,53980.000,8944,3,GX,1,100,1.373
1576864525.264958,54014.333,8961,3,GX,1,100,1.740
1576864525.305824,54048.667,8961,3,GX,1,100,1.038
1576864525.346690,54083.000,8961,3,GX,1,100,0.549
1576864525.387953,54117.667,8979,3,GX,1,100,-0.183
1576864525.429215,54152.333,8979,3,GX,1,100,-0.305
1576864525.470478,54187.000,8979,3,GX,1,100,0.122
1576864525.515708,54225.000,8995,3,GX,1,100,0.000
1576864525.560939,54263.000,8995,3,GX,1,100,1.434
1576864525.606169,54301.000,8995,3,GX,1,100,3.021
1576864525.643861,54332.667,9014,3,GX,1,100,-0.183
1576864525.681552,54364.333,9014,3,GX,1,100,-2.563
1576864525.719244,54396.000,9014,3,GX,1,100,-0.183
1576864525.758126,54428.667,9032,3,GX,1,100,-0.488
1576864525.797009,54461.333,9032,3,GX,1,100,-0.610
1576864525.835891,54494.000,9032,3,GX,1,100,-0.153
1576864525.876756,54528.333,9050,3,GX,1,100,0.366
1576864525.917622,54562.667,9050,3,GX,1,100,0.153
1576864525.958488,54597.000,9050,3,GX,1,100,0.549
1576864525.999751,54631.667,9068,3,GX,1,100,0.885
1576864526.041013,54666.333,9068,3,GX,1,100,0.427
1576864526.082276,54701.000,9068,3,GX,1,100,0.610
1576864526.123142,54735.333,9086,3,GX,1,100,0.031
1576864526.164008,54769.667,9086,3,GX,1,100,0.488
1576864526.204874,54804.000,9086,3,GX,1,100,0.702
1576864526.243756,54836.667,9104,3,GX,1,100,0.763
1576864526.282638,54869.333,9104,3,GX,1,100,0.763
1576864526.321520,54902.000,9104,3,GX,1,100,0.763
1576864526.362783,54936.667,9122,3,GX,1,100,0.305
1576864526.404046,54971.333,9122,3,GX,1,100,0.366
1576864526.445308,55006.000,9122,3,GX,1,100,1.221
1576864526.486174,55040.333,9139,3,GX,1,100,4.364
1576864526.527040,55074.667,9139,3,GX,1,100,9.155
1576864526.567906,55109.000,9139,3,GX,1,100,16.541
1576864526.608375,55143.000,9158,3,GX,1,100,29.236
1576864526.648844,55177.000,9158,3,GX,1,100,39.337
1576864526.689313,55211.000,9158,3,GX,1,100,38.910
1576864526.730973,55246.000,9174,3,GX,1,100,34.027
1576864526.772632,55281.000,9174,3,GX,1,100,42.999
1576864526.814291,55316.000,9174,3,GX,1,100,56.641
1576864526.851983,55347.667,9192,3,GX,1,100,61.432
1576864526.889675,55379.333,9192,3,GX,1,100,55.664
1576864526.927367,55411.000,9192,3,GX,1,100,45.319
1576864526.965059,55442.667,9210,3,GX,1,100,42.480
1576864527.002751,55474.333,9210,3,GX,1,100,36.194
1576864527.040442,55506.000,9210,3,GX,1,100,29.358
1576864527.080118,55539.333,9228,3,GX,1,100,28.748
1576864527.119794,55572.667,9228,3,GX,1,100,30.334
1576864527.159469,55606.000,9228,3,GX,1,100,25.116
1576864527.204303,55643.667,9246,3,GX,1,100,15.259
1576864527.249136,55681.333,9246,3,GX,1,100,1.678
1576864527.293970,55719.000,9246,3,GX,1,100,0.092
1576864527.335232,55753.667,9264,3,GX,1,100,-5.188
1576864527.376495,55788.333,9264,3,GX,1,100,-13.489
1576864527.417758,55823.000,9264,3,GX,1,100,-6.226
1576864527.457036,55856.000,9282,3,GX,1,100,1.587
1576864527.496315,55889.000,9282,3,GX,1,100,0.732
1576864527.535594,55922.000,9282,3,GX,1,100,4.120
1576864527.573286,55953.667,9300,3,GX,1,100,6.195
1576864527.610978,55985.333,9300,3,GX,1,100,0.458
1576864527.648670,56017.000,9300,3,GX,1,100,1.587
1576864527.689139,56051.000,9319,3,GX,1,100,-1.038
1576864527.729608,56085.000,9319,3,GX,1,100,-13.550
1576864527.770077,56119.000,9319,3,GX,1,100,-39.642
1576864527.810943,56153.333,9336,3,GX,1,100,-52.185
1576864527.851809,56187.667,9336,3,GX,1,100,-38.574
1576864527.892675,56222.000,9336,3,GX,1,100,-4.547
1576864527.933938,56256.667,9354,3,GX,1,100,25.330
1576864527.975200,56291.333,9354,3,GX,1,100,35.095
1576864528.016463,56326.000,9354,3,GX,1,100,36.041
1576864528.062883,56365.000,9370,2,GX,1,100,35.522
1576864528.109304,56404.000,9370,2,GX,1,100,26.703
1576864528.147194,56435.833,9391,6,GX,1,100,17.578
1576864528.185084,56467.667,9391,6,GX,1,100,10.406
1576864528.222974,56499.500,9391,6,GX,1,100,2.380
1576864528.260864,56531.333,9391,6,GX,1,100,-0.214
1576864528.298755,56563.167,9391,6,GX,1,100,-3.723
1576864528.336645,56595.000,9391,6,GX,1,100,-6.989
1576864528.377114,56629.000,9411,2,GX,1,100,-13.184
1576864528.417583,56663.000,9411,2,GX,1,100,-59.662
1576864528.458846,56697.667,9428,3,GX,1,100,-126.495
1576864528.500108,56732.333,9428,3,GX,1,100,10.468
1576864528.541371,56767.000,9428,3,GX,1,100,-5.280
1576864528.582634,56801.667,9447,3,GX,1,100,-49.377
1576864528.623897,56836.333,9447,3,GX,1,100,24.872
1576864528.665159,56871.000,9447,3,GX,1,100,76.904
1576864528.704438,56904.000,9463,3,GX,1,100,77.301
1576864528.743717,56937.000,9463,3,GX,1,100,70.801
1576864528.782996,56970.000,9463,3,GX,1,100,54.260
1576864528.825052,57005.333,9481,3,GX,1,100,38.422
1576864528.867108,57040.667,9481,3,GX,1,100,14.069
1576864528.909164,57076.000,9481,3,GX,1,100,-6.409
1576864528.948840,57109.333,9499,3,GX,1,100,-26.093
1576864528.988516,57142.667,9499,3,GX,1,100,-91.522
1576864529.028191,57176.000,9499,3,GX,1,100,-187.561
1576864529.069850,57211.000,9517,3,GX,1,100,-39.154
1576864529.111510,57246.000,9517,3,GX,1,100,43.823
1576864529.153169,57281.000,9517,3,GX,1,100,-10.284
1576864529.194432,57315.667,9535,3,GX,1,100,51.178
1576864529.235695,57350.333,9535,3,GX,1,100,105.408
1576864529.276957,57385.000,9535,3,GX,1,100,82.642
1576864529.317426,57419.000,9553,3,GX,1,100,66.925
1576864529.357896,57453.000,9553,3,GX,1,100,50.262
1576864529.398365,57487.000,9553,3,GX,1,100,22.583
1576864529.436453,57519.000,9571,3,GX,1,100,-11.444
1576864529.474542,57551.000,9571,3,GX,1,100,-43.854
1576864529.512630,57583.000,9571,3,GX,1,100,-126.282
1576864529.551909,57616.000,9589,3,GX,1,100,-256.805
1576864529.591188,57649.000,9589,3,GX,1,100,-24.109
1576864529.630467,57682.000,9589,3,GX,1,100,59.387
1576864529.675301,57719.667,9607,3,GX,1,100,-19.318
1576864529.720134,57757.333,9607,3,GX,1,100,47.363
1576864529.764967,57795.000,9607,3,GX,1,100,81.726
1576864529.802263,57826.333,9625,3,GX,1,100,47.729
1576864529.839558,57857.667,9625,3,GX,1,100,36.865
1576864529.876853,57889.000,9625,3,GX,1,100,30.090
1576864529.925059,57929.500,9641,2,GX,1,100,19.897
1576864529.973264,57970.000,9641,2,GX,1,100,5.707
1576864530.011055,58001.750,9659,4,GX,1,100,-22.064
1576864530.048846,58033.500,9659,4,GX,1,100,-28.717
1576864530.086637,58065.250,9659,4,GX,1,100,-26.733
1576864530.124429,58097.000,9659,4,GX,1,100,-24.506
1576864530.162914,58129.333,9677,3,GX,1,100,-18.341
1576864530.201399,58161.667,9677,3,GX,1,100,-16.998
1576864530.239885,58194.000,9677,3,GX,1,100,-14.771
1576864530.280751,58228.333,9695,3,GX,1,100,-9.583
1576864530.321616,58262.667,9695,3,GX,1,100,-4.181
1576864530.362482,58297.000,9695,3,GX,1,100,0.000
1576864530.402555,58330.667,9713,3,GX,1,100,-2.380
1576864530.442627,58364.333,9713,3,GX,1,100,-1.770
1576864530.482699,58398.000,9713,3,GX,1,100,-4.181
1576864530.524954,58433.500,9731,2,GX,1,100,-1.923
1576864530.567209,58469.000,9731,2,GX,1,100,-2.350
1576864530.607975,58503.250,9750,4,GX,1,100,-8.270
1576864530.648742,58537.500,9750,4,GX,1,100,-11.810
1576864530.689509,58571.750,9750,4,GX,1,100,-10.315
1576864530.730275,58606.000,9750,4,GX,1,100,-6.653
1576864530.769554,58639.000,9768,3,GX,1,100,-12.329
1576864530.808833,58672.000,9768,3,GX,1,100,-8.575
