RD,TS_received,TS_sent,AK,RoundTrip,
56475,56482,2019-12-20_13-55-28-202688,56486,7,
61583,61598,2019-12-20_13-55-34-280210,61601,15,
66691,66699,2019-12-20_13-55-40-354303,66702,8,
71799,71806,2019-12-20_13-55-46-432634,71809,7,
76907,76912,2019-12-20_13-55-52-516833,76917,5,
82015,82401,2019-12-20_13-55-59-058534,82404,386,
87123,87130,2019-12-20_13-56-04-675795,87136,7,
92231,92241,2019-12-20_13-56-10-757632,92244,10,
97339,97361,2019-12-20_13-56-16-855813,97364,22,
102447,102551,2019-12-20_13-56-23-034520,102611,104,
107555,107613,2019-12-20_13-56-29-065804,107616,58,
112663,112676,2019-12-20_13-56-35-082311,112679,13,
117771,117778,2019-12-20_13-56-41-161855,117781,7,
122879,122884,2019-12-20_13-56-47-241160,122888,5,
127987,127994,2019-12-20_13-56-53-318411,127997,7,
133095,133101,2019-12-20_13-56-59-411622,133105,6,
138203,138218,2019-12-20_13-57-05-495709,138223,15,
143311,143320,2019-12-20_13-57-11-548979,143324,9,
148419,148425,2019-12-20_13-57-17-645389,148428,6,
153527,153534,2019-12-20_13-57-23-715749,153538,7,
158635,158650,2019-12-20_13-57-29-812855,158653,15,
163743,163750,2019-12-20_13-57-35-884484,163753,7,
168851,168955,2019-12-20_13-57-42-053526,169014,104,
173959,173993,2019-12-20_13-57-48-068485,173996,34,
179067,179072,2019-12-20_13-57-54-123974,179076,5,
184175,184183,2019-12-20_13-58-00-201271,184186,8,
189283,189290,2019-12-20_13-58-06-276210,189294,7,
194391,194396,2019-12-20_13-58-12-360640,194399,5,
199499,199505,2019-12-20_13-58-18-437798,199508,6,
204607,204613,2019-12-20_13-58-24-501513,204616,6,
209715,209722,2019-12-20_13-58-30-574394,209726,7,
214823,214832,2019-12-20_13-58-36-651859,214835,9,
219931,219938,2019-12-20_13-58-42-740083,219942,7,
225039,225045,2019-12-20_13-58-48-822865,225048,6,
230147,230154,2019-12-20_13-58-54-901212,230157,7,
235255,235358,2019-12-20_13-59-01-091343,235423,103,
240363,240371,2019-12-20_13-59-07-061911,240375,8,
245471,245479,2019-12-20_13-59-13-139526,245482,8,
250579,250585,2019-12-20_13-59-19-217760,250588,6,
255687,255694,2019-12-20_13-59-25-302810,255697,7,
260795,260803,2019-12-20_13-59-31-381916,260806,8,
265903,265920,2019-12-20_13-59-37-459237,265923,17,
271011,271020,2019-12-20_13-59-43-541454,271023,9,
276119,276127,2019-12-20_13-59-49-643220,276130,8,
281227,281232,2019-12-20_13-59-55-744063,281235,5,
286335,286341,2019-12-20_14-00-01-825264,286344,6,
291443,291618,2019-12-20_14-00-08-050352,291622,175,
296551,296613,2019-12-20_14-00-14-043567,296616,62,
301659,301692,2019-12-20_14-00-20-080034,301695,33,
306767,306774,2019-12-20_14-00-26-113908,306777,7,
311875,311882,2019-12-20_14-00-32-189575,311885,7,
316983,316988,2019-12-20_14-00-38-273108,316991,5,
322091,322099,2019-12-20_14-00-44-360474,322102,8,
327199,327209,2019-12-20_14-00-50-427352,327212,10,
332307,332313,2019-12-20_14-00-56-515302,332317,6,
337415,337423,2019-12-20_14-01-02-595988,337426,8,
342523,342528,2019-12-20_14-01-08-679687,342531,5,
347631,347638,2019-12-20_14-01-14-765941,347641,7,
352739,352745,2019-12-20_14-01-20-834883,352748,6,
357847,358012,2019-12-20_14-01-27-050085,358015,165,
362955,363043,2019-12-20_14-01-33-085896,363047,88,
368063,368070,2019-12-20_14-01-39-057431,368073,7,
373171,373178,2019-12-20_14-01-45-144852,373181,7,
378279,378289,2019-12-20_14-01-51-218529,378292,10,
383387,383393,2019-12-20_14-01-57-295053,383397,6,
388495,388528,2019-12-20_14-02-03-410113,388531,33,
393603,393610,2019-12-20_14-02-09-448845,393613,7,
398711,398718,2019-12-20_14-02-15-518955,398721,7,
403819,403827,2019-12-20_14-02-21-598897,403832,8,
408927,408934,2019-12-20_14-02-27-670506,408937,7,
414035,414043,2019-12-20_14-02-33-765951,414046,8,
419143,419150,2019-12-20_14-02-39-837543,419153,7,
424251,424423,2019-12-20_14-02-46-059658,424427,172,
429359,429395,2019-12-20_14-02-52-035039,429398,36,
434467,434540,2019-12-20_14-02-58-158777,434543,73,
439575,439582,2019-12-20_14-03-04-160916,439585,7,
444683,444692,2019-12-20_14-03-10-240762,444695,9,
449791,449798,2019-12-20_14-03-16-320058,449803,7,
454899,454909,2019-12-20_14-03-22-399696,454914,10,
460007,460017,2019-12-20_14-03-28-491653,460020,10,
465115,465122,2019-12-20_14-03-34-568634,465126,7,
470223,470230,2019-12-20_14-03-40-639593,470235,7,
475331,475349,2019-12-20_14-03-46-758492,475354,18,
480440,480446,2019-12-20_14-03-52-834800,480449,6,
485548,485720,2019-12-20_14-03-59-042041,485724,172,
490656,490832,2019-12-20_14-04-05-138511,490835,176,
495764,495798,2019-12-20_14-04-11-093130,495801,34,
500872,500881,2019-12-20_14-04-17-155698,500884,9,
505980,505985,2019-12-20_14-04-23-228972,505988,5,
511088,511098,2019-12-20_14-04-29-307632,511102,10,
516196,516202,2019-12-20_14-04-35-366594,516205,6,
521304,521311,2019-12-20_14-04-41-449033,521314,7,
526412,526423,2019-12-20_14-04-47-548437,526426,11,
531520,531530,2019-12-20_14-04-53-608986,531533,10,
536628,536635,2019-12-20_14-04-59-693991,536638,7,
541736,541743,2019-12-20_14-05-05-759194,541746,7,
546844,546852,2019-12-20_14-05-11-837432,546856,8,
551952,552119,2019-12-20_14-05-18-078632,552122,167,
557060,557112,2019-12-20_14-05-24-038131,557115,52,
562168,562173,2019-12-20_14-05-30-059358,562177,5,
567276,567283,2019-12-20_14-05-36-146945,567286,7,
572384,572390,2019-12-20_14-05-42-227484,572394,6,
