EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,H0
1576863843.765858,41366.000,6808,2,H0,1,100,115.086
1576863843.765858,41366.000,6808,2,H0,1,100,114.995
1576863843.893987,41474.000,6842,1,H0,1,100,114.987
1576863844.031607,41590.000,6860,1,H0,1,100,114.972
1576863844.169226,41706.000,6878,1,H0,1,100,114.956
1576863844.308033,41823.000,6897,1,H0,1,100,114.926
1576863844.432602,41928.000,6915,1,H0,1,100,114.907
1576863844.561917,42037.000,6933,1,H0,1,100,114.880
1576863844.697164,42151.000,6950,1,H0,1,100,114.861
1576863844.833597,42266.000,6968,1,H0,1,100,114.838
1576863844.968844,42380.000,7002,1,H0,1,100,114.827
1576863845.096973,42488.000,7020,1,H0,1,100,114.800
1576863845.226288,42597.000,7039,1,H0,1,100,114.785
1576863845.362721,42712.000,7057,1,H0,1,100,114.754
1576863845.501527,42829.000,7075,1,H0,1,100,114.743
1576863845.632029,42939.000,7093,1,H0,1,100,114.724
1576863845.758971,43046.000,7111,1,H0,1,100,114.708
1576863845.895405,43161.000,7128,1,H0,1,100,114.693
1576863846.029465,43274.000,7146,1,H0,1,100,114.663
1576863846.168271,43391.000,7180,1,H0,1,100,114.636
1576863846.295213,43498.000,7199,1,H0,1,100,114.613
1576863846.425715,43608.000,7217,1,H0,1,100,114.605
1576863846.560962,43722.000,7235,1,H0,1,100,114.586
1576863846.700954,43840.000,7253,1,H0,1,100,114.560
1576863846.836201,43954.000,7271,1,H0,1,100,114.544
1576863846.959584,44058.000,7289,1,H0,1,100,114.510
1576863847.093645,44171.000,7306,1,H0,1,100,114.506
1576863847.232451,44288.000,7324,1,H0,1,100,114.472
1576863847.370071,44404.000,7359,1,H0,1,100,114.461
1576863847.497013,44511.000,7377,1,H0,1,100,114.449
1576863847.621583,44616.000,7395,1,H0,1,100,114.419
1576863847.760389,44733.000,7413,1,H0,1,100,114.403
1576863847.893263,44845.000,7431,1,H0,1,100,114.388
1576863848.033255,44963.000,7449,1,H0,1,100,114.361
1576863848.162570,45072.000,7467,1,H0,1,100,114.335
1576863848.293072,45182.000,7485,1,H0,1,100,114.327
1576863848.423573,45292.000,7503,1,H0,1,100,114.296
1576863848.563565,45410.000,7537,1,H0,1,100,114.274
1576863848.701185,45526.000,7555,1,H0,1,100,114.262
1576863848.824569,45630.000,7573,1,H0,1,100,114.239
1576863848.956256,45741.000,7591,1,H0,1,100,114.213
1576863849.091503,45855.000,7609,1,H0,1,100,114.186
1576863849.224377,45967.000,7627,1,H0,1,100,114.174
1576863849.359624,46081.000,7646,1,H0,1,100,114.159
1576863849.487753,46189.000,7663,1,H0,1,100,114.140
1576863849.620627,46301.000,7681,1,H0,1,100,114.117
1576863849.755874,46415.000,7702,1,H0,1,100,114.079
1576863849.895867,46533.000,7722,1,H0,1,100,114.056
1576863850.023995,46641.000,7740,1,H0,1,100,114.033
1576863850.152124,46749.000,7757,1,H0,1,100,113.991
1576863850.288557,46864.000,7776,1,H0,1,100,113.987
1576863850.426177,46980.000,7794,1,H0,1,100,113.961
1576863850.562610,47095.000,7828,1,H0,1,100,113.934
1576863850.685993,47199.000,7846,1,H0,1,100,113.907
1576863850.814122,47307.000,7864,1,H0,1,100,113.892
1576863850.954115,47425.000,7882,1,H0,1,100,113.873
1576863851.092921,47542.000,7900,1,H0,1,100,113.846
1576863851.229354,47657.000,7918,1,H0,1,100,113.827
1576863851.370533,47776.000,7936,1,H0,1,100,113.812
1576863851.499848,47885.000,7954,1,H0,1,100,113.781
1576863851.624417,47990.000,7971,1,H0,1,100,113.759
1576863851.762037,48106.000,8006,1,H0,1,100,113.724
1576863851.899657,48222.000,8024,1,H0,1,100,113.717
1576863852.034904,48336.000,8042,1,H0,1,100,113.694
1576863852.161846,48443.000,8060,1,H0,1,100,113.659
1576863852.293534,48554.000,8079,1,H0,1,100,113.659
1576863852.425222,48665.000,8097,1,H0,1,100,113.640
1576863852.561655,48780.000,8114,1,H0,1,100,113.617
1576863852.695715,48893.000,8132,1,H0,1,100,113.598
1576863852.820285,48998.000,8150,1,H0,1,100,113.579
1576863852.954346,49111.000,8184,1,H0,1,100,113.564
1576863853.093152,49228.000,8202,1,H0,1,100,113.518
1576863853.229585,49343.000,8220,1,H0,1,100,113.514
1576863853.356527,49450.000,8239,1,H0,1,100,113.488
1576863853.485842,49559.000,8257,1,H0,1,100,113.469
1576863853.617530,49670.000,8275,1,H0,1,100,113.450
1576863853.756336,49787.000,8292,1,H0,1,100,113.419
1576863853.892770,49902.000,8310,1,H0,1,100,113.400
1576863854.016153,50006.000,8328,1,H0,1,100,113.389
1576863854.147840,50117.000,8362,1,H0,1,100,113.377
1576863854.286647,50234.000,8381,1,H0,1,100,113.347
1576863854.420707,50347.000,8399,1,H0,1,100,113.316
1576863854.563072,50467.000,8417,1,H0,1,100,113.293
1576863854.700692,50583.000,8435,1,H0,1,100,113.289
1576863854.834753,50696.000,8452,1,H0,1,100,113.267
1576863854.971186,50811.000,8470,1,H0,1,100,113.244
1576863855.099315,50919.000,8504,1,H0,1,100,113.213
1576863855.228630,51028.000,8523,1,H0,1,100,113.194
1576863855.357945,51137.000,8541,1,H0,1,100,113.179
1576863855.493192,51251.000,8559,1,H0,1,100,113.160
1576863855.627252,51364.000,8577,1,H0,1,100,113.141
1576863855.766058,51481.000,8598,1,H0,1,100,113.133
1576863855.891814,51587.000,8618,1,H0,1,100,113.106
1576863856.018757,51694.000,8636,1,H0,1,100,113.087
1576863856.155190,51809.000,8654,1,H0,1,100,113.061
1576863856.292809,51925.000,8673,1,H0,1,100,113.041
1576863856.426870,52038.000,8691,1,H0,1,100,113.030
1576863856.552626,52144.000,8709,1,H0,1,100,112.999
1576863856.687873,52258.000,8727,1,H0,1,100,112.980
1576863856.825493,52374.000,8744,1,H0,1,100,112.958
1576863856.961926,52489.000,8762,1,H0,1,100,112.946
1576863857.091241,52598.000,8796,1,H0,1,100,112.912
1576863857.215811,52703.000,8815,1,H0,1,100,112.893
1576863857.355803,52821.000,8833,1,H0,1,100,112.893
1576863857.489864,52934.000,8851,1,H0,1,100,112.858
1576863857.627483,53050.000,8869,1,H0,1,100,112.843
1576863857.752053,53155.000,8887,1,H0,1,100,112.820
1576863857.884927,53267.000,8905,1,H0,1,100,112.805
1576863858.009497,53372.000,8923,1,H0,1,100,112.759
1576863858.148303,53489.000,8940,1,H0,1,100,112.767
1576863858.285922,53605.000,8975,1,H0,1,100,112.752
1576863858.419983,53718.000,8993,1,H0,1,100,112.717
1576863858.558789,53835.000,9011,1,H0,1,100,112.683
1576863858.694036,53949.000,9029,1,H0,1,100,112.668
1576863858.818605,54054.000,9047,1,H0,1,100,112.652
1576863858.952666,54167.000,9065,1,H0,1,100,112.633
1576863859.090286,54283.000,9082,1,H0,1,100,112.603
1576863859.223160,54395.000,9100,1,H0,1,100,112.603
1576863859.363152,54513.000,9135,1,H0,1,100,112.576
1576863859.500772,54629.000,9153,1,H0,1,100,112.557
1576863859.624155,54733.000,9171,1,H0,1,100,112.530
1576863859.755843,54844.000,9189,1,H0,1,100,112.507
1576863859.889904,54957.000,9207,1,H0,1,100,112.488
1576863860.023964,55070.000,9225,1,H0,1,100,112.481
1576863860.160398,55185.000,9243,1,H0,1,100,112.458
1576863860.287340,55292.000,9262,1,H0,1,100,112.431
1576863860.420214,55404.000,9279,1,H0,1,100,112.412
1576863860.555461,55518.000,9297,1,H0,1,100,112.385
1576863860.696640,55637.000,9331,1,H0,1,100,112.362
1576863860.824768,55745.000,9349,1,H0,1,100,112.336
1576863860.952897,55853.000,9367,1,H0,1,100,112.320
1576863861.086958,55966.000,9385,1,H0,1,100,112.305
1576863861.223391,56081.000,9403,1,H0,1,100,112.294
1576863861.361011,56197.000,9422,1,H0,1,100,112.275
1576863861.486767,56303.000,9440,1,H0,1,100,112.244
1576863861.612523,56409.000,9457,1,H0,1,100,112.210
1576863861.748956,56524.000,9475,1,H0,1,100,112.214
1576863861.886575,56640.000,9496,1,H0,1,100,112.191
1576863862.013518,56747.000,9514,1,H0,1,100,112.176
1576863862.152324,56864.000,9533,1,H0,1,100,112.141
1576863862.289944,56980.000,9552,1,H0,1,100,112.103
1576863862.425190,57094.000,9570,1,H0,1,100,112.095
1576863862.552133,57201.000,9604,1,H0,1,100,112.088
1576863862.683821,57312.000,9622,1,H0,1,100,112.073
1576863862.817881,57425.000,9640,1,H0,1,100,112.046
1576863862.957874,57543.000,9658,1,H0,1,100,112.023
1576863863.090748,57655.000,9676,1,H0,1,100,112.008
1576863863.212945,57758.000,9694,1,H0,1,100,111.989
1576863863.349378,57873.000,9713,1,H0,1,100,111.962
1576863863.485811,57988.000,9730,1,H0,1,100,111.966
1576863863.623431,58104.000,9748,1,H0,1,100,111.939
1576863863.749187,58210.000,9782,1,H0,1,100,111.924
1576863863.879688,58320.000,9800,1,H0,1,100,111.905
1576863864.013749,58433.000,9818,1,H0,1,100,111.882
1576863864.147810,58546.000,9836,1,H0,1,100,111.870
1576863864.286616,58663.000,9855,1,H0,1,100,111.859
1576863864.411185,58768.000,9873,1,H0,1,100,111.840
1576863864.544059,58880.000,9891,1,H0,1,100,111.817
1576863864.678120,58993.000,9908,1,H0,1,100,111.813
1576863864.814553,59108.000,9926,1,H0,1,100,111.771
1576863864.946241,59219.000,9960,1,H0,1,100,111.752
1576863865.071997,59325.000,9978,1,H0,1,100,111.748
1576863865.204871,59437.000,9997,1,H0,1,100,111.744
1576863865.346050,59556.000,10015,1,H0,1,100,111.699
1576863865.484856,59673.000,10033,1,H0,1,100,111.680
1576863865.616544,59784.000,10051,1,H0,1,100,111.680
1576863865.755350,59901.000,10068,1,H0,1,100,111.657
1576863865.894156,60018.000,10086,1,H0,1,100,111.649
1576863866.022285,60126.000,10120,1,H0,1,100,111.626
1576863866.157531,60240.000,10138,1,H0,1,100,111.611
1576863866.284474,60347.000,10157,1,H0,1,100,111.599
1576863866.411416,60454.000,10175,1,H0,1,100,111.577
1576863866.549036,60570.000,10193,1,H0,1,100,111.565
1576863866.686656,60686.000,10211,1,H0,1,100,111.542
1576863866.817157,60796.000,10229,1,H0,1,100,111.519
1576863866.945286,60904.000,10247,1,H0,1,100,111.496
1576863867.078160,61016.000,10264,1,H0,1,100,111.485
1576863867.212220,61129.000,10282,1,H0,1,100,111.462
1576863867.352213,61247.000,10317,1,H0,1,100,111.455
