RD,TS_received,TS_sent,AK,RoundTrip,
272818,272825,2019-12-20_13-48-38-521200,272829,7,
277926,277931,2019-12-20_13-48-44-539835,277934,5,
283034,283040,2019-12-20_13-48-50-585913,283045,6,
288142,288148,2019-12-20_13-48-56-657842,288152,6,
293250,293257,2019-12-20_13-49-02-732797,293260,7,
298358,298372,2019-12-20_13-49-08-782599,298381,14,
303466,303475,2019-12-20_13-49-14-813651,303478,9,
308574,308592,2019-12-20_13-49-20-902300,308597,18,
313682,313852,2019-12-20_13-49-27-118367,313857,170,
318790,318883,2019-12-20_13-49-33-110767,318894,93,
323898,323920,2019-12-20_13-49-39-056690,323923,22,
329006,329014,2019-12-20_13-49-45-117469,329017,8,
334114,334121,2019-12-20_13-49-51-191711,334125,7,
339222,339240,2019-12-20_13-49-57-244942,339244,18,
344330,344339,2019-12-20_13-50-03-285130,344344,9,
349438,349445,2019-12-20_13-50-09-338405,349448,7,
354546,354559,2019-12-20_13-50-15-425622,354563,13,
359654,359662,2019-12-20_13-50-21-469251,359665,8,
364762,364775,2019-12-20_13-50-27-517468,364778,13,
369870,369875,2019-12-20_13-50-33-595136,369878,5,
374978,374984,2019-12-20_13-50-39-632505,374987,6,
380086,380095,2019-12-20_13-50-45-711406,380098,9,
385194,385201,2019-12-20_13-50-51-738330,385205,7,
390302,390332,2019-12-20_13-50-57-839465,390336,30,
395410,395417,2019-12-20_13-51-03-850344,395420,7,
400518,400526,2019-12-20_13-51-09-894036,400529,8,
405626,405716,2019-12-20_13-51-16-087022,405719,90,
410734,410790,2019-12-20_13-51-22-086165,410794,56,
415842,416095,2019-12-20_13-51-28-327172,416098,253,
420950,421032,2019-12-20_13-51-34-263169,421036,82,
426058,426066,2019-12-20_13-51-40-197045,426069,8,
431166,431180,2019-12-20_13-51-46-240834,431183,14,
436274,436280,2019-12-20_13-51-52-279612,436283,6,
441382,441390,2019-12-20_13-51-58-311816,441393,8,
446490,446501,2019-12-20_13-52-04-401100,446504,11,
451598,451614,2019-12-20_13-52-10-465915,451617,16,
456706,456713,2019-12-20_13-52-16-497242,456716,7,
461814,461822,2019-12-20_13-52-22-519165,461825,8,
466922,466929,2019-12-20_13-52-28-589161,466933,7,
472030,472037,2019-12-20_13-52-34-666497,472041,7,
477138,477144,2019-12-20_13-52-40-717364,477147,6,
482246,482254,2019-12-20_13-52-46-757319,482257,8,
487354,487362,2019-12-20_13-52-52-828430,487366,8,
492462,492470,2019-12-20_13-52-58-892057,492473,8,
497570,497739,2019-12-20_13-53-05-078663,497743,169,
502678,502849,2019-12-20_13-53-11-109749,502854,171,
507786,507811,2019-12-20_13-53-17-065239,507814,25,
512894,512903,2019-12-20_13-53-23-071918,512906,9,
518002,518170,2019-12-20_13-53-29-277569,518173,168,
523110,523122,2019-12-20_13-53-35-171517,523125,12,
528218,528226,2019-12-20_13-53-41-220143,528229,8,
533326,533343,2019-12-20_13-53-47-314196,533347,17,
538434,538463,2019-12-20_13-53-53-354193,538466,29,
543542,543549,2019-12-20_13-53-59-398328,543552,7,
548650,548656,2019-12-20_13-54-05-451778,548660,6,
553758,553766,2019-12-20_13-54-11-518313,553769,8,
558866,558880,2019-12-20_13-54-17-589993,558883,14,
