RD,TS_received,TS_sent,AK,RoundTrip,
46366,46373,2019-12-20_13-44-09-706864,46376,7,
51474,51487,2019-12-20_13-44-15-749552,51490,13,
56582,56588,2019-12-20_13-44-21-821884,56591,6,
61690,61699,2019-12-20_13-44-27-874866,61701,9,
66798,66966,2019-12-20_13-44-33-937712,66970,168,
71906,71983,2019-12-20_13-44-40-086933,71992,77,
77014,77075,2019-12-20_13-44-46-124792,77078,61,
82122,82128,2019-12-20_13-44-52-174526,82136,6,
87230,87236,2019-12-20_13-44-58-249103,87239,6,
92338,92344,2019-12-20_13-45-04-316078,92347,6,
97447,97534,2019-12-20_13-45-10-451296,97537,87,
102555,102561,2019-12-20_13-45-16-411562,102565,6,
107663,107670,2019-12-20_13-45-22-461575,107675,7,
112771,112777,2019-12-20_13-45-28-544388,112780,6,
117879,117887,2019-12-20_13-45-34-608326,117890,8,
122987,122994,2019-12-20_13-45-40-628454,122999,7,
128095,128104,2019-12-20_13-45-46-716505,128105,9,
133203,133210,2019-12-20_13-45-52-767569,133213,7,
138311,138317,2019-12-20_13-45-58-828482,138321,6,
143419,143425,2019-12-20_13-46-04-918227,143428,6,
150203,150303,2019-12-20_13-46-13-066043,150307,100,
155311,155351,2019-12-20_13-46-19-065007,155354,40,
160419,160431,2019-12-20_13-46-25-117538,160435,12,
165527,165534,2019-12-20_13-46-31-147080,165537,7,
170635,170641,2019-12-20_13-46-37-242273,170644,6,
175743,175749,2019-12-20_13-46-43-304572,175752,6,
180851,180857,2019-12-20_13-46-49-401915,180860,6,
185959,185967,2019-12-20_13-46-55-451667,185970,8,
191067,191071,2019-12-20_13-47-01-544399,191076,4,
196175,196181,2019-12-20_13-47-07-614140,196204,6,
201283,201289,2019-12-20_13-47-13-659048,201293,6,
206391,206397,2019-12-20_13-47-19-758498,206401,6,
211499,211505,2019-12-20_13-47-25-814077,211508,6,
216607,216614,2019-12-20_13-47-31-909818,216618,7,
221715,221798,2019-12-20_13-47-38-051920,221801,83,
226823,226905,2019-12-20_13-47-44-063039,226908,82,
231931,232001,2019-12-20_13-47-50-082831,232004,70,
237039,237044,2019-12-20_13-47-56-104688,237048,5,
242170,242269,2019-12-20_13-48-02-308028,242273,99,
247278,247285,2019-12-20_13-48-08-234379,247288,7,
252386,252393,2019-12-20_13-48-14-305085,252397,7,
257494,257500,2019-12-20_13-48-20-359891,257532,6,
262603,262610,2019-12-20_13-48-26-418250,262613,7,
267710,267716,2019-12-20_13-48-32-460568,267721,6,
