EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1574714555.772811,171520.000,29580,11,MZ,1,100,-33
1574714555.772811,171520.000,29580,11,MZ,1,100,-32
1574714555.772811,171520.000,29580,11,MZ,1,100,-33
1574714555.772811,171520.000,29580,11,MZ,1,100,-32
1574714555.772811,171520.000,29580,11,MZ,1,100,-31
1574714555.772811,171520.000,29580,11,MZ,1,100,-32
1574714555.772811,171520.000,29580,11,MZ,1,100,-31
1574714555.772811,171520.000,29580,11,MZ,1,100,-31
1574714555.772811,171520.000,29580,11,MZ,1,100,-31
1574714555.772811,171520.000,29580,11,MZ,1,100,-31
1574714555.772811,171520.000,29580,11,MZ,1,100,-31
1574714555.820395,171560.000,29596,2,MZ,1,100,-32
1574714555.867980,171600.000,29596,2,MZ,1,100,-32
1574714555.904461,171630.667,29614,3,MZ,1,100,-33
1574714555.940942,171661.333,29614,3,MZ,1,100,-33
1574714555.977424,171692.000,29614,3,MZ,1,100,-35
1574714556.016680,171725.000,29632,3,MZ,1,100,-34
1574714556.055938,171758.000,29632,3,MZ,1,100,-34
1574714556.095195,171791.000,29632,3,MZ,1,100,-35
1574714556.135641,171825.000,29650,3,MZ,1,100,-35
1574714556.176088,171859.000,29650,3,MZ,1,100,-35
1574714556.216534,171893.000,29650,3,MZ,1,100,-35
1574714556.257774,171927.667,29668,3,MZ,1,100,-35
1574714556.299014,171962.333,29668,3,MZ,1,100,-35
1574714556.340254,171997.000,29668,3,MZ,1,100,-34
1574714556.381493,172031.667,29686,3,MZ,1,100,-34
1574714556.422733,172066.333,29686,3,MZ,1,100,-36
1574714556.463973,172101.000,29686,3,MZ,1,100,-36
1574714556.501247,172132.333,29705,3,MZ,1,100,-34
1574714556.538521,172163.667,29705,3,MZ,1,100,-35
1574714556.575796,172195.000,29705,3,MZ,1,100,-35
1574714556.615846,172228.667,29723,3,MZ,1,100,-35
1574714556.655896,172262.333,29723,3,MZ,1,100,-35
1574714556.695946,172296.000,29723,3,MZ,1,100,-35
1574714556.733220,172327.333,29741,3,MZ,1,100,-33
1574714556.770494,172358.667,29741,3,MZ,1,100,-34
1574714556.807769,172390.000,29741,3,MZ,1,100,-35
1574714556.849802,172425.333,29758,3,MZ,1,100,-34
1574714556.891834,172460.667,29758,3,MZ,1,100,-35
1574714556.933867,172496.000,29758,3,MZ,1,100,-34
1574714556.975107,172530.667,29776,3,MZ,1,100,-34
1574714557.016346,172565.333,29776,3,MZ,1,100,-35
1574714557.057586,172600.000,29776,3,MZ,1,100,-34
1574714557.098429,172634.333,29794,3,MZ,1,100,-34
1574714557.139272,172668.667,29794,3,MZ,1,100,-34
1574714557.180116,172703.000,29794,3,MZ,1,100,-33
1574714557.221752,172738.000,29810,3,MZ,1,100,-33
1574714557.263388,172773.000,29810,3,MZ,1,100,-34
1574714557.305024,172808.000,29810,3,MZ,1,100,-34
1574714557.343092,172840.000,29828,3,MZ,1,100,-35
1574714557.381159,172872.000,29828,3,MZ,1,100,-33
1574714557.419227,172904.000,29828,3,MZ,1,100,-32
1574714557.457294,172936.000,29847,3,MZ,1,100,-32
1574714557.495361,172968.000,29847,3,MZ,1,100,-32
1574714557.533429,173000.000,29847,3,MZ,1,100,-32
1574714557.575065,173035.000,29865,3,MZ,1,100,-31
1574714557.616701,173070.000,29865,3,MZ,1,100,-31
1574714557.658337,173105.000,29865,3,MZ,1,100,-31
1574714557.697198,173137.667,29883,3,MZ,1,100,-31
1574714557.736058,173170.333,29883,3,MZ,1,100,-31
1574714557.774919,173203.000,29883,3,MZ,1,100,-30
1574714557.815762,173237.333,29901,3,MZ,1,100,-30
1574714557.856605,173271.667,29901,3,MZ,1,100,-31
1574714557.897448,173306.000,29901,3,MZ,1,100,-30
1574714557.942653,173344.000,29919,3,MZ,1,100,-31
1574714557.987859,173382.000,29919,3,MZ,1,100,-31
