EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1574713005.874842,131587.000,22554,10,AY,1,100,-0.150
1574713005.874842,131587.000,22554,10,AY,1,100,-0.161
1574713005.874842,131587.000,22554,10,AY,1,100,-0.173
1574713005.874842,131587.000,22554,10,AY,1,100,-0.131
1574713005.874842,131587.000,22554,10,AY,1,100,-0.116
1574713005.874842,131587.000,22554,10,AY,1,100,-0.163
1574713005.874842,131587.000,22554,10,AY,1,100,-0.167
1574713005.874842,131587.000,22554,10,AY,1,100,-0.156
1574713005.874842,131587.000,22554,10,AY,1,100,-0.149
1574713005.874842,131587.000,22554,10,AY,1,100,-0.148
1574713005.914469,131620.333,22572,3,AY,1,100,-0.143
1574713005.954095,131653.667,22572,3,AY,1,100,-0.149
1574713005.993722,131687.000,22572,3,AY,1,100,-0.157
1574713006.041274,131727.000,22591,2,AY,1,100,-0.156
1574713006.088826,131767.000,22591,2,AY,1,100,-0.156
1574713006.129642,131801.333,22609,3,AY,1,100,-0.161
1574713006.170457,131835.667,22609,3,AY,1,100,-0.166
1574713006.211273,131870.000,22609,3,AY,1,100,-0.136
1574713006.252485,131904.667,22627,3,AY,1,100,-0.135
1574713006.293696,131939.333,22627,3,AY,1,100,-0.166
1574713006.334908,131974.000,22627,3,AY,1,100,-0.156
1574713006.372157,132005.333,22645,3,AY,1,100,-0.137
1574713006.409406,132036.667,22645,3,AY,1,100,-0.150
1574713006.446656,132068.000,22645,3,AY,1,100,-0.135
1574713006.485490,132100.667,22662,3,AY,1,100,-0.162
1574713006.524324,132133.333,22662,3,AY,1,100,-0.176
1574713006.563158,132166.000,22662,3,AY,1,100,-0.135
1574713006.604766,132201.000,22680,3,AY,1,100,-0.140
1574713006.646374,132236.000,22680,3,AY,1,100,-0.161
1574713006.687982,132271.000,22680,3,AY,1,100,-0.148
1574713006.728402,132305.000,22698,3,AY,1,100,-0.138
1574713006.768821,132339.000,22698,3,AY,1,100,-0.160
1574713006.809240,132373.000,22698,3,AY,1,100,-0.146
1574713006.854414,132411.000,22714,3,AY,1,100,-0.141
1574713006.899589,132449.000,22714,3,AY,1,100,-0.153
1574713006.944763,132487.000,22714,3,AY,1,100,-0.137
1574713006.982805,132519.000,22732,3,AY,1,100,-0.120
1574713007.020847,132551.000,22732,3,AY,1,100,-0.157
1574713007.058888,132583.000,22732,3,AY,1,100,-0.161
1574713007.097326,132615.333,22751,3,AY,1,100,-0.094
1574713007.135764,132647.667,22751,3,AY,1,100,-0.133
1574713007.174202,132680.000,22751,3,AY,1,100,-0.168
1574713007.215414,132714.667,22769,3,AY,1,100,-0.216
1574713007.256626,132749.333,22769,3,AY,1,100,-0.177
1574713007.297837,132784.000,22769,3,AY,1,100,-0.126
1574713007.338257,132818.000,22787,3,AY,1,100,-0.141
1574713007.378676,132852.000,22787,3,AY,1,100,-0.186
1574713007.419095,132886.000,22787,3,AY,1,100,-0.167
1574713007.460703,132921.000,22805,3,AY,1,100,-0.109
1574713007.502311,132956.000,22805,3,AY,1,100,-0.083
1574713007.543920,132991.000,22805,3,AY,1,100,-0.097
1574713007.582754,133023.667,22823,3,AY,1,100,-0.098
1574713007.621588,133056.333,22823,3,AY,1,100,-0.149
1574713007.660422,133089.000,22823,3,AY,1,100,-0.160
1574713007.702030,133124.000,22841,3,AY,1,100,-0.197
1574713007.743638,133159.000,22841,3,AY,1,100,-0.263
1574713007.785246,133194.000,22841,3,AY,1,100,-0.113
1574713007.825665,133228.000,22858,3,AY,1,100,-0.104
1574713007.866085,133262.000,22858,3,AY,1,100,-0.236
1574713007.906504,133296.000,22858,3,AY,1,100,-0.256
1574713007.948112,133331.000,22876,3,AY,1,100,-0.368
1574713007.989720,133366.000,22876,3,AY,1,100,-0.379
1574713008.031328,133401.000,22876,3,AY,1,100,-0.574
1574713008.072540,133435.667,22893,3,AY,1,100,-0.571
1574713008.113752,133470.333,22893,3,AY,1,100,-0.574
1574713008.154964,133505.000,22893,3,AY,1,100,-0.461
1574713008.193798,133537.667,22911,3,AY,1,100,-0.245
1574713008.232632,133570.333,22911,3,AY,1,100,-0.341
1574713008.271466,133603.000,22911,3,AY,1,100,-0.288
1574713008.309508,133635.000,22929,3,AY,1,100,-0.345
1574713008.347549,133667.000,22929,3,AY,1,100,-0.314
1574713008.385591,133699.000,22929,3,AY,1,100,-0.400
1574713008.429181,133735.667,22947,3,AY,1,100,-0.382
1574713008.472770,133772.333,22947,3,AY,1,100,-0.346
1574713008.516359,133809.000,22947,3,AY,1,100,-0.278
1574713008.557967,133844.000,22965,3,AY,1,100,-0.361
1574713008.599576,133879.000,22965,3,AY,1,100,-0.357
1574713008.641184,133914.000,22965,3,AY,1,100,-0.346
1574713008.682197,133948.500,22983,2,AY,1,100,-0.284
1574713008.723211,133983.000,22983,2,AY,1,100,-0.249
1574713008.763630,134017.000,23001,3,AY,1,100,-0.217
1574713008.804049,134051.000,23001,3,AY,1,100,-0.166
1574713008.844469,134085.000,23001,3,AY,1,100,-0.224
1574713008.882213,134116.750,23019,4,AY,1,100,-0.289
1574713008.919958,134148.500,23019,4,AY,1,100,-0.268
1574713008.957702,134180.250,23019,4,AY,1,100,-0.253
1574713008.995446,134212.000,23019,4,AY,1,100,-0.244
1574713009.035470,134245.667,23037,3,AY,1,100,-0.225
1574713009.075492,134279.333,23037,3,AY,1,100,-0.226
1574713009.115515,134313.000,23037,3,AY,1,100,-0.239
1574713009.156727,134347.667,23055,3,AY,1,100,-0.249
1574713009.197939,134382.333,23055,3,AY,1,100,-0.255
1574713009.239151,134417.000,23055,3,AY,1,100,-0.245
1574713009.280164,134451.500,23071,2,AY,1,100,-0.233
1574713009.321178,134486.000,23071,2,AY,1,100,-0.228
1574713009.365560,134523.333,23089,3,AY,1,100,-0.238
1574713009.409942,134560.667,23089,3,AY,1,100,-0.224
1574713009.454324,134598.000,23089,3,AY,1,100,-0.249
1574713009.491177,134629.000,23107,3,AY,1,100,-0.251
1574713009.528030,134660.000,23107,3,AY,1,100,-0.250
1574713009.564883,134691.000,23107,3,AY,1,100,-0.249
1574713009.604509,134724.333,23125,3,AY,1,100,-0.226
1574713009.644136,134757.667,23125,3,AY,1,100,-0.222
1574713009.683763,134791.000,23125,3,AY,1,100,-0.250
1574713009.723786,134824.667,23143,3,AY,1,100,-0.247
1574713009.763809,134858.333,23143,3,AY,1,100,-0.236
1574713009.803832,134892.000,23143,3,AY,1,100,-0.241
