RD,TS_received,TS_sent,AK,RoundTrip,
136588,136594,2019-11-25_16-16-51-812650,136599,6,
141696,141705,2019-11-25_16-16-57-896590,141710,9,
146804,146809,2019-11-25_16-17-03-968282,146812,5,
151912,151920,2019-11-25_16-17-10-042187,151923,8,
157020,157028,2019-11-25_16-17-16-102236,157032,8,
162128,162139,2019-11-25_16-17-22-185431,162143,11,
167236,167242,2019-11-25_16-17-28-235908,167246,6,
172344,172506,2019-11-25_16-17-34-464495,172510,162,
177452,177645,2019-11-25_16-17-40-580878,177649,193,
182560,182640,2019-11-25_16-17-46-520269,182644,80,
187668,187859,2019-11-25_16-17-52-740585,187862,191,
192776,192783,2019-11-25_16-17-58-602147,192788,7,
197884,197893,2019-11-25_16-18-04-670166,197896,9,
202992,203013,2019-11-25_16-18-10-739090,203017,21,
208100,208111,2019-11-25_16-18-16-812302,208117,11,
213208,213215,2019-11-25_16-18-22-881188,213218,7,
218316,218322,2019-11-25_16-18-28-930826,218325,6,
223424,223441,2019-11-25_16-18-35-014532,223445,17,
228532,228538,2019-11-25_16-18-41-088631,228541,6,
233640,233649,2019-11-25_16-18-47-161775,233652,9,
238748,238755,2019-11-25_16-18-53-224042,238758,7,
243856,244025,2019-11-25_16-18-59-508262,244029,169,
248964,249208,2019-11-25_16-19-05-647185,249212,244,
254072,254129,2019-11-25_16-19-11-525284,254132,57,
259180,259192,2019-11-25_16-19-17-541308,259195,12,
264288,264295,2019-11-25_16-19-23-627086,264298,7,
269396,269406,2019-11-25_16-19-29-684889,269409,10,
274504,274511,2019-11-25_16-19-35-740026,274515,7,
279612,279618,2019-11-25_16-19-41-825712,279621,6,
284720,284812,2019-11-25_16-19-48-002349,284817,92,
289828,289834,2019-11-25_16-19-53-969234,289838,6,
294936,294942,2019-11-25_16-20-00-039514,294945,6,
300044,300051,2019-11-25_16-20-06-131826,300054,7,
305152,305159,2019-11-25_16-20-12-196464,305163,7,
310260,310267,2019-11-25_16-20-18-255657,310271,7,
315368,315561,2019-11-25_16-20-24-555013,315565,193,
320476,320648,2019-11-25_16-20-30-555537,320651,172,
325584,325591,2019-11-25_16-20-36-474168,325594,7,
330692,330700,2019-11-25_16-20-42-551776,330705,8,
335800,335813,2019-11-25_16-20-48-641151,335816,13,
340908,340916,2019-11-25_16-20-54-707638,340919,8,
346016,346026,2019-11-25_16-21-00-773496,346029,10,
351124,351133,2019-11-25_16-21-06-855426,351137,9,
356232,356242,2019-11-25_16-21-12-941814,356246,10,
361340,361351,2019-11-25_16-21-19-004970,361354,11,
366448,366456,2019-11-25_16-21-25-062701,366460,8,
371556,371564,2019-11-25_16-21-31-146982,371567,8,
376664,376672,2019-11-25_16-21-37-208893,376675,8,
381772,381780,2019-11-25_16-21-43-275246,381783,8,
386880,386956,2019-11-25_16-21-49-436133,386959,76,
391988,392019,2019-11-25_16-21-55-476265,392022,31,
397096,397133,2019-11-25_16-22-01-544460,397136,37,
402204,402211,2019-11-25_16-22-07-576602,402214,7,
407312,407333,2019-11-25_16-22-13-677990,407336,21,
412420,412426,2019-11-25_16-22-19-727741,412429,6,
417528,417541,2019-11-25_16-22-25-799555,417544,13,
422636,422649,2019-11-25_16-22-31-883167,422652,13,
427744,427777,2019-11-25_16-22-37-993222,427781,33,
432852,432860,2019-11-25_16-22-44-033159,432864,8,
437960,437974,2019-11-25_16-22-50-101151,437977,14,
443068,443075,2019-11-25_16-22-56-152385,443079,7,
448176,448186,2019-11-25_16-23-02-236816,448189,10,
453284,453447,2019-11-25_16-23-08-461790,453450,163,
458392,458551,2019-11-25_16-23-14-539828,458554,159,
463500,463676,2019-11-25_16-23-20-667315,463681,176,
468608,468617,2019-11-25_16-23-26-547458,468620,9,
473716,473736,2019-11-25_16-23-32-619258,473746,20,
478824,478830,2019-11-25_16-23-38-663873,478836,6,
483932,483940,2019-11-25_16-23-44-744072,483943,8,
489040,489046,2019-11-25_16-23-50-827293,489049,6,
494148,494156,2019-11-25_16-23-56-897545,494159,8,
499256,499263,2019-11-25_16-24-02-966973,499266,7,
504364,504370,2019-11-25_16-24-09-028971,504373,6,
509472,509479,2019-11-25_16-24-15-102789,509483,7,
514580,514597,2019-11-25_16-24-21-181237,514602,17,
519688,519695,2019-11-25_16-24-27-261545,519699,7,
524796,525252,2019-11-25_16-24-33-779766,525255,456,
529904,529942,2019-11-25_16-24-39-441561,529945,38,
535012,535021,2019-11-25_16-24-45-470997,535024,9,
540120,540127,2019-11-25_16-24-51-550222,540131,7,
545228,545234,2019-11-25_16-24-57-635220,545238,6,
550336,550346,2019-11-25_16-25-03-700484,550349,10,
555444,555450,2019-11-25_16-25-09-775426,555453,6,
560552,560558,2019-11-25_16-25-15-848681,560562,6,
565660,565668,2019-11-25_16-25-21-894922,565672,8,
570768,570776,2019-11-25_16-25-27-950124,570779,8,
575876,575887,2019-11-25_16-25-34-020887,575890,11,
580984,580991,2019-11-25_16-25-40-121007,580994,7,
586092,586100,2019-11-25_16-25-46-191918,586103,8,
591200,591207,2019-11-25_16-25-52-264122,591210,7,
596308,596474,2019-11-25_16-25-58-450850,596477,166,
601416,601477,2019-11-25_16-26-04-481579,601482,61,
606524,606532,2019-11-25_16-26-10-470865,606535,8,
611632,611641,2019-11-25_16-26-16-531466,611644,9,
616740,616750,2019-11-25_16-26-22-619050,616753,10,
621848,621855,2019-11-25_16-26-28-701896,621858,7,
626956,626961,2019-11-25_16-26-34-773816,626964,5,
632064,632074,2019-11-25_16-26-40-844610,632077,10,
637172,637178,2019-11-25_16-26-46-911718,637182,6,
642280,642288,2019-11-25_16-26-52-992334,642293,8,
647388,647398,2019-11-25_16-26-59-067599,647403,10,
652496,652504,2019-11-25_16-27-05-130017,652507,8,
657604,657611,2019-11-25_16-27-11-201242,657614,7,
