EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1574713005.865331,131579.000,22546,6,PG,1,100,11270
1574713005.865331,131579.000,22546,6,PG,1,100,11286
1574713005.865331,131579.000,22546,6,PG,1,100,11287
1574713005.865331,131579.000,22546,6,PG,1,100,11396
1574713005.865331,131579.000,22546,6,PG,1,100,11418
1574713005.865331,131579.000,22546,6,PG,1,100,11432
1574713005.904958,131612.333,22564,3,PG,1,100,11447
1574713005.944585,131645.667,22564,3,PG,1,100,11467
1574713005.984212,131679.000,22564,3,PG,1,100,11468
1574713006.025027,131713.333,22583,3,PG,1,100,11418
1574713006.065843,131747.667,22583,3,PG,1,100,11356
1574713006.106658,131782.000,22583,3,PG,1,100,11341
1574713006.148266,131817.000,22601,2,PG,1,100,11353
1574713006.189874,131852.000,22601,2,PG,1,100,11354
1574713006.235049,131890.000,22619,3,PG,1,100,11358
1574713006.280223,131928.000,22619,3,PG,1,100,11305
1574713006.325398,131966.000,22619,3,PG,1,100,11284
1574713006.362647,131997.333,22637,3,PG,1,100,11284
1574713006.399896,132028.667,22637,3,PG,1,100,11286
1574713006.437145,132060.000,22637,3,PG,1,100,11334
1574713006.476376,132093.000,22655,3,PG,1,100,11375
1574713006.515606,132126.000,22655,3,PG,1,100,11405
1574713006.554837,132159.000,22655,3,PG,1,100,11394
1574713006.595652,132193.333,22672,3,PG,1,100,11362
1574713006.636467,132227.667,22672,3,PG,1,100,11368
1574713006.677283,132262.000,22672,3,PG,1,100,11392
1574713006.718495,132296.667,22690,3,PG,1,100,11387
1574713006.759707,132331.333,22690,3,PG,1,100,11413
1574713006.800919,132366.000,22690,3,PG,1,100,11438
1574713006.841734,132400.333,22708,3,PG,1,100,11469
1574713006.882550,132434.667,22708,3,PG,1,100,11488
1574713006.923365,132469.000,22708,3,PG,1,100,11502
1574713006.961803,132501.333,22724,3,PG,1,100,11519
1574713007.000241,132533.667,22724,3,PG,1,100,11535
1574713007.038679,132566.000,22724,3,PG,1,100,11545
1574713007.077117,132598.333,22743,3,PG,1,100,11523
1574713007.115555,132630.667,22743,3,PG,1,100,11467
1574713007.153993,132663.000,22743,3,PG,1,100,11431
1574713007.194412,132697.000,22761,3,PG,1,100,11425
1574713007.234831,132731.000,22761,3,PG,1,100,11426
1574713007.275250,132765.000,22761,3,PG,1,100,11391
1574713007.316462,132799.667,22779,3,PG,1,100,11382
1574713007.357674,132834.333,22779,3,PG,1,100,11366
1574713007.398886,132869.000,22779,3,PG,1,100,11374
1574713007.439701,132903.333,22797,3,PG,1,100,11376
1574713007.480517,132937.667,22797,3,PG,1,100,11383
1574713007.521332,132972.000,22797,3,PG,1,100,11391
1574713007.560959,133005.333,22815,3,PG,1,100,11416
1574713007.600586,133038.667,22815,3,PG,1,100,11427
1574713007.640213,133072.000,22815,3,PG,1,100,11440
1574713007.676471,133102.500,22833,4,PG,1,100,11438
1574713007.712729,133133.000,22833,4,PG,1,100,11457
1574713007.748988,133163.500,22833,4,PG,1,100,11483
1574713007.785246,133194.000,22833,4,PG,1,100,11456
1574713007.825665,133228.000,22851,3,PG,1,100,11451
1574713007.866085,133262.000,22851,3,PG,1,100,11558
1574713007.906504,133296.000,22851,3,PG,1,100,11609
1574713007.952867,133335.000,22868,2,PG,1,100,11626
1574713007.999231,133374.000,22868,2,PG,1,100,11656
1574713008.039650,133408.000,22887,3,PG,1,100,11620
1574713008.080069,133442.000,22887,3,PG,1,100,11615
1574713008.120488,133476.000,22887,3,PG,1,100,11589
1574713008.160511,133509.667,22903,3,PG,1,100,11570
1574713008.200534,133543.333,22903,3,PG,1,100,11560
1574713008.240557,133577.000,22903,3,PG,1,100,11574
1574713008.278995,133609.333,22921,3,PG,1,100,11534
1574713008.317433,133641.667,22921,3,PG,1,100,11491
1574713008.355871,133674.000,22921,3,PG,1,100,11477
1574713008.395102,133707.000,22939,3,PG,1,100,11476
1574713008.434332,133740.000,22939,3,PG,1,100,11481
1574713008.473562,133773.000,22939,3,PG,1,100,11500
1574713008.515963,133808.667,22957,3,PG,1,100,11501
1574713008.558364,133844.333,22957,3,PG,1,100,11514
1574713008.600764,133880.000,22957,3,PG,1,100,11528
1574713008.641580,133914.333,22975,3,PG,1,100,11536
1574713008.682395,133948.667,22975,3,PG,1,100,11545
1574713008.723211,133983.000,22975,3,PG,1,100,11534
1574713008.763630,134017.000,22993,3,PG,1,100,11552
1574713008.804049,134051.000,22993,3,PG,1,100,11567
1574713008.844469,134085.000,22993,3,PG,1,100,11586
1574713008.882114,134116.667,23011,3,PG,1,100,11607
1574713008.919760,134148.333,23011,3,PG,1,100,11650
1574713008.957405,134180.000,23011,3,PG,1,100,11643
