EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1574713005.799948,131524.000,22551,2,TH,1,100,16162
1574713005.799948,131524.000,22551,2,TH,1,100,16164
1574713005.924772,131629.000,22569,1,TH,1,100,16164
1574713006.062673,131745.000,22588,1,TH,1,100,16150
1574713006.200574,131861.000,22606,1,TH,1,100,16184
1574713006.334908,131974.000,22624,1,TH,1,100,16166
1574713006.462110,132081.000,22642,1,TH,1,100,16158
1574713006.595256,132193.000,22677,1,TH,1,100,16112
1574713006.728402,132305.000,22695,1,TH,1,100,16152
1574713006.866302,132421.000,22712,1,TH,1,100,16184
1574713007.001826,132535.000,22729,1,TH,1,100,16170
1574713007.127839,132641.000,22748,1,TH,1,100,16136
1574713007.259796,132752.000,22766,1,TH,1,100,16154
1574713007.398886,132869.000,22784,1,TH,1,100,16180
1574713007.535598,132984.000,22802,1,TH,1,100,16168
1574713007.665177,133093.000,22820,1,TH,1,100,16164
1574713007.792379,133200.000,22838,1,TH,1,100,16138
1574713007.929091,133315.000,22873,1,TH,1,100,16156
1574713008.068181,133432.000,22891,1,TH,1,100,16192
1574713008.204893,133547.000,22908,1,TH,1,100,16190
1574713008.329718,133652.000,22926,1,TH,1,100,16126
1574713008.461674,133763.000,22944,1,TH,1,100,16184
1574713008.600764,133880.000,22962,1,TH,1,100,16204
1574713008.733910,133992.000,22980,1,TH,1,100,16188
1574713008.868245,134105.000,22998,1,TH,1,100,16184
1574713008.995446,134212.000,23016,1,TH,1,100,16120
1574713009.126215,134322.000,23052,1,TH,1,100,16156
1574713009.265305,134439.000,23069,1,TH,1,100,16206
1574713009.405583,134557.000,23086,1,TH,1,100,16190
1574713009.529218,134661.000,23104,1,TH,1,100,16138
1574713009.658798,134770.000,23122,1,TH,1,100,16140
1574713009.795510,134885.000,23140,1,TH,1,100,16200
1574713009.927467,134996.000,23158,1,TH,1,100,16200
1574713010.067746,135114.000,23176,1,TH,1,100,16182
