EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1574713005.874842,131587.000,22559,10,MX,1,100,-23
1574713005.874842,131587.000,22559,10,MX,1,100,-23
1574713005.874842,131587.000,22559,10,MX,1,100,-23
1574713005.874842,131587.000,22559,10,MX,1,100,-23
1574713005.874842,131587.000,22559,10,MX,1,100,-24
1574713005.874842,131587.000,22559,10,MX,1,100,-23
1574713005.874842,131587.000,22559,10,MX,1,100,-23
1574713005.874842,131587.000,22559,10,MX,1,100,-24
1574713005.874842,131587.000,22559,10,MX,1,100,-24
1574713005.874842,131587.000,22559,10,MX,1,100,-24
1574713005.914469,131620.333,22577,3,MX,1,100,-23
1574713005.954095,131653.667,22577,3,MX,1,100,-23
1574713005.993722,131687.000,22577,3,MX,1,100,-23
1574713006.041274,131727.000,22596,2,MX,1,100,-22
1574713006.088826,131767.000,22596,2,MX,1,100,-24
1574713006.129642,131801.333,22614,3,MX,1,100,-23
1574713006.170457,131835.667,22614,3,MX,1,100,-23
1574713006.211273,131870.000,22614,3,MX,1,100,-25
1574713006.252485,131904.667,22632,3,MX,1,100,-23
1574713006.293696,131939.333,22632,3,MX,1,100,-23
1574713006.334908,131974.000,22632,3,MX,1,100,-23
1574713006.372157,132005.333,22650,3,MX,1,100,-24
1574713006.409406,132036.667,22650,3,MX,1,100,-23
1574713006.446656,132068.000,22650,3,MX,1,100,-23
1574713006.485886,132101.000,22667,4,MX,1,100,-22
1574713006.525116,132134.000,22667,4,MX,1,100,-22
1574713006.564347,132167.000,22667,4,MX,1,100,-23
1574713006.603577,132200.000,22667,4,MX,1,100,-23
1574713006.645780,132235.500,22685,2,MX,1,100,-23
1574713006.687982,132271.000,22685,2,MX,1,100,-24
1574713006.728402,132305.000,22703,3,MX,1,100,-24
1574713006.768821,132339.000,22703,3,MX,1,100,-23
1574713006.809240,132373.000,22703,3,MX,1,100,-24
1574713006.854414,132411.000,22719,3,MX,1,100,-22
1574713006.899589,132449.000,22719,3,MX,1,100,-23
1574713006.944763,132487.000,22719,3,MX,1,100,-24
1574713006.982805,132519.000,22737,3,MX,1,100,-23
1574713007.020847,132551.000,22737,3,MX,1,100,-24
1574713007.058888,132583.000,22737,3,MX,1,100,-23
1574713007.097326,132615.333,22756,3,MX,1,100,-23
1574713007.135764,132647.667,22756,3,MX,1,100,-23
1574713007.174202,132680.000,22756,3,MX,1,100,-23
1574713007.215414,132714.667,22774,3,MX,1,100,-24
1574713007.256626,132749.333,22774,3,MX,1,100,-25
1574713007.297837,132784.000,22774,3,MX,1,100,-23
1574713007.338257,132818.000,22792,3,MX,1,100,-24
1574713007.378676,132852.000,22792,3,MX,1,100,-24
1574713007.419095,132886.000,22792,3,MX,1,100,-25
1574713007.460703,132921.000,22810,3,MX,1,100,-23
1574713007.502311,132956.000,22810,3,MX,1,100,-23
1574713007.543920,132991.000,22810,3,MX,1,100,-23
1574713007.582754,133023.667,22828,3,MX,1,100,-22
1574713007.621588,133056.333,22828,3,MX,1,100,-22
1574713007.660422,133089.000,22828,3,MX,1,100,-22
1574713007.702030,133124.000,22846,3,MX,1,100,-22
1574713007.743638,133159.000,22846,3,MX,1,100,-22
1574713007.785246,133194.000,22846,3,MX,1,100,-21
1574713007.825665,133228.000,22863,3,MX,1,100,-21
1574713007.866085,133262.000,22863,3,MX,1,100,-21
1574713007.906504,133296.000,22863,3,MX,1,100,-21
1574713007.948112,133331.000,22881,3,MX,1,100,-23
1574713007.989720,133366.000,22881,3,MX,1,100,-24
1574713008.031328,133401.000,22881,3,MX,1,100,-24
1574713008.072540,133435.667,22898,3,MX,1,100,-26
1574713008.113752,133470.333,22898,3,MX,1,100,-28
1574713008.154964,133505.000,22898,3,MX,1,100,-27
1574713008.193798,133537.667,22916,3,MX,1,100,-28
1574713008.232632,133570.333,22916,3,MX,1,100,-27
1574713008.271466,133603.000,22916,3,MX,1,100,-27
1574713008.309508,133635.000,22934,3,MX,1,100,-28
1574713008.347549,133667.000,22934,3,MX,1,100,-27
1574713008.385591,133699.000,22934,3,MX,1,100,-27
1574713008.429181,133735.667,22952,3,MX,1,100,-28
1574713008.472770,133772.333,22952,3,MX,1,100,-27
1574713008.516359,133809.000,22952,3,MX,1,100,-28
1574713008.557967,133844.000,22970,3,MX,1,100,-28
1574713008.599576,133879.000,22970,3,MX,1,100,-28
1574713008.641184,133914.000,22970,3,MX,1,100,-28
1574713008.682792,133949.000,22988,3,MX,1,100,-28
1574713008.724400,133984.000,22988,3,MX,1,100,-27
1574713008.766008,134019.000,22988,3,MX,1,100,-26
1574713008.804446,134051.333,23006,3,MX,1,100,-27
1574713008.842884,134083.667,23006,3,MX,1,100,-27
1574713008.881321,134116.000,23006,3,MX,1,100,-27
1574713008.919363,134148.000,23024,3,MX,1,100,-25
1574713008.957405,134180.000,23024,3,MX,1,100,-28
1574713008.995446,134212.000,23024,3,MX,1,100,-25
1574713009.035470,134245.667,23042,3,MX,1,100,-27
1574713009.075492,134279.333,23042,3,MX,1,100,-26
1574713009.115515,134313.000,23042,3,MX,1,100,-26
1574713009.156727,134347.667,23060,3,MX,1,100,-28
1574713009.197939,134382.333,23060,3,MX,1,100,-26
1574713009.239151,134417.000,23060,3,MX,1,100,-26
1574713009.280164,134451.500,23076,2,MX,1,100,-26
1574713009.321178,134486.000,23076,2,MX,1,100,-27
1574713009.365560,134523.333,23094,3,MX,1,100,-26
1574713009.409942,134560.667,23094,3,MX,1,100,-26
1574713009.454324,134598.000,23094,3,MX,1,100,-26
1574713009.491474,134629.250,23112,4,MX,1,100,-27
1574713009.528624,134660.500,23112,4,MX,1,100,-27
1574713009.565774,134691.750,23112,4,MX,1,100,-27
1574713009.602924,134723.000,23112,4,MX,1,100,-26
1574713009.642947,134756.667,23130,3,MX,1,100,-27
1574713009.682970,134790.333,23130,3,MX,1,100,-27
1574713009.722993,134824.000,23130,3,MX,1,100,-25
1574713009.763809,134858.333,23148,3,MX,1,100,-26
1574713009.804624,134892.667,23148,3,MX,1,100,-26
1574713009.845440,134927.000,23148,3,MX,1,100,-25
1574713009.886255,134961.333,23166,3,MX,1,100,-26
1574713009.927071,134995.667,23166,3,MX,1,100,-27
1574713009.967886,135030.000,23166,3,MX,1,100,-28
1574713010.009494,135065.000,23184,2,MX,1,100,-26
