EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1574713011.827172,136594.000,23438,1,TL,1,100,2019-11-25_16-16-51-812650
1574713012.010248,136748.000,23458,1,TL,1,100,2019-11-25_16-16-51-972196
1574713017.903138,141705.000,24334,1,TL,1,100,2019-11-25_16-16-57-896590
1574713018.093346,141865.000,24355,1,TL,1,100,2019-11-25_16-16-58-081873
1574713023.970782,146809.000,25231,1,TL,1,100,2019-11-25_16-17-03-968282
1574713024.157424,146966.000,25252,1,TL,1,100,2019-11-25_16-17-04-124349
1574713030.046748,151920.000,26128,1,TL,1,100,2019-11-25_16-17-10-042187
1574713030.232201,152076.000,26148,1,TL,1,100,2019-11-25_16-17-10-197866
1574713036.119147,157028.000,27024,1,TL,1,100,2019-11-25_16-17-16-102236
1574713036.301034,157181.000,27044,1,TL,1,100,2019-11-25_16-17-16-265469
1574713042.195113,162139.000,27920,1,TL,1,100,2019-11-25_16-17-22-185431
1574713042.595739,162476.000,27975,1,TL,1,100,2019-11-25_16-17-22-529629
1574713048.261568,167242.000,28816,1,TL,1,100,2019-11-25_16-17-28-235908
1574713048.602754,167529.000,28854,1,TL,1,100,2019-11-25_16-17-28-581683
1574713054.519420,172506.000,29730,1,TL,1,100,2019-11-25_16-17-34-464495
1574713054.530120,172515.000,29732,1,TL,1,100,2019-11-25_16-17-34-464876
1574713060.628673,177645.000,30626,1,TL,1,100,2019-11-25_16-17-40-580878
1574713060.636994,177652.000,30628,1,TL,1,100,2019-11-25_16-17-40-581260
1574713066.566737,182640.000,31504,1,TL,1,100,2019-11-25_16-17-46-520269
1574713066.667785,182725.000,31524,1,TL,1,100,2019-11-25_16-17-46-596974
1574713072.771094,187859.000,32418,1,TL,1,100,2019-11-25_16-17-52-740585
1574713072.779415,187866.000,32420,1,TL,1,100,2019-11-25_16-17-52-740911
1574713078.624753,192783.000,33296,1,TL,1,100,2019-11-25_16-17-58-602147
1574713078.804262,192934.000,33316,1,TL,1,100,2019-11-25_16-17-58-767040
1574713084.699530,197893.000,34192,1,TL,1,100,2019-11-25_16-18-04-670166
1574713084.883795,198048.000,34212,1,TL,1,100,2019-11-25_16-18-04-837413
1574713090.786195,203013.000,35088,1,TL,1,100,2019-11-25_16-18-10-739090
1574713090.958571,203158.000,35108,1,TL,1,100,2019-11-25_16-18-10-904754
1574713096.846706,208111.000,35984,1,TL,1,100,2019-11-25_16-18-16-812302
1574713097.033348,208268.000,36005,1,TL,1,100,2019-11-25_16-18-16-969022
1574713102.914351,213215.000,36881,1,TL,1,100,2019-11-25_16-18-22-881188
1574713103.144978,213409.000,36902,1,TL,1,100,2019-11-25_16-18-23-034805
1574713108.985561,218322.000,37777,1,TL,1,100,2019-11-25_16-18-28-930826
1574713109.174581,218481.000,37798,1,TL,1,100,2019-11-25_16-18-29-090552
1574713115.071037,223441.000,38674,1,TL,1,100,2019-11-25_16-18-35-014532
1574713115.246980,223589.000,38694,1,TL,1,100,2019-11-25_16-18-35-175810
1574713121.130360,228538.000,39570,1,TL,1,100,2019-11-25_16-18-41-088631
1574713121.321757,228699.000,39590,1,TL,1,100,2019-11-25_16-18-41-258977
1574713127.206325,233649.000,40466,1,TL,1,100,2019-11-25_16-18-47-161775
1574713127.608140,233987.000,40522,1,TL,1,100,2019-11-25_16-18-47-517496
1574713133.276347,238755.000,41362,1,TL,1,100,2019-11-25_16-18-53-224042
1574713133.495087,238939.000,41382,1,TL,1,100,2019-11-25_16-18-53-453983
1574713139.541332,244025.000,42276,1,TL,1,100,2019-11-25_16-18-59-508262
1574713139.550843,244033.000,42278,1,TL,1,100,2019-11-25_16-18-59-508571
1574713145.702892,249208.000,43192,1,TL,1,100,2019-11-25_16-19-05-647185
1574713151.552985,254129.000,44050,1,TL,1,100,2019-11-25_16-19-11-525284
1574713151.677809,254234.000,44070,1,TL,1,100,2019-11-25_16-19-11-634422
1574713157.571888,259192.000,44946,1,TL,1,100,2019-11-25_16-19-17-541308
1574713157.751397,259343.000,44966,1,TL,1,100,2019-11-25_16-19-17-707092
1574713163.638344,264295.000,45842,1,TL,1,100,2019-11-25_16-19-23-627086
1574713163.822608,264450.000,45862,1,TL,1,100,2019-11-25_16-19-23-789445
1574713169.714309,269406.000,46738,1,TL,1,100,2019-11-25_16-19-29-684889
1574713169.908084,269569.000,46758,1,TL,1,100,2019-11-25_16-19-29-855018
1574713175.783142,274511.000,47634,1,TL,1,100,2019-11-25_16-19-35-740026
1574713175.975728,274673.000,47654,1,TL,1,100,2019-11-25_16-19-35-909279
1574713181.854353,279618.000,48530,1,TL,1,100,2019-11-25_16-19-41-825712
1574713182.042183,279776.000,48551,1,TL,1,100,2019-11-25_16-19-42-002686
1574713188.028989,284812.000,49428,1,TL,1,100,2019-11-25_16-19-48-002349
1574713188.116960,284886.000,49449,1,TL,1,100,2019-11-25_16-19-48-065461
1574713193.999151,289834.000,50324,1,TL,1,100,2019-11-25_16-19-53-969234
1574713194.186982,289992.000,50345,1,TL,1,100,2019-11-25_16-19-54-141005
1574713200.071551,294942.000,51223,1,TL,1,100,2019-11-25_16-20-00-039514
1574713200.298612,295133.000,51243,1,TL,1,100,2019-11-25_16-20-00-276824
1574713206.145139,300051.000,52119,1,TL,1,100,2019-11-25_16-20-06-131826
1574713206.554086,300395.000,52173,1,TL,1,100,2019-11-25_16-20-06-506112
1574713212.217538,305159.000,53015,1,TL,1,100,2019-11-25_16-20-12-196464
1574713212.505228,305401.000,53053,1,TL,1,100,2019-11-25_16-20-12-460127
1574713218.289937,310267.000,53911,1,TL,1,100,2019-11-25_16-20-18-255657
1574713218.478957,310426.000,53931,1,TL,1,100,2019-11-25_16-20-18-439272
1574713224.583454,315561.000,54826,1,TL,1,100,2019-11-25_16-20-24-555013
1574713224.591775,315568.000,54828,1,TL,1,100,2019-11-25_16-20-24-556410
1574713230.630888,320648.000,55722,1,TL,1,100,2019-11-25_16-20-30-555537
1574713230.641587,320657.000,55724,1,TL,1,100,2019-11-25_16-20-30-581003
1574713236.507135,325591.000,56600,1,TL,1,100,2019-11-25_16-20-36-474168
1574713236.686644,325742.000,56620,1,TL,1,100,2019-11-25_16-20-36-632826
1574713242.580723,330700.000,57496,1,TL,1,100,2019-11-25_16-20-42-551776
1574713242.766176,330856.000,57516,1,TL,1,100,2019-11-25_16-20-42-726642
1574713248.659066,335813.000,58392,1,TL,1,100,2019-11-25_16-20-48-641151
1574713248.840953,335966.000,58412,1,TL,1,100,2019-11-25_16-20-48-798034
1574713254.725522,340916.000,59289,1,TL,1,100,2019-11-25_16-20-54-707638
1574713254.916919,341077.000,59309,1,TL,1,100,2019-11-25_16-20-54-882587
1574713260.800299,346026.000,60185,1,TL,1,100,2019-11-25_16-21-00-773496
1574713260.991696,346187.000,60205,1,TL,1,100,2019-11-25_16-21-00-945123
1574713266.871509,351133.000,61081,1,TL,1,100,2019-11-25_16-21-06-855426
1574713267.065284,351296.000,61102,1,TL,1,100,2019-11-25_16-21-07-016704
1574713272.945097,356242.000,61977,1,TL,1,100,2019-11-25_16-21-12-941814
1574713273.128173,356396.000,61998,1,TL,1,100,2019-11-25_16-21-13-095770
1574713279.018685,361351.000,62874,1,TL,1,100,2019-11-25_16-21-19-004970
1574713285.087518,366456.000,63768,1,TL,1,100,2019-11-25_16-21-25-062701
1574713285.274160,366613.000,63788,1,TL,1,100,2019-11-25_16-21-25-232654
1574713291.159918,371564.000,64664,1,TL,1,100,2019-11-25_16-21-31-146982
1574713291.565299,371905.000,64720,1,TL,1,100,2019-11-25_16-21-31-507877
1574713297.232317,376672.000,24,1,TL,1,100,2019-11-25_16-21-37-208893
1574713297.511685,376907.000,61,1,TL,1,100,2019-11-25_16-21-37-463518
1574713303.304716,381780.000,920,1,TL,1,100,2019-11-25_16-21-43-275246
1574713303.523456,381964.000,940,1,TL,1,100,2019-11-25_16-21-43-504170
1574713309.457954,386956.000,1816,1,TL,1,100,2019-11-25_16-21-49-436133
1574713309.566135,387047.000,1836,1,TL,1,100,2019-11-25_16-21-49-519456
1574713315.476857,392019.000,2712,1,TL,1,100,2019-11-25_16-21-55-476265
1574713315.636157,392153.000,2732,1,TL,1,100,2019-11-25_16-21-55-606801
1574713321.556389,397133.000,3608,1,TL,1,100,2019-11-25_16-22-01-544460
1574713321.702612,397256.000,3628,1,TL,1,100,2019-11-25_16-22-01-676260
1574713327.593125,402211.000,4504,1,TL,1,100,2019-11-25_16-22-07-576602
1574713327.779767,402368.000,4524,1,TL,1,100,2019-11-25_16-22-07-743411
1574713333.682167,407333.000,5400,1,TL,1,100,2019-11-25_16-22-13-677990
1574713333.860487,407483.000,5420,1,TL,1,100,2019-11-25_16-22-13-826353
1574713339.736734,412426.000,6296,1,TL,1,100,2019-11-25_16-22-19-727741
1574713339.924565,412584.000,6316,1,TL,1,100,2019-11-25_16-22-19-897680
1574713345.817455,417541.000,7192,1,TL,1,100,2019-11-25_16-22-25-799555
1574713346.021929,417713.000,7213,1,TL,1,100,2019-11-25_16-22-25-953122
1574713351.889855,422649.000,8088,1,TL,1,100,2019-11-25_16-22-31-883167
1574713352.076497,422806.000,8109,1,TL,1,100,2019-11-25_16-22-32-040095
1574713357.986030,427777.000,8984,1,TL,1,100,2019-11-25_16-22-37-993222
1574713358.140574,427907.000,9005,1,TL,1,100,2019-11-25_16-22-38-123712
1574713364.028709,432860.000,9883,1,TL,1,100,2019-11-25_16-22-44-033159
1574713364.447167,433212.000,9938,1,TL,1,100,2019-11-25_16-22-44-278421
1574713370.108241,437974.000,10779,1,TL,1,100,2019-11-25_16-22-50-101151
1574713370.544532,438341.000,10835,1,TL,1,100,2019-11-25_16-22-50-275648
1574713376.172319,443075.000,11675,1,TL,1,100,2019-11-25_16-22-56-152385
1574713376.627630,443458.000,11730,1,TL,1,100,2019-11-25_16-22-56-609385
1574713382.248285,448186.000,12571,1,TL,1,100,2019-11-25_16-23-02-236816
1574713382.541919,448433.000,12609,1,TL,1,100,2019-11-25_16-23-02-515291
