EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1574714555.700245,171459.000,29567,3,EL,1,100,0.203430
1574714555.700245,171459.000,29567,3,EL,1,100,0.203470
1574714555.700245,171459.000,29567,3,EL,1,100,0.203873
1574714555.770432,171518.000,29585,2,EL,1,100,0.204155
1574714555.840619,171577.000,29585,2,EL,1,100,0.203954
1574714555.904263,171630.500,29601,2,EL,1,100,0.205122
1574714555.967907,171684.000,29601,2,EL,1,100,0.204840
1574714556.031551,171737.500,29619,2,EL,1,100,0.204518
1574714556.095195,171791.000,29619,2,EL,1,100,0.205283
1574714556.165381,171850.000,29637,1,EL,1,100,0.205001
1574714556.232594,171906.500,29655,2,EL,1,100,0.205041
1574714556.299807,171963.000,29655,2,EL,1,100,0.205525
1574714556.368209,172020.500,29673,2,EL,1,100,0.206089
1574714556.436612,172078.000,29673,2,EL,1,100,0.205565
1574714556.501445,172132.500,29692,2,EL,1,100,0.205968
1574714556.566279,172187.000,29692,2,EL,1,100,0.206089
1574714556.631112,172241.500,29710,2,EL,1,100,0.206532
1574714556.695946,172296.000,29710,2,EL,1,100,0.206774
1574714556.758995,172349.000,29728,2,EL,1,100,0.207015
1574714556.822044,172402.000,29728,2,EL,1,100,0.206774
1574714556.885093,172455.000,29746,1,EL,1,100,0.206733
1574714556.952306,172511.500,29763,2,EL,1,100,0.207579
1574714557.019519,172568.000,29763,2,EL,1,100,0.206774
1574714557.089111,172626.500,29781,2,EL,1,100,0.207015
1574714557.158703,172685.000,29781,2,EL,1,100,0.207096
1574714557.227700,172743.000,29799,2,EL,1,100,0.206693
1574714557.296697,172801.000,29799,2,EL,1,100,0.206613
1574714557.360341,172854.500,29815,2,EL,1,100,0.206492
1574714557.423985,172908.000,29815,2,EL,1,100,0.206854
1574714557.488224,172962.000,29834,1,EL,1,100,0.205887
1574714557.553652,173017.000,29852,2,EL,1,100,0.206774
1574714557.619081,173072.000,29852,2,EL,1,100,0.207096
1574714557.687483,173129.500,29870,2,EL,1,100,0.206169
1574714557.755885,173187.000,29870,2,EL,1,100,0.205444
1574714557.823098,173243.500,29888,2,EL,1,100,0.206290
1574714557.890311,173300.000,29888,2,EL,1,100,0.206411
1574714557.959903,173358.500,29906,2,EL,1,100,0.205807
1574714558.029495,173417.000,29906,2,EL,1,100,0.206089
1574714558.097302,173474.000,29924,1,EL,1,100,0.207015
1574714558.163325,173529.500,29941,2,EL,1,100,0.208224
1574714558.229348,173585.000,29941,2,EL,1,100,0.208868
1574714558.292398,173638.000,29959,2,EL,1,100,0.209231
1574714558.355447,173691.000,29959,2,EL,1,100,0.210399
1574714558.421470,173746.500,29978,2,EL,1,100,0.212172
1574714558.487493,173802.000,29978,2,EL,1,100,0.213622
1574714558.557085,173860.500,29994,2,EL,1,100,0.215636
1574714558.626677,173919.000,29994,2,EL,1,100,0.217449
