EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1574868621.104945,47424.000,7896,9,GX,1,100,-1.343
1574868621.104945,47424.000,7896,9,GX,1,100,-11.230
1574868621.104945,47424.000,7896,9,GX,1,100,-12.207
1574868621.104945,47424.000,7896,9,GX,1,100,-12.695
1574868621.104945,47424.000,7896,9,GX,1,100,-17.670
1574868621.104945,47424.000,7896,9,GX,1,100,-18.799
1574868621.104945,47424.000,7896,9,GX,1,100,-24.353
1574868621.104945,47424.000,7896,9,GX,1,100,-30.640
1574868621.104945,47424.000,7896,9,GX,1,100,-13.458
1574868621.142958,47456.000,7913,3,GX,1,100,-4.395
1574868621.180970,47488.000,7913,3,GX,1,100,-3.693
1574868621.218983,47520.000,7913,3,GX,1,100,2.838
1574868621.261351,47555.667,7931,3,GX,1,100,-1.343
1574868621.303719,47591.333,7931,3,GX,1,100,-4.150
1574868621.346087,47627.000,7931,3,GX,1,100,-3.662
1574868621.387663,47662.000,7949,3,GX,1,100,4.456
1574868621.429239,47697.000,7949,3,GX,1,100,3.021
1574868621.470815,47732.000,7949,3,GX,1,100,2.472
1574868621.510807,47765.667,7967,3,GX,1,100,5.920
1574868621.550799,47799.333,7967,3,GX,1,100,3.143
1574868621.590791,47833.000,7967,3,GX,1,100,-0.763
1574868621.632764,47868.333,7985,3,GX,1,100,-6.775
1574868621.674736,47903.667,7985,3,GX,1,100,-8.331
1574868621.716708,47939.000,7985,3,GX,1,100,-8.270
1574868621.753928,47970.333,8003,3,GX,1,100,-4.700
1574868621.791149,48001.667,8003,3,GX,1,100,-1.862
1574868621.828369,48033.000,8003,3,GX,1,100,0.397
1574868621.866382,48065.000,8021,3,GX,1,100,1.160
1574868621.904394,48097.000,8021,3,GX,1,100,-0.061
1574868621.942406,48129.000,8021,3,GX,1,100,-1.740
1574868621.987150,48166.667,8039,3,GX,1,100,-1.587
1574868622.031894,48204.333,8039,3,GX,1,100,-0.244
1574868622.076638,48242.000,8039,3,GX,1,100,0.824
1574868622.117422,48276.333,8057,3,GX,1,100,2.350
1574868622.158206,48310.667,8057,3,GX,1,100,3.967
1574868622.198990,48345.000,8057,3,GX,1,100,4.852
1574868622.240170,48379.667,8075,3,GX,1,100,11.200
1574868622.281350,48414.333,8075,3,GX,1,100,6.927
1574868622.322531,48449.000,8075,3,GX,1,100,0.580
1574868622.361731,48482.000,8091,3,GX,1,100,2.411
1574868622.400931,48515.000,8091,3,GX,1,100,4.547
1574868622.440131,48548.000,8091,3,GX,1,100,5.768
1574868622.478144,48580.000,8109,3,GX,1,100,6.195
1574868622.516156,48612.000,8109,3,GX,1,100,4.913
1574868622.554169,48644.000,8109,3,GX,1,100,4.059
1574868622.594161,48677.667,8127,3,GX,1,100,-1.038
1574868622.634153,48711.333,8127,3,GX,1,100,-6.775
1574868622.674145,48745.000,8127,3,GX,1,100,-5.798
1574868622.715326,48779.667,8145,3,GX,1,100,-4.944
1574868622.756505,48814.333,8145,3,GX,1,100,-5.310
1574868622.797686,48849.000,8145,3,GX,1,100,0.000
1574868622.839262,48884.000,8163,2,GX,1,100,4.425
1574868622.880838,48919.000,8163,2,GX,1,100,6.134
1574868622.924790,48956.000,8181,3,GX,1,100,5.219
1574868622.968742,48993.000,8181,3,GX,1,100,1.984
1574868623.012693,49030.000,8181,3,GX,1,100,-0.549
1574868623.050409,49061.750,8199,4,GX,1,100,-0.488
1574868623.088124,49093.500,8199,4,GX,1,100,0.122
1574868623.125840,49125.250,8199,4,GX,1,100,-0.153
1574868623.163555,49157.000,8199,4,GX,1,100,-0.763
1574868623.202755,49190.000,8218,3,GX,1,100,1.465
1574868623.241956,49223.000,8218,3,GX,1,100,2.075
1574868623.281156,49256.000,8218,3,GX,1,100,2.563
1574868623.323326,49291.500,8235,2,GX,1,100,3.723
1574868623.365496,49327.000,8235,2,GX,1,100,2.411
1574868623.406280,49361.333,8253,3,GX,1,100,3.571
1574868623.447064,49395.667,8253,3,GX,1,100,4.486
1574868623.487849,49430.000,8253,3,GX,1,100,3.998
1574868623.529425,49465.000,8269,3,GX,1,100,9.369
1574868623.571001,49500.000,8269,3,GX,1,100,12.177
1574868623.612577,49535.000,8269,3,GX,1,100,18.677
1574868623.649797,49566.333,8287,3,GX,1,100,23.651
1574868623.687018,49597.667,8287,3,GX,1,100,22.369
1574868623.724238,49629.000,8287,3,GX,1,100,15.442
1574868623.766210,49664.333,8305,3,GX,1,100,10.193
1574868623.808182,49699.667,8305,3,GX,1,100,5.035
1574868623.850154,49735.000,8305,3,GX,1,100,1.404
1574868623.890939,49769.333,8323,3,GX,1,100,-2.533
1574868623.931723,49803.667,8323,3,GX,1,100,-2.136
1574868623.972507,49838.000,8323,3,GX,1,100,1.282
1574868624.012895,49872.000,8341,3,GX,1,100,5.066
1574868624.053283,49906.000,8341,3,GX,1,100,2.106
1574868624.093672,49940.000,8341,3,GX,1,100,0.244
1574868624.135247,49975.000,8360,3,GX,1,100,-1.953
1574868624.176824,50010.000,8360,3,GX,1,100,-1.495
1574868624.218400,50045.000,8360,3,GX,1,100,1.984
1574868624.256412,50077.000,8378,3,GX,1,100,2.319
1574868624.294425,50109.000,8378,3,GX,1,100,0.824
1574868624.332437,50141.000,8378,3,GX,1,100,1.740
1574868624.371241,50173.667,8396,3,GX,1,100,3.357
1574868624.410046,50206.333,8396,3,GX,1,100,3.967
1574868624.448850,50239.000,8396,3,GX,1,100,7.690
1574868624.489634,50273.333,8413,3,GX,1,100,8.911
1574868624.530418,50307.667,8413,3,GX,1,100,7.050
1574868624.571203,50342.000,8413,3,GX,1,100,4.608
1574868624.615550,50379.333,8431,3,GX,1,100,3.632
1574868624.659898,50416.667,8431,3,GX,1,100,3.967
1574868624.704246,50454.000,8431,3,GX,1,100,2.869
1574868624.745030,50488.333,8449,3,GX,1,100,4.852
1574868624.785814,50522.667,8449,3,GX,1,100,2.960
1574868624.826598,50557.000,8449,3,GX,1,100,1.099
1574868624.864215,50588.667,8465,3,GX,1,100,2.045
1574868624.901831,50620.333,8465,3,GX,1,100,1.282
1574868624.939448,50652.000,8465,3,GX,1,100,0.824
1574868624.977856,50684.333,8483,3,GX,1,100,2.045
1574868625.016264,50716.667,8483,3,GX,1,100,3.235
1574868625.054673,50749.000,8483,3,GX,1,100,2.869
1574868625.095061,50783.000,8502,3,GX,1,100,4.303
1574868625.135449,50817.000,8502,3,GX,1,100,5.951
1574868625.175838,50851.000,8502,3,GX,1,100,10.040
1574868625.217413,50886.000,8520,3,GX,1,100,18.402
1574868625.258990,50921.000,8520,3,GX,1,100,28.107
1574868625.300566,50956.000,8520,3,GX,1,100,30.396
1574868625.345309,50993.667,8538,3,GX,1,100,12.482
1574868625.390053,51031.333,8538,3,GX,1,100,-15.808
1574868625.434797,51069.000,8538,3,GX,1,100,-21.667
1574868625.472809,51101.000,8556,3,GX,1,100,-35.980
1574868625.510822,51133.000,8556,3,GX,1,100,-59.357
1574868625.548834,51165.000,8556,3,GX,1,100,-78.033
1574868625.586847,51197.000,8574,3,GX,1,100,-111.206
1574868625.624859,51229.000,8574,3,GX,1,100,-145.020
1574868625.662872,51261.000,8574,3,GX,1,100,87.799
1574868625.703656,51295.333,8592,3,GX,1,100,64.209
1574868625.744440,51329.667,8592,3,GX,1,100,-18.127
