EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1574868627.062203,52439.000,8776,2,RD,1,100,TL
1574868627.062203,52439.000,8776,2,RD,1,100,TU
1574868630.096069,54993.000,9674,2,RD,1,100,TL
1574868633.129935,57547.000,9674,2,RD,1,100,TU
1574868636.163801,60101.000,10570,2,RD,1,100,TL
1574868639.197667,62655.000,10570,2,RD,1,100,TU
1574868642.231533,65209.000,11468,2,RD,1,100,TL
1574868645.265399,67763.000,11468,2,RD,1,100,TU
1574868648.299265,70317.000,12364,2,RD,1,100,TL
1574868651.333130,72871.000,12364,2,RD,1,100,TU
1574868654.366996,75425.000,13261,2,RD,1,100,TL
1574868657.400862,77979.000,13261,2,RD,1,100,TU
1574868660.434728,80533.000,14157,2,RD,1,100,TL
1574868663.468594,83087.000,14157,2,RD,1,100,TU
1574868666.502460,85641.000,15054,2,RD,1,100,TL
1574868669.536326,88195.000,15054,2,RD,1,100,TU
1574868672.570191,90749.000,15950,2,RD,1,100,TL
1574868675.604057,93303.000,15950,2,RD,1,100,TU
1574868678.637923,95857.000,16846,2,RD,1,100,TL
1574868681.671789,98411.000,16846,2,RD,1,100,TU
1574868684.705655,100965.000,17742,2,RD,1,100,TL
1574868687.739521,103519.000,17742,2,RD,1,100,TU
1574868690.773387,106073.000,18638,2,RD,1,100,TL
1574868693.807253,108627.000,18638,2,RD,1,100,TU
1574868696.841118,111181.000,19535,2,RD,1,100,TL
1574868699.874984,113735.000,19535,2,RD,1,100,TU
1574868702.908850,116289.000,20431,2,RD,1,100,TL
1574868705.942716,118843.000,20431,2,RD,1,100,TU
1574868708.976582,121397.000,21329,2,RD,1,100,TL
1574868712.010448,123951.000,21329,2,RD,1,100,TU
1574868715.044314,126505.000,22226,2,RD,1,100,TL
1574868718.078179,129059.000,22226,2,RD,1,100,TU
1574868721.112045,131613.000,23122,2,RD,1,100,TL
1574868724.145911,134167.000,23122,2,RD,1,100,TU
1574868727.179777,136721.000,24018,2,RD,1,100,TL
1574868730.213643,139275.000,24018,2,RD,1,100,TU
1574868733.247509,141829.000,24915,2,RD,1,100,TL
1574868736.281375,144383.000,24915,2,RD,1,100,TU
1574868739.315241,146937.000,25811,2,RD,1,100,TL
1574868742.349106,149491.000,25811,2,RD,1,100,TU
1574868745.382972,152045.000,26707,2,RD,1,100,TL
1574868748.416838,154599.000,26707,2,RD,1,100,TU
1574868751.450704,157153.000,27603,2,RD,1,100,TL
1574868754.484570,159707.000,27603,2,RD,1,100,TU
1574868757.518436,162261.000,28500,2,RD,1,100,TL
1574868760.552302,164815.000,28500,2,RD,1,100,TU
1574868763.586167,167369.000,29396,2,RD,1,100,TL
1574868766.620033,169923.000,29396,2,RD,1,100,TU
1574868769.654493,172477.500,30292,2,RD,1,100,TL
1574868772.688953,175032.000,30292,2,RD,1,100,TU
1574868775.722819,177586.000,31190,2,RD,1,100,TL
1574868778.756685,180140.000,31190,2,RD,1,100,TU
1574868781.790550,182694.000,32086,2,RD,1,100,TL
1574868784.824416,185248.000,32086,2,RD,1,100,TU
1574868787.858282,187802.000,32982,2,RD,1,100,TL
1574868790.892148,190356.000,32982,2,RD,1,100,TU
1574868793.926014,192910.000,33878,2,RD,1,100,TL
1574868796.959880,195464.000,33878,2,RD,1,100,TU
1574868799.993746,198018.000,34775,2,RD,1,100,TL
1574868803.027611,200572.000,34775,2,RD,1,100,TU
1574868806.061477,203126.000,35671,2,RD,1,100,TL
1574868809.095343,205680.000,35671,2,RD,1,100,TU
1574868812.129209,208234.000,36567,2,RD,1,100,TL
1574868815.163075,210788.000,36567,2,RD,1,100,TU
1574868818.196941,213342.000,37463,2,RD,1,100,TL
1574868821.230807,215896.000,37463,2,RD,1,100,TU
1574868824.264673,218450.000,38359,2,RD,1,100,TL
1574868827.298538,221004.000,38359,2,RD,1,100,TU
1574868830.332404,223558.000,39255,2,RD,1,100,TL
1574868833.366270,226112.000,39255,2,RD,1,100,TU
1574868836.400136,228666.000,40151,2,RD,1,100,TL
1574868839.434002,231220.000,40151,2,RD,1,100,TU
1574868842.467868,233774.000,41047,2,RD,1,100,TL
1574868845.501734,236328.000,41047,2,RD,1,100,TU
1574868848.535599,238882.000,41943,2,RD,1,100,TL
1574868851.569465,241436.000,41943,2,RD,1,100,TU
1574868854.603331,243990.000,42839,2,RD,1,100,TL
1574868857.637197,246544.000,42839,2,RD,1,100,TU
1574868860.671063,249098.000,43736,2,RD,1,100,TL
1574868863.704929,251652.000,43736,2,RD,1,100,TU
1574868866.738795,254206.000,44632,2,RD,1,100,TL
1574868869.772660,256760.000,44632,2,RD,1,100,TU
1574868872.806526,259314.000,45529,2,RD,1,100,TL
1574868875.840392,261868.000,45529,2,RD,1,100,TU
1574868878.874258,264422.000,46425,2,RD,1,100,TL
1574868881.908124,266976.000,46425,2,RD,1,100,TU
1574868884.941990,269530.000,47322,2,RD,1,100,TL
1574868887.975856,272084.000,47322,2,RD,1,100,TU
1574868891.009722,274638.000,48220,2,RD,1,100,TL
1574868894.043587,277192.000,48220,2,RD,1,100,TU
1574868897.077453,279746.000,49116,2,RD,1,100,TL
1574868900.111319,282300.000,49116,2,RD,1,100,TU
1574868903.145185,284854.000,50012,2,RD,1,100,TL
1574868906.179051,287408.000,50012,2,RD,1,100,TU
1574868909.212917,289962.000,50908,2,RD,1,100,TL
1574868912.246783,292516.000,50908,2,RD,1,100,TU
1574868915.280648,295070.000,51805,2,RD,1,100,TL
1574868918.314514,297624.000,51805,2,RD,1,100,TU
1574868921.348380,300178.000,52701,2,RD,1,100,TL
1574868924.382246,302732.000,52701,2,RD,1,100,TU
1574868927.416112,305286.000,53597,2,RD,1,100,TL
1574868930.449978,307840.000,53597,2,RD,1,100,TU
1574868933.495129,310403.500,54317,2,RD,1,100,TL
1574868936.540279,312967.000,54317,2,RD,1,100,TU
1574868939.583055,315528.500,55160,2,RD,1,100,TL
1574868942.625829,318090.000,55160,2,RD,1,100,TU
1574868945.659695,320644.000,56056,2,RD,1,100,TL
1574868948.693561,323198.000,56056,2,RD,1,100,TU
1574868951.727427,325752.000,56952,2,RD,1,100,TL
1574868954.761293,328306.000,56952,2,RD,1,100,TU
1574868957.795159,330860.000,57848,2,RD,1,100,TL
1574868960.829025,333414.000,57848,2,RD,1,100,TU
1574868963.862890,335968.000,58747,2,RD,1,100,TL
1574868966.896756,338522.000,58747,2,RD,1,100,TU
1574868969.930622,341076.000,59643,2,RD,1,100,TL
1574868972.964488,343630.000,59643,2,RD,1,100,TU
1574868975.998354,346184.000,60539,2,RD,1,100,TL
1574868979.032220,348738.000,60539,2,RD,1,100,TU
1574868982.066086,351292.000,61435,2,RD,1,100,TL
1574868985.099952,353846.000,61435,2,RD,1,100,TU
1574868988.133817,356400.000,62331,2,RD,1,100,TL
1574868991.167683,358954.000,62331,2,RD,1,100,TU
1574868994.201549,361508.000,63227,2,RD,1,100,TL
1574868997.235415,364062.000,63227,2,RD,1,100,TU
1574869000.269281,366616.000,64123,2,RD,1,100,TL
1574869003.303147,369170.000,64123,2,RD,1,100,TU
1574869006.337013,371724.000,65019,2,RD,1,100,TL
1574869009.370878,374278.000,65019,2,RD,1,100,TU
1574869012.404744,376832.000,379,2,RD,1,100,TL
1574869015.438610,379386.000,379,2,RD,1,100,TU
1574869018.472476,381940.000,1275,2,RD,1,100,TL
1574869021.506342,384494.000,1275,2,RD,1,100,TU
1574869024.540208,387048.000,2171,2,RD,1,100,TL
1574869027.574074,389602.000,2171,2,RD,1,100,TU
1574869030.607940,392156.000,3067,2,RD,1,100,TL
1574869033.641805,394710.000,3067,2,RD,1,100,TU
1574869036.675671,397264.000,3964,2,RD,1,100,TL
1574869039.709537,399818.000,3964,2,RD,1,100,TU
1574869042.743403,402372.000,4860,2,RD,1,100,TL
1574869045.777269,404926.000,4860,2,RD,1,100,TU
1574869048.811135,407480.000,5757,2,RD,1,100,TL
1574869051.845001,410034.000,5757,2,RD,1,100,TU
1574869054.878866,412588.000,6655,2,RD,1,100,TL
1574869057.912732,415142.000,6655,2,RD,1,100,TU
1574869060.946598,417696.000,7551,2,RD,1,100,TL
1574869063.980464,420250.000,7551,2,RD,1,100,TU
1574869067.014330,422804.000,8449,2,RD,1,100,TL
1574869070.048196,425358.000,8449,2,RD,1,100,TU
1574869073.082062,427912.000,9345,2,RD,1,100,TL
1574869076.115928,430466.000,9345,2,RD,1,100,TU
1574869079.149793,433020.000,10243,2,RD,1,100,TL
1574869082.183659,435574.000,10243,2,RD,1,100,TU
1574869085.217525,438128.000,11139,2,RD,1,100,TL
