EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1574868621.114449,47432.000,7885,5,PR,1,100,197608
1574868621.114449,47432.000,7885,5,PR,1,100,197594
1574868621.114449,47432.000,7885,5,PR,1,100,197531
1574868621.114449,47432.000,7885,5,PR,1,100,197506
1574868621.114449,47432.000,7885,5,PR,1,100,197557
1574868621.152065,47463.667,7904,3,PR,1,100,197561
1574868621.189681,47495.333,7904,3,PR,1,100,197558
1574868621.227298,47527.000,7904,3,PR,1,100,197512
1574868621.266894,47560.333,7920,3,PR,1,100,197506
1574868621.306490,47593.667,7920,3,PR,1,100,197494
1574868621.346087,47627.000,7920,3,PR,1,100,197469
1574868621.387663,47662.000,7938,3,PR,1,100,197451
1574868621.429239,47697.000,7938,3,PR,1,100,197416
1574868621.470815,47732.000,7938,3,PR,1,100,197406
1574868621.510807,47765.667,7956,3,PR,1,100,197396
1574868621.550799,47799.333,7956,3,PR,1,100,197398
1574868621.590791,47833.000,7956,3,PR,1,100,197377
1574868621.632962,47868.500,7974,2,PR,1,100,197339
1574868621.675132,47904.000,7974,2,PR,1,100,197278
1574868621.713441,47936.250,7992,4,PR,1,100,197246
1574868621.751750,47968.500,7992,4,PR,1,100,197246
1574868621.790060,48000.750,7992,4,PR,1,100,197249
1574868621.828369,48033.000,7992,4,PR,1,100,197227
1574868621.866382,48065.000,8010,3,PR,1,100,197240
1574868621.904394,48097.000,8010,3,PR,1,100,197220
1574868621.942406,48129.000,8010,3,PR,1,100,197215
1574868621.983587,48163.667,8028,3,PR,1,100,197188
1574868622.024767,48198.333,8028,3,PR,1,100,197188
1574868622.065947,48233.000,8028,3,PR,1,100,197186
1574868622.106731,48267.333,8047,3,PR,1,100,197222
1574868622.147515,48301.667,8047,3,PR,1,100,197251
1574868622.188299,48336.000,8047,3,PR,1,100,197276
1574868622.229875,48371.000,8064,3,PR,1,100,197271
1574868622.271451,48406.000,8064,3,PR,1,100,197288
1574868622.313027,48441.000,8064,3,PR,1,100,197235
1574868622.352228,48474.000,8082,3,PR,1,100,197222
1574868622.391428,48507.000,8082,3,PR,1,100,197212
1574868622.430628,48540.000,8082,3,PR,1,100,197192
1574868622.468641,48572.000,8098,3,PR,1,100,197218
1574868622.506653,48604.000,8098,3,PR,1,100,197248
1574868622.544666,48636.000,8098,3,PR,1,100,197274
1574868622.584658,48669.667,8116,3,PR,1,100,197329
1574868622.624650,48703.333,8116,3,PR,1,100,197347
1574868622.664642,48737.000,8116,3,PR,1,100,197325
1574868622.705426,48771.333,8134,3,PR,1,100,197304
1574868622.746211,48805.667,8134,3,PR,1,100,197286
1574868622.786995,48840.000,8134,3,PR,1,100,197279
1574868622.828571,48875.000,8152,3,PR,1,100,197273
1574868622.870147,48910.000,8152,3,PR,1,100,197265
1574868622.911723,48945.000,8152,3,PR,1,100,197267
1574868622.950923,48978.000,8170,3,PR,1,100,197268
1574868622.990124,49011.000,8170,3,PR,1,100,197266
1574868623.029324,49044.000,8170,3,PR,1,100,197270
1574868623.067336,49076.000,8188,3,PR,1,100,197287
1574868623.105349,49108.000,8188,3,PR,1,100,197297
1574868623.143361,49140.000,8188,3,PR,1,100,197290
1574868623.182957,49173.333,8207,3,PR,1,100,197289
1574868623.222554,49206.667,8207,3,PR,1,100,197278
1574868623.262150,49240.000,8207,3,PR,1,100,197270
1574868623.302538,49274.000,8225,3,PR,1,100,197265
1574868623.342926,49308.000,8225,3,PR,1,100,197244
1574868623.383314,49342.000,8225,3,PR,1,100,197269
1574868623.424891,49377.000,8242,3,PR,1,100,197275
1574868623.466467,49412.000,8242,3,PR,1,100,197271
1574868623.508043,49447.000,8242,3,PR,1,100,197262
1574868623.548431,49481.000,8260,3,PR,1,100,197274
1574868623.588819,49515.000,8260,3,PR,1,100,197256
1574868623.629207,49549.000,8260,3,PR,1,100,197249
1574868623.667220,49581.000,8276,3,PR,1,100,197256
1574868623.705232,49613.000,8276,3,PR,1,100,197254
1574868623.743245,49645.000,8276,3,PR,1,100,197233
1574868623.781653,49677.333,8294,3,PR,1,100,197251
1574868623.820061,49709.667,8294,3,PR,1,100,197259
1574868623.858470,49742.000,8294,3,PR,1,100,197246
1574868623.898462,49775.667,8312,3,PR,1,100,197238
1574868623.938454,49809.333,8312,3,PR,1,100,197231
1574868623.978446,49843.000,8312,3,PR,1,100,197220
1574868624.019626,49877.667,8330,3,PR,1,100,197197
1574868624.060807,49912.333,8330,3,PR,1,100,197203
1574868624.101987,49947.000,8330,3,PR,1,100,197203
1574868624.143563,49982.000,8349,3,PR,1,100,197212
1574868624.185139,50017.000,8349,3,PR,1,100,197195
1574868624.226715,50052.000,8349,3,PR,1,100,197208
1574868624.264727,50084.000,8367,3,PR,1,100,197169
1574868624.302740,50116.000,8367,3,PR,1,100,197177
1574868624.340752,50148.000,8367,3,PR,1,100,197201
1574868624.379556,50180.667,8385,3,PR,1,100,197218
1574868624.418361,50213.333,8385,3,PR,1,100,197215
1574868624.457165,50246.000,8385,3,PR,1,100,197232
1574868624.497157,50279.667,8403,3,PR,1,100,197218
1574868624.537150,50313.333,8403,3,PR,1,100,197162
1574868624.577142,50347.000,8403,3,PR,1,100,197143
1574868624.619510,50382.667,8420,3,PR,1,100,197148
1574868624.661878,50418.333,8420,3,PR,1,100,197122
1574868624.704246,50454.000,8420,3,PR,1,100,197200
1574868624.745030,50488.333,8438,3,PR,1,100,197219
1574868624.785814,50522.667,8438,3,PR,1,100,197228
1574868624.826598,50557.000,8438,3,PR,1,100,197243
1574868624.864215,50588.667,8456,3,PR,1,100,197219
1574868624.901831,50620.333,8456,3,PR,1,100,197189
1574868624.939448,50652.000,8456,3,PR,1,100,197187
1574868624.977856,50684.333,8472,3,PR,1,100,197181
1574868625.016264,50716.667,8472,3,PR,1,100,197163
1574868625.054673,50749.000,8472,3,PR,1,100,197164
1574868625.095061,50783.000,8491,3,PR,1,100,197144
1574868625.135449,50817.000,8491,3,PR,1,100,197145
1574868625.175838,50851.000,8491,3,PR,1,100,197150
1574868625.217413,50886.000,8509,3,PR,1,100,197141
1574868625.258990,50921.000,8509,3,PR,1,100,197154
1574868625.300566,50956.000,8509,3,PR,1,100,197213
1574868625.345309,50993.667,8527,3,PR,1,100,197241
1574868625.390053,51031.333,8527,3,PR,1,100,197278
1574868625.434797,51069.000,8527,3,PR,1,100,197325
1574868625.472809,51101.000,8545,3,PR,1,100,197352
1574868625.510822,51133.000,8545,3,PR,1,100,197349
1574868625.548834,51165.000,8545,3,PR,1,100,197416
1574868625.586847,51197.000,8563,3,PR,1,100,197460
1574868625.624859,51229.000,8563,3,PR,1,100,197468
1574868625.662872,51261.000,8563,3,PR,1,100,196814
1574868625.703656,51295.333,8581,3,PR,1,100,196486
1574868625.744440,51329.667,8581,3,PR,1,100,196556
1574868625.785224,51364.000,8581,3,PR,1,100,196516
1574868625.826800,51399.000,8599,3,PR,1,100,196480
1574868625.868376,51434.000,8599,3,PR,1,100,196455
1574868625.909952,51469.000,8599,3,PR,1,100,196462
1574868625.951528,51504.000,8616,3,PR,1,100,196483
1574868625.993104,51539.000,8616,3,PR,1,100,196492
1574868626.034680,51574.000,8616,3,PR,1,100,196523
1574868626.073485,51606.667,8634,3,PR,1,100,196532
1574868626.112289,51639.333,8634,3,PR,1,100,195344
1574868626.151093,51672.000,8634,3,PR,1,100,196213
1574868626.189106,51704.000,8651,3,PR,1,100,195852
1574868626.227118,51736.000,8651,3,PR,1,100,195887
1574868626.265131,51768.000,8651,3,PR,1,100,195921
1574868626.303935,51800.667,8669,3,PR,1,100,195946
1574868626.342739,51833.333,8669,3,PR,1,100,195993
1574868626.381544,51866.000,8669,3,PR,1,100,196031
1574868626.421932,51900.000,8687,3,PR,1,100,196084
1574868626.462320,51934.000,8687,3,PR,1,100,196009
1574868626.502708,51968.000,8687,3,PR,1,100,194970
1574868626.543888,52002.667,8705,3,PR,1,100,195900
1574868626.585068,52037.333,8705,3,PR,1,100,195521
1574868626.626249,52072.000,8705,3,PR,1,100,195511
1574868626.666241,52105.667,8723,3,PR,1,100,195543
1574868626.706233,52139.333,8723,3,PR,1,100,195492
1574868626.746225,52173.000,8723,3,PR,1,100,195449
1574868626.783446,52204.333,8741,3,PR,1,100,195410
1574868626.820666,52235.667,8741,3,PR,1,100,195380
1574868626.857887,52267.000,8741,3,PR,1,100,195376
1574868626.897483,52300.333,8759,3,PR,1,100,195334
1574868626.937079,52333.667,8759,3,PR,1,100,195389
1574868626.976676,52367.000,8759,3,PR,1,100,195388
1574868627.017301,52401.200,8780,5,PR,1,100,195333
1574868627.057927,52435.400,8780,5,PR,1,100,195337
1574868627.098553,52469.600,8780,5,PR,1,100,195290
1574868627.139179,52503.800,8780,5,PR,1,100,195268
1574868627.179804,52538.000,8780,5,PR,1,100,195225
1574868627.220984,52572.667,8801,3,PR,1,100,195217
1574868627.262165,52607.333,8801,3,PR,1,100,195259
1574868627.303345,52642.000,8801,3,PR,1,100,195310
1574868627.342545,52675.000,8819,3,PR,1,100,195308
1574868627.381745,52708.000,8819,3,PR,1,100,195264
1574868627.420946,52741.000,8819,3,PR,1,100,195263
1574868627.459354,52773.333,8837,3,PR,1,100,195273
1574868627.497762,52805.667,8837,3,PR,1,100,195259
1574868627.536171,52838.000,8837,3,PR,1,100,195258
1574868627.576163,52871.667,8855,3,PR,1,100,195265
1574868627.616155,52905.333,8855,3,PR,1,100,195269
1574868627.656147,52939.000,8855,3,PR,1,100,195261
1574868627.696932,52973.333,8873,3,PR,1,100,195266
1574868627.737716,53007.667,8873,3,PR,1,100,195253
1574868627.778500,53042.000,8873,3,PR,1,100,195234
1574868627.819284,53076.333,8890,3,PR,1,100,195245
1574868627.860068,53110.667,8890,3,PR,1,100,195263
1574868627.900852,53145.000,8890,3,PR,1,100,195272
1574868627.940845,53178.667,8908,3,PR,1,100,195257
1574868627.980837,53212.333,8908,3,PR,1,100,195254
1574868628.020829,53246.000,8908,3,PR,1,100,195257
1574868628.058445,53277.667,8926,3,PR,1,100,195259
1574868628.096062,53309.333,8926,3,PR,1,100,195256
1574868628.133678,53341.000,8926,3,PR,1,100,195237
1574868628.173275,53374.333,8943,3,PR,1,100,195250
1574868628.212871,53407.667,8943,3,PR,1,100,195223
1574868628.252467,53441.000,8943,3,PR,1,100,195237
1574868628.292856,53475.000,8961,3,PR,1,100,195231
1574868628.333244,53509.000,8961,3,PR,1,100,195233
1574868628.373632,53543.000,8961,3,PR,1,100,195202
1574868628.414416,53577.333,8979,3,PR,1,100,195192
1574868628.455200,53611.667,8979,3,PR,1,100,195190
1574868628.495984,53646.000,8979,3,PR,1,100,195196
1574868628.537164,53680.667,8997,3,PR,1,100,195178
1574868628.578345,53715.333,8997,3,PR,1,100,195195
