EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1574867954.698800,341092.000,59804,1,TL,1,100,2019-11-27_11-19-14-685570
1574867954.891447,341254.000,59824,1,TL,1,100,2019-11-27_11-19-14-864688
1574867960.972909,346368.000,60719,1,TL,1,100,2019-11-27_11-19-20-882697
1574867960.981233,346375.000,60721,1,TL,1,100,2019-11-27_11-19-20-924820
1574867966.884318,351339.000,61596,1,TL,1,100,2019-11-27_11-19-26-865352
1574867967.046047,351475.000,61617,1,TL,1,100,2019-11-27_11-19-27-003759
1574867972.922970,356417.000,62492,1,TL,1,100,2019-11-27_11-19-32-914732
1574867973.116806,356580.000,62513,1,TL,1,100,2019-11-27_11-19-33-080526
1574867978.994919,361523.000,63391,1,TL,1,100,2019-11-27_11-19-38-993241
1574867979.188755,361686.000,63411,1,TL,1,100,2019-11-27_11-19-39-153044
1574867985.071624,366633.000,64287,1,TL,1,100,2019-11-27_11-19-45-068895
1574867985.264271,366795.000,64307,1,TL,1,100,2019-11-27_11-19-45-223057
1574867991.144762,371740.000,65184,1,TL,1,100,2019-11-27_11-19-51-145719
1574867991.327895,371894.000,65204,1,TL,1,100,2019-11-27_11-19-51-298703
1574867997.216710,376846.000,544,1,TL,1,100,2019-11-27_11-19-57-213710
1574867997.414114,377012.000,564,1,TL,1,100,2019-11-27_11-19-57-386710
1574868003.291037,381954.000,1440,1,TL,1,100,2019-11-27_11-20-03-284787
1574868003.481306,382114.000,1460,1,TL,1,100,2019-11-27_11-20-03-451601
1574868009.365364,387062.000,2338,1,TL,1,100,2019-11-27_11-20-09-356163
1574868009.565146,387230.000,2358,1,TL,1,100,2019-11-27_11-20-09-528275
1574868015.439691,392170.000,3234,1,TL,1,100,2019-11-27_11-20-15-439235
1574868015.629960,392330.000,3254,1,TL,1,100,2019-11-27_11-20-15-602647
1574868021.516396,397280.000,4130,1,TL,1,100,2019-11-27_11-20-21-500779
1574868021.707854,397441.000,4150,1,TL,1,100,2019-11-27_11-20-21-659954
1574868027.589534,402387.000,5026,1,TL,1,100,2019-11-27_11-20-27-583059
1574868027.891585,402641.000,5064,1,TL,1,100,2019-11-27_11-20-27-874820
1574868033.669807,407500.000,5923,1,TL,1,100,2019-11-27_11-20-33-669525
1574868033.861264,407661.000,5943,1,TL,1,100,2019-11-27_11-20-33-857852
1574868039.933213,412767.000,6840,1,TL,1,100,2019-11-27_11-20-39-848178
1574868039.940348,412773.000,6842,1,TL,1,100,2019-11-27_11-20-39-902857
