EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T0
1574868621.116824,47434.000,7890,2,T0,1,100,24.933
1574868621.116824,47434.000,7890,2,T0,1,100,24.885
1574868621.243928,47541.000,7925,1,T0,1,100,24.906
1574868621.376972,47653.000,7943,1,T0,1,100,24.906
1574868621.511203,47766.000,7961,1,T0,1,100,24.933
1574868621.647810,47881.000,7979,1,T0,1,100,24.874
1574868621.780854,47993.000,7997,1,T0,1,100,24.896
1574868621.904394,48097.000,8015,1,T0,1,100,24.933
1574868622.039813,48211.000,8033,1,T0,1,100,24.906
1574868622.178796,48328.000,8052,1,T0,1,100,24.922
1574868622.315403,48443.000,8069,1,T0,1,100,24.922
1574868622.444883,48552.000,8103,1,T0,1,100,24.938
1574868622.574363,48661.000,8121,1,T0,1,100,24.922
1574868622.707406,48773.000,8139,1,T0,1,100,24.906
1574868622.842825,48887.000,8157,1,T0,1,100,24.922
1574868622.984184,49006.000,8175,1,T0,1,100,24.858
1574868623.107724,49110.000,8193,1,T0,1,100,24.933
1574868623.239580,49221.000,8212,1,T0,1,100,24.901
1574868623.373811,49334.000,8230,1,T0,1,100,24.917
1574868623.510418,49449.000,8247,1,T0,1,100,24.906
1574868623.645838,49563.000,8281,1,T0,1,100,24.906
1574868623.774130,49671.000,8299,1,T0,1,100,24.933
1574868623.898858,49776.000,8317,1,T0,1,100,24.928
1574868624.037841,49893.000,8335,1,T0,1,100,24.885
1574868624.176824,50010.000,8354,1,T0,1,100,24.874
1574868624.305115,50118.000,8372,1,T0,1,100,24.906
1574868624.434595,50227.000,8390,1,T0,1,100,24.885
1574868624.571203,50342.000,8408,1,T0,1,100,24.858
1574868624.704246,50454.000,8425,1,T0,1,100,24.922
1574868624.840853,50569.000,8443,1,T0,1,100,24.879
1574868624.967957,50676.000,8477,1,T0,1,100,24.896
1574868625.095061,50783.000,8496,1,T0,1,100,24.874
1574868625.232856,50899.000,8514,1,T0,1,100,24.906
1574868625.370651,51015.000,8532,1,T0,1,100,24.890
1574868625.504882,51128.000,8550,1,T0,1,100,24.922
1574868625.628423,51232.000,8568,1,T0,1,100,24.890
1574868625.763842,51346.000,8586,1,T0,1,100,24.896
1574868625.902825,51463.000,8604,1,T0,1,100,24.869
1574868626.037056,51576.000,8621,1,T0,1,100,24.906
1574868626.168912,51687.000,8656,1,T0,1,100,24.896
1574868626.293640,51792.000,8674,1,T0,1,100,24.955
