RD,TS_received,TS_sent,AK,RoundTrip,
456006,456013,2019-11-27_11-38-26-486986,456016,7,
461114,461120,2019-11-27_11-38-32-541114,461124,6,
466222,466230,2019-11-27_11-38-38-603823,466234,8,
471330,471518,2019-11-27_11-38-44-868206,471521,188,
476438,476599,2019-11-27_11-38-50-906024,476603,161,
481546,481569,2019-11-27_11-38-56-835351,481572,23,
486654,486662,2019-11-27_11-39-02-873188,486665,8,
491762,491769,2019-11-27_11-39-08-939539,491773,7,
496870,496879,2019-11-27_11-39-14-999619,496882,9,
501978,501985,2019-11-27_11-39-21-075742,501989,7,
507121,507126,2019-11-27_11-39-27-176919,507131,5,
512273,512282,2019-11-27_11-39-33-305753,512286,9,
517381,517387,2019-11-27_11-39-39-367367,517392,6,
522489,522496,2019-11-27_11-39-45-446593,522499,7,
527597,527606,2019-11-27_11-39-51-516448,527609,9,
532705,532713,2019-11-27_11-39-57-586360,532716,8,
537813,537818,2019-11-27_11-40-03-650144,537821,5,
542921,543087,2019-11-27_11-40-09-850171,543090,166,
548029,548089,2019-11-27_11-40-15-870587,548092,60,
553137,553144,2019-11-27_11-40-21-873433,553147,7,
558245,558252,2019-11-27_11-40-27-930917,558255,7,
