RD,TS_received,TS_sent,AK,RoundTrip,
341084,341092,2019-11-27_11-19-14-685570,341095,8,
346192,346368,2019-11-27_11-19-20-882697,346372,176,
351300,351339,2019-11-27_11-19-26-865352,351342,39,
356408,356417,2019-11-27_11-19-32-914732,356420,9,
361516,361523,2019-11-27_11-19-38-993241,361528,7,
366624,366633,2019-11-27_11-19-45-068895,366638,9,
371732,371740,2019-11-27_11-19-51-145719,371744,8,
376840,376846,2019-11-27_11-19-57-213710,376849,6,
381948,381954,2019-11-27_11-20-03-284787,381957,6,
387056,387062,2019-11-27_11-20-09-356163,387066,6,
392164,392170,2019-11-27_11-20-15-439235,392174,6,
397272,397280,2019-11-27_11-20-21-500779,397285,8,
402380,402387,2019-11-27_11-20-27-583059,402390,7,
407488,407500,2019-11-27_11-20-33-669525,407503,12,
412596,412767,2019-11-27_11-20-39-848178,412770,171,
417704,417769,2019-11-27_11-20-45-874320,417772,65,
422812,422818,2019-11-27_11-20-51-879797,422824,6,
427920,427928,2019-11-27_11-20-57-963712,427931,8,
433028,433041,2019-11-27_11-21-04-062856,433045,13,
438136,438143,2019-11-27_11-21-10-133196,438148,7,
443244,443253,2019-11-27_11-21-16-201787,443256,9,
448352,448359,2019-11-27_11-21-22-262518,448363,7,
453460,453466,2019-11-27_11-21-28-334776,453470,6,
458568,458603,2019-11-27_11-21-34-434251,458606,35,
463676,463683,2019-11-27_11-21-40-480154,463686,7,
468784,468791,2019-11-27_11-21-46-562898,468794,7,
473892,473898,2019-11-27_11-21-52-639967,473902,6,
479000,479009,2019-11-27_11-21-58-703788,479011,9,
484108,484204,2019-11-27_11-22-04-883024,484207,96,
489216,489239,2019-11-27_11-22-10-868794,489242,23,
494324,494334,2019-11-27_11-22-16-922462,494337,10,
499432,499440,2019-11-27_11-22-23-000459,499443,8,
504540,504549,2019-11-27_11-22-29-075793,504552,9,
509648,509654,2019-11-27_11-22-35-151065,509657,6,
514756,514763,2019-11-27_11-22-41-228499,514766,7,
519864,519872,2019-11-27_11-22-47-299674,519875,8,
524972,525021,2019-11-27_11-22-53-404056,525025,49,
530080,530108,2019-11-27_11-22-59-472585,530111,28,
535188,535195,2019-11-27_11-23-05-523472,535198,7,
540296,540302,2019-11-27_11-23-11-589355,540306,6,
545404,545409,2019-11-27_11-23-17-661596,545412,5,
550512,550680,2019-11-27_11-23-23-873121,550683,168,
555620,555637,2019-11-27_11-23-29-840788,555640,17,
560728,560735,2019-11-27_11-23-35-914614,560738,7,
565836,565843,2019-11-27_11-23-41-989533,565847,7,
570944,571298,2019-11-27_11-23-48-445141,571303,354,
576052,576062,2019-11-27_11-23-54-135604,576063,10,
