EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1574868183.267350,533299,27995,4,DC,1,100,ER
1574868183.267350,533299,27995,4,DC,1,100,EA
1574868183.267350,533299,27995,4,DC,1,100,ER
1574868183.267350,533299,27995,4,DC,1,100,EA
1574868183.335133,533356,28012,2,DC,1,100,ER
1574868183.335133,533356,28012,2,DC,1,100,EA
1574868183.471889,533471,28031,4,DC,1,100,ER
1574868183.471889,533471,28031,4,DC,1,100,EA
1574868183.471889,533471,28031,4,DC,1,100,ER
1574868183.471889,533471,28031,4,DC,1,100,EA
1574868183.612212,533589,28050,4,DC,1,100,ER
1574868183.612212,533589,28050,4,DC,1,100,EA
1574868183.612212,533589,28050,4,DC,1,100,ER
1574868183.612212,533589,28050,4,DC,1,100,EA
1574868183.741832,533698,28069,4,DC,1,100,ER
1574868183.741832,533698,28069,4,DC,1,100,EA
1574868183.741832,533698,28069,4,DC,1,100,ER
1574868183.741832,533698,28069,4,DC,1,100,EA
1574868183.866696,533803,28089,4,DC,1,100,ER
1574868183.866696,533803,28089,4,DC,1,100,EA
1574868183.866696,533803,28089,4,DC,1,100,ER
1574868183.866696,533803,28089,4,DC,1,100,EA
1574868183.938047,533863,28108,2,DC,1,100,ER
1574868183.938047,533863,28108,2,DC,1,100,EA
1574868184.071235,533975,28127,2,DC,1,100,ER
1574868184.071235,533975,28127,2,DC,1,100,EA
1574868184.210369,534092,28145,4,DC,1,100,ER
1574868184.210369,534092,28145,4,DC,1,100,EA
1574868184.210369,534092,28145,4,DC,1,100,ER
1574868184.210369,534092,28145,4,DC,1,100,EA
1574868184.339990,534201,28164,4,DC,1,100,ER
1574868184.339990,534201,28164,4,DC,1,100,EA
1574868184.339990,534201,28164,4,DC,1,100,ER
1574868184.339990,534201,28164,4,DC,1,100,EA
1574868184.464854,534306,28183,4,DC,1,100,ER
1574868184.464854,534306,28183,4,DC,1,100,EA
1574868184.464854,534306,28183,4,DC,1,100,ER
1574868184.464854,534306,28183,4,DC,1,100,EA
1574868184.601609,534421,28200,4,DC,1,100,ER
1574868184.601609,534421,28200,4,DC,1,100,EA
1574868184.601609,534421,28200,4,DC,1,100,ER
1574868184.601609,534421,28200,4,DC,1,100,EA
1574868184.669392,534478,28219,2,DC,1,100,ER
1574868184.669392,534478,28219,2,DC,1,100,EA
1574868562.425219,852139,16327,4,DC,1,100,ER
1574868562.425219,852139,16327,4,DC,1,100,EA
1574868562.425219,852139,16327,4,DC,1,100,ER
1574868562.425219,852139,16327,4,DC,1,100,EA
1574868562.559596,852252,16345,2,DC,1,100,ER
1574868562.559596,852252,16345,2,DC,1,100,EA
1574868562.627379,852309,16364,2,DC,1,100,ER
1574868562.627379,852309,16364,2,DC,1,100,EA
1574868562.766513,852426,16383,4,DC,1,100,ER
1574868562.766513,852426,16383,4,DC,1,100,EA
1574868562.766513,852426,16383,4,DC,1,100,ER
1574868562.766513,852426,16383,4,DC,1,100,EA
1574868562.898512,852537,16402,4,DC,1,100,ER
1574868562.898512,852537,16402,4,DC,1,100,EA
1574868562.898512,852537,16402,4,DC,1,100,ER
1574868562.898512,852537,16402,4,DC,1,100,EA
1574868563.025754,852644,16421,4,DC,1,100,ER
1574868563.025754,852644,16421,4,DC,1,100,EA
1574868563.025754,852644,16421,4,DC,1,100,ER
1574868563.025754,852644,16421,4,DC,1,100,EA
1574868563.161321,852758,16441,4,DC,1,100,ER
1574868563.161321,852758,16441,4,DC,1,100,EA
1574868563.161321,852758,16441,4,DC,1,100,ER
1574868563.161321,852758,16441,4,DC,1,100,EA
1574868563.227915,852814,16460,2,DC,1,100,ER
1574868563.227915,852814,16460,2,DC,1,100,EA
1574868563.367049,852931,16478,4,DC,1,100,ER
1574868563.367049,852931,16478,4,DC,1,100,EA
1574868563.367049,852931,16478,4,DC,1,100,ER
1574868563.367049,852931,16478,4,DC,1,100,EA
1574868563.497859,853041,16497,4,DC,1,100,ER
1574868563.497859,853041,16497,4,DC,1,100,EA
1574868563.497859,853041,16497,4,DC,1,100,ER
1574868563.497859,853041,16497,4,DC,1,100,EA
1574868563.758289,853260,16532,4,DC,1,100,ER
1574868563.758289,853260,16532,4,DC,1,100,EA
1574868563.758289,853260,16532,4,DC,1,100,ER
1574868563.758289,853260,16532,4,DC,1,100,EA
1574868563.824883,853316,16551,2,DC,1,100,ER
1574868563.824883,853316,16551,2,DC,1,100,EA
