EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1574868621.083563,47406.000,7902,1,B%,1,100, 1
1574868622.076638,48242.000,8045,1,B%,1,100, 1
1574868623.076839,49084.000,8205,1,B%,1,100, 1
1574868624.072289,49922.000,8347,1,B%,1,100, 1
1574868625.061800,50755.000,8489,1,B%,1,100, 1
1574868626.076257,51609.000,8649,1,B%,1,100, 1
1574868627.057452,52435.000,8797,1,B%,1,100, 1
1574868628.058841,53278.000,8941,1,B%,1,100, 1
1574868629.060231,54121.000,9085,1,B%,1,100, 1
1574868630.052118,54956.000,9228,1,B%,1,100, 1
1574868631.061822,55806.000,9388,1,B%,1,100, 1
1574868632.044206,56633.000,9530,1,B%,1,100, 1
1574868633.044407,57475.000,9673,1,B%,1,100, 1
1574868634.042233,58315.000,9820,1,B%,1,100, 1
1574868635.036495,59152.000,9962,1,B%,1,100, 1
1574868636.050952,60006.000,10122,1,B%,1,100, 1
1574868637.035711,60835.000,10266,1,B%,1,100, 1
1574868638.037100,61678.000,10409,1,B%,1,100, 1
1574868639.037302,62520.000,10569,1,B%,1,100, 1
1574868640.029189,63355.000,10701,1,B%,1,100, 1
1574868641.037705,64204.000,10861,1,B%,1,100, 1
1574868642.024840,65035.000,11003,1,B%,1,100, 1
1574868643.028606,65880.000,11145,1,B%,1,100, 1
1574868644.027619,66721.000,11305,1,B%,1,100, 1
1574868645.036136,67570.000,11449,1,B%,1,100, 1
1574868646.029211,68406.000,11596,1,B%,1,100, 1
1574868647.023473,69243.000,11740,1,B%,1,100, 1
1574868648.015359,70078.000,11883,1,B%,1,100, 1
1574868649.021500,70925.000,12043,1,B%,1,100, 1
1574868650.019326,71765.000,12185,1,B%,1,100, 1
1574868651.010025,72599.000,12327,1,B%,1,100, 1
1574868652.013790,73444.000,12475,1,B%,1,100, 1
1574868653.010428,74283.000,12617,1,B%,1,100, 1
1574868654.015381,75129.000,12777,1,B%,1,100, 1
1574868655.009644,75966.000,12921,1,B%,1,100, 1
1574868656.005094,76804.000,13064,1,B%,1,100, 1
1574868657.001732,77643.000,13224,1,B%,1,100, 1
1574868658.003121,78486.000,13356,1,B%,1,100, 1
1574868659.009263,79333.000,13516,1,B%,1,100, 1
1574868660.003525,80170.000,13658,1,B%,1,100, 1
1574868661.001351,81010.000,13800,1,B%,1,100, 1
1574868662.005116,81855.000,13960,1,B%,1,100, 1
1574868663.002942,82695.000,14104,1,B%,1,100, 1
1574868664.001956,83536.000,14250,1,B%,1,100, 1
1574868664.995030,84372.000,14394,1,B%,1,100, 1
1574868665.996419,85215.000,14536,1,B%,1,100, 1
1574868667.013252,86071.000,14696,1,B%,1,100, 1
1574868668.001574,86903.000,14839,1,B%,1,100, 1
1574868669.004152,87747.000,14981,1,B%,1,100, 1
1574868670.001978,88587.000,15131,1,B%,1,100, 1
1574868671.010494,89436.000,15291,1,B%,1,100, 1
1574868672.001193,90270.000,15433,1,B%,1,100, 1
1574868672.996643,91108.000,15575,1,B%,1,100, 1
1574868674.002784,91955.000,15735,1,B%,1,100, 1
1574868675.007738,92801.000,15879,1,B%,1,100, 1
1574868676.006751,93642.000,16024,1,B%,1,100, 1
1574868677.010517,94487.000,16168,1,B%,1,100, 1
1574868678.002403,95322.000,16311,1,B%,1,100, 1
1574868679.003793,96165.000,16471,1,B%,1,100, 1
1574868680.002806,97006.000,16613,1,B%,1,100, 1
1574868681.007760,97852.000,16755,1,B%,1,100, 1
1574868681.999646,98687.000,16905,1,B%,1,100, 2
1574868683.001036,99530.000,17047,1,B%,1,100, 1
1574868684.003613,100374.000,17207,1,B%,1,100, 1
1574868685.008566,101220.000,17351,1,B%,1,100, 1
1574868685.999265,102054.000,17493,1,B%,1,100, 1
1574868686.995903,102893.000,17654,1,B%,1,100, 1
1574868688.004420,103742.000,17800,1,B%,1,100, 1
1574868689.004622,104584.000,17942,1,B%,1,100, 1
1574868689.997696,105420.000,18085,1,B%,1,100, 1
1574868691.003837,106267.000,18245,1,B%,1,100, 1
1574868691.992160,107099.000,18387,1,B%,1,100, 1
1574868693.001864,107949.000,18529,1,B%,1,100, 1
1574868693.988999,108780.000,18679,1,B%,1,100, 1
1574868694.993953,109626.000,18821,1,B%,1,100, 1
1574868695.992966,110467.000,18982,1,B%,1,100, 1
1574868697.001483,111316.000,19125,1,B%,1,100, 1
1574868697.994558,112152.000,19268,1,B%,1,100, 1
1574868698.990008,112990.000,19428,1,B%,1,100, 1
1574868699.977143,113821.000,19556,1,B%,1,100, 1
1574868700.985660,114670.000,19718,1,B%,1,100, 1
1574868701.982297,115509.000,19860,1,B%,1,100, 1
1574868702.995566,116362.000,20002,1,B%,1,100, 1
1574868703.986264,117196.000,20162,1,B%,1,100, 1
1574868704.991218,118042.000,20306,1,B%,1,100, 1
1574868705.985480,118879.000,20452,1,B%,1,100, 1
