EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1574867948.713662,336059.000,58916,2,EL,1,100,0.357634
1574867948.713662,336059.000,58916,2,EL,1,100,0.359246
1574867948.781445,336116.000,58934,2,EL,1,100,0.359689
1574867948.849228,336173.000,58934,2,EL,1,100,0.355419
1574867948.912255,336226.000,58952,2,EL,1,100,0.355983
1574867948.975281,336279.000,58952,2,EL,1,100,0.359568
1574867949.037118,336331.000,58971,1,EL,1,100,0.356829
1574867949.104307,336387.500,58988,2,EL,1,100,0.360212
1574867949.171495,336444.000,58988,2,EL,1,100,0.357151
1574867949.241062,336502.500,59006,2,EL,1,100,0.359366
1574867949.310629,336561.000,59006,2,EL,1,100,0.357836
1574867949.378413,336618.000,59024,2,EL,1,100,0.359205
1574867949.446196,336675.000,59024,2,EL,1,100,0.358843
1574867949.509817,336728.500,59040,2,EL,1,100,0.357916
1574867949.573438,336782.000,59040,2,EL,1,100,0.360696
1574867949.635275,336834.000,59058,1,EL,1,100,0.357231
1574867949.701275,336889.500,59076,2,EL,1,100,0.360696
1574867949.767274,336945.000,59076,2,EL,1,100,0.357111
1574867949.834463,337001.500,59094,2,EL,1,100,0.360776
1574867949.901651,337058.000,59094,2,EL,1,100,0.358561
1574867949.968840,337114.500,59113,2,EL,1,100,0.360776
1574867950.036029,337171.000,59113,2,EL,1,100,0.357916
1574867950.102623,337227.000,59131,2,EL,1,100,0.359366
1574867950.169217,337283.000,59131,2,EL,1,100,0.359366
1574867950.240567,337343.000,59149,1,EL,1,100,0.357513
1574867950.307756,337399.500,59166,2,EL,1,100,0.360656
1574867950.374945,337456.000,59166,2,EL,1,100,0.358480
1574867950.446890,337516.500,59184,2,EL,1,100,0.361864
1574867950.518836,337577.000,59184,2,EL,1,100,0.358561
1574867950.587213,337634.500,59200,2,EL,1,100,0.360253
1574867950.655591,337692.000,59200,2,EL,1,100,0.361139
1574867950.725753,337751.000,59218,1,EL,1,100,0.359246
1574867950.788779,337804.000,59236,2,EL,1,100,0.362106
1574867950.851806,337857.000,59236,2,EL,1,100,0.358440
1574867950.916021,337911.000,59255,2,EL,1,100,0.362065
1574867950.980237,337965.000,59255,2,EL,1,100,0.357594
1574867951.049209,338023.000,59273,2,EL,1,100,0.362750
1574867951.118182,338081.000,59273,2,EL,1,100,0.359407
1574867951.186559,338138.500,59291,2,EL,1,100,0.360011
1574867951.254937,338196.000,59291,2,EL,1,100,0.361542
1574867951.326288,338256.000,59309,1,EL,1,100,0.359769
1574867951.389315,338309.000,59326,2,EL,1,100,0.363354
1574867951.452341,338362.000,59326,2,EL,1,100,0.359648
1574867951.517151,338416.500,59344,2,EL,1,100,0.362791
1574867951.581962,338471.000,59344,2,EL,1,100,0.360333
1574867951.649745,338528.000,59362,2,EL,1,100,0.362831
1574867951.717528,338585.000,59362,2,EL,1,100,0.359930
1574867951.785311,338642.000,59378,2,EL,1,100,0.360333
1574867951.853094,338699.000,59378,2,EL,1,100,0.362871
1574867951.923256,338758.000,59396,1,EL,1,100,0.360374
1574867951.987472,338812.000,59415,2,EL,1,100,0.363798
1574867952.051687,338866.000,59415,2,EL,1,100,0.360776
1574867952.114714,338919.000,59433,2,EL,1,100,0.363717
1574867952.177740,338972.000,59433,2,EL,1,100,0.360615
1574867952.246713,339030.000,59451,2,EL,1,100,0.364885
1574867952.315685,339088.000,59451,2,EL,1,100,0.360696
1574867952.382874,339144.500,59469,2,EL,1,100,0.363072
1574867952.450062,339201.000,59469,2,EL,1,100,0.362791
1574867952.521413,339261.000,59487,1,EL,1,100,0.362307
1574867952.586223,339315.500,59504,2,EL,1,100,0.365248
1574867952.651034,339370.000,59504,2,EL,1,100,0.363717
1574867952.714655,339423.500,59522,2,EL,1,100,0.371895
1574867952.778276,339477.000,59522,2,EL,1,100,0.371854
1574867952.845464,339533.500,59540,2,EL,1,100,0.375560
1574867952.912653,339590.000,59540,2,EL,1,100,0.375359
1574867952.980436,339647.000,59559,2,EL,1,100,0.380233
1574867953.048219,339704.000,59559,2,EL,1,100,0.379387
1574867953.119570,339764.000,59575,1,EL,1,100,0.380636
1574867953.183786,339818.000,59593,2,EL,1,100,0.386316
1574867953.248002,339872.000,59593,2,EL,1,100,0.387565
1574867953.311623,339925.500,59611,2,EL,1,100,0.393204
1574867953.375244,339979.000,59611,2,EL,1,100,0.391553
1574867953.443027,340036.000,59629,2,EL,1,100,0.396790
1574867953.510810,340093.000,59629,2,EL,1,100,0.393849
1574867953.577999,340149.500,59647,2,EL,1,100,0.398804
1574867953.645187,340206.000,59647,2,EL,1,100,0.396991
1574867953.714160,340264.000,59665,2,EL,1,100,0.399448
1574867953.783132,340322.000,59665,2,EL,1,100,0.401301
1574867953.848537,340377.000,59683,1,EL,1,100,0.400415
1574867953.912158,340430.500,59701,2,EL,1,100,0.404443
1574867953.975779,340484.000,59701,2,EL,1,100,0.402349
1574867954.041184,340539.000,59719,2,EL,1,100,0.407303
1574867954.106589,340594.000,59719,2,EL,1,100,0.405531
1574867954.169021,340646.500,59737,2,EL,1,100,0.409277
1574867954.231453,340699.000,59737,2,EL,1,100,0.406176
1574867954.298047,340755.000,59755,2,EL,1,100,0.409640
1574867954.364641,340811.000,59755,2,EL,1,100,0.407505
1574867954.434208,340869.500,59771,2,EL,1,100,0.409640
1574867954.503775,340928.000,59771,2,EL,1,100,0.411815
1574867954.570369,340984.000,59789,1,EL,1,100,0.409076
1574867954.636566,341039.667,59810,3,EL,1,100,0.413386
1574867954.702764,341095.333,59810,3,EL,1,100,0.410486
1574867954.768962,341151.000,59810,3,EL,1,100,0.413708
1574867954.834367,341206.000,59830,2,EL,1,100,0.413749
1574867954.899771,341261.000,59830,2,EL,1,100,0.409559
1574867954.967555,341318.000,59849,2,EL,1,100,0.413870
1574867955.035338,341375.000,59849,2,EL,1,100,0.410848
1574867955.103715,341432.500,59865,2,EL,1,100,0.410728
1574867955.172093,341490.000,59865,2,EL,1,100,0.409841
1574867955.241066,341548.000,59883,1,EL,1,100,0.408431
1574867955.305876,341602.500,59901,2,EL,1,100,0.409720
1574867955.370686,341657.000,59901,2,EL,1,100,0.405612
1574867955.433713,341710.000,59919,2,EL,1,100,0.408593
1574867955.496739,341763.000,59919,2,EL,1,100,0.404524
1574867955.563928,341819.500,59937,2,EL,1,100,0.405974
1574867955.631116,341876.000,59937,2,EL,1,100,0.402228
1574867955.699494,341933.500,59955,2,EL,1,100,0.402228
1574867955.767872,341991.000,59955,2,EL,1,100,0.400778
1574867955.835655,342048.000,59973,1,EL,1,100,0.397354
1574867955.902249,342104.000,59991,2,EL,1,100,0.398683
1574867955.968843,342160.000,59991,2,EL,1,100,0.394775
1574867956.032465,342213.500,60009,2,EL,1,100,0.396306
1574867956.096086,342267.000,60009,2,EL,1,100,0.391915
1574867956.162679,342323.000,60027,2,EL,1,100,0.393124
1574867956.229274,342379.000,60027,2,EL,1,100,0.388370
1574867956.298841,342437.500,60043,2,EL,1,100,0.388491
1574867956.368407,342496.000,60043,2,EL,1,100,0.386638
1574867956.436191,342553.000,60061,1,EL,1,100,0.384302
1574867956.503974,342610.000,60079,2,EL,1,100,0.383778
