EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1574867948.732688,336075.000,58914,4,PG,1,100,12462
1574867948.732688,336075.000,58914,4,PG,1,100,12459
1574867948.732688,336075.000,58914,4,PG,1,100,12488
1574867948.732688,336075.000,58914,4,PG,1,100,12486
1574867948.774904,336110.500,58932,2,PG,1,100,12485
1574867948.817120,336146.000,58932,2,PG,1,100,12474
1574867948.855174,336178.000,58950,4,PG,1,100,12434
1574867948.893228,336210.000,58950,4,PG,1,100,12447
1574867948.931281,336242.000,58950,4,PG,1,100,12433
1574867948.969335,336274.000,58950,4,PG,1,100,12431
1574867949.007785,336306.333,58969,3,PG,1,100,12427
1574867949.046235,336338.667,58969,3,PG,1,100,12409
1574867949.084685,336371.000,58969,3,PG,1,100,12412
1574867949.125514,336405.333,58986,3,PG,1,100,12463
1574867949.166342,336439.667,58986,3,PG,1,100,12475
1574867949.207171,336474.000,58986,3,PG,1,100,12465
1574867949.247999,336508.333,59004,3,PG,1,100,12493
1574867949.288828,336542.667,59004,3,PG,1,100,12455
1574867949.329656,336577.000,59004,3,PG,1,100,12430
1574867949.370881,336611.667,59022,3,PG,1,100,12441
1574867949.412106,336646.333,59022,3,PG,1,100,12415
1574867949.453331,336681.000,59022,3,PG,1,100,12407
1574867949.491385,336713.000,59038,3,PG,1,100,12490
1574867949.529438,336745.000,59038,3,PG,1,100,12499
1574867949.567492,336777.000,59038,3,PG,1,100,12484
1574867949.604753,336808.333,59056,3,PG,1,100,12524
1574867949.642014,336839.667,59056,3,PG,1,100,12488
1574867949.679275,336871.000,59056,3,PG,1,100,12449
1574867949.721689,336906.667,59074,3,PG,1,100,12440
1574867949.764103,336942.333,59074,3,PG,1,100,12434
1574867949.806517,336978.000,59074,3,PG,1,100,12391
1574867949.844174,337009.667,59092,3,PG,1,100,12423
1574867949.881832,337041.333,59092,3,PG,1,100,12439
1574867949.919489,337073.000,59092,3,PG,1,100,12414
1574867949.958336,337105.667,59111,3,PG,1,100,12446
1574867949.997182,337138.333,59111,3,PG,1,100,12463
1574867950.036029,337171.000,59111,3,PG,1,100,12465
1574867950.075272,337204.000,59129,3,PG,1,100,12424
1574867950.114515,337237.000,59129,3,PG,1,100,12435
1574867950.153758,337270.000,59129,3,PG,1,100,12407
1574867950.199343,337308.333,59147,3,PG,1,100,12441
1574867950.244928,337346.667,59147,3,PG,1,100,12444
1574867950.290513,337385.000,59147,3,PG,1,100,12390
1574867950.331738,337419.667,59164,3,PG,1,100,12435
1574867950.372963,337454.333,59164,3,PG,1,100,12429
1574867950.414188,337489.000,59164,3,PG,1,100,12384
1574867950.452241,337521.000,59182,3,PG,1,100,12398
1574867950.490295,337553.000,59182,3,PG,1,100,12400
1574867950.528349,337585.000,59182,3,PG,1,100,12375
1574867950.569970,337620.000,59198,3,PG,1,100,12424
1574867950.611591,337655.000,59198,3,PG,1,100,12401
1574867950.653213,337690.000,59198,3,PG,1,100,12403
1574867950.693248,337723.667,59216,3,PG,1,100,12402
