EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1574868621.083563,47406.000,7888,3,EL,1,100,0.283473
1574868621.083563,47406.000,7888,3,EL,1,100,0.282748
1574868621.083563,47406.000,7888,3,EL,1,100,0.286051
1574868621.147709,47460.000,7907,2,EL,1,100,0.286615
1574868621.211855,47514.000,7907,2,EL,1,100,0.282788
1574868621.277189,47569.000,7923,2,EL,1,100,0.285688
1574868621.342523,47624.000,7923,2,EL,1,100,0.286615
1574868621.410233,47681.000,7941,2,EL,1,100,0.285809
1574868621.477942,47738.000,7941,2,EL,1,100,0.288307
1574868621.546840,47796.000,7959,1,EL,1,100,0.286011
1574868621.614549,47853.000,7977,2,EL,1,100,0.289636
1574868621.682259,47910.000,7977,2,EL,1,100,0.286937
1574868621.746405,47964.000,7995,2,EL,1,100,0.289072
1574868621.810551,48018.000,7995,2,EL,1,100,0.288629
1574868621.874697,48072.000,8013,2,EL,1,100,0.289636
1574868621.938843,48126.000,8013,2,EL,1,100,0.289556
1574868622.007740,48184.000,8031,2,EL,1,100,0.290120
1574868622.076638,48242.000,8031,2,EL,1,100,0.292698
1574868622.144347,48299.000,8050,1,EL,1,100,0.290966
1574868622.213245,48357.000,8067,2,EL,1,100,0.292738
1574868622.282142,48415.000,8067,2,EL,1,100,0.289153
1574868622.347476,48470.000,8085,2,EL,1,100,0.292375
1574868622.412810,48525.000,8085,2,EL,1,100,0.290442
1574868622.476956,48579.000,8101,2,EL,1,100,0.291248
1574868622.541102,48633.000,8101,2,EL,1,100,0.293383
1574868622.607624,48689.000,8119,2,EL,1,100,0.292537
1574868622.674145,48745.000,8119,2,EL,1,100,0.293181
1574868622.743043,48803.000,8137,1,EL,1,100,0.292335
1574868622.811940,48861.000,8155,2,EL,1,100,0.295115
1574868622.880838,48919.000,8155,2,EL,1,100,0.291409
1574868622.946766,48974.500,8173,2,EL,1,100,0.293785
1574868623.012693,49030.000,8173,2,EL,1,100,0.292899
1574868623.076246,49083.500,8191,2,EL,1,100,0.292698
1574868623.139797,49137.000,8191,2,EL,1,100,0.294269
1574868623.205725,49192.500,8210,2,EL,1,100,0.293463
1574868623.271653,49248.000,8210,2,EL,1,100,0.296202
1574868623.339363,49305.000,8228,1,EL,1,100,0.293584
