225770,39381,2,DC,1,100,GX
225770,39381,2,DC,1,100,GX
233734,45056,4,DC,1,100,ER
241698,45056,4,DC,1,100,EA
249662,45056,4,DC,1,100,ER
257626,45056,4,DC,1,100,EA
257651,45075,4,DC,1,100,ER
257676,45075,4,DC,1,100,EA
257701,45075,4,DC,1,100,ER
257727,45075,4,DC,1,100,EA
257978,45167,2,DC,1,100,ER
258230,45167,2,DC,1,100,EA
258256,45186,4,DC,1,100,ER
258282,45186,4,DC,1,100,EA
258308,45186,4,DC,1,100,ER
258334,45186,4,DC,1,100,EA
258358,45205,4,DC,1,100,ER
258383,45205,4,DC,1,100,EA
258407,45205,4,DC,1,100,ER
258432,45205,4,DC,1,100,EA
258457,45224,4,DC,1,100,ER
258483,45224,4,DC,1,100,EA
258508,45224,4,DC,1,100,ER
258534,45224,4,DC,1,100,EA
268463,48736,2,DC,1,100,ER
278392,48736,2,DC,1,100,EA
278417,48755,4,DC,1,100,ER
278442,48755,4,DC,1,100,EA
278467,48755,4,DC,1,100,ER
278493,48755,4,DC,1,100,EA
278518,48774,4,DC,1,100,ER
278543,48774,4,DC,1,100,EA
278568,48774,4,DC,1,100,ER
278593,48774,4,DC,1,100,EA
278618,48793,4,DC,1,100,ER
278643,48793,4,DC,1,100,EA
278668,48793,4,DC,1,100,ER
278693,48793,4,DC,1,100,EA
278745,48812,2,DC,1,100,ER
278798,48812,2,DC,1,100,EA
301885,57031,2,DC,1,100,ER
324973,57031,2,DC,1,100,EA
324998,57050,4,DC,1,100,ER
325024,57050,4,DC,1,100,EA
325050,57050,4,DC,1,100,ER
325076,57050,4,DC,1,100,EA
325101,57069,4,DC,1,100,ER
325126,57069,4,DC,1,100,EA
325151,57069,4,DC,1,100,ER
325176,57069,4,DC,1,100,EA
325201,57088,4,DC,1,100,ER
325226,57088,4,DC,1,100,EA
325251,57088,4,DC,1,100,ER
325277,57088,4,DC,1,100,EA
325294,57108,6,DC,1,100,ER
325311,57108,6,DC,1,100,EA
325328,57108,6,DC,1,100,ER
325345,57108,6,DC,1,100,EA
325362,57108,6,DC,1,100,ER
325380,57108,6,DC,1,100,EA
325404,57127,4,DC,1,100,ER
325429,57127,4,DC,1,100,EA
325453,57127,4,DC,1,100,ER
325478,57127,4,DC,1,100,EA
325504,57146,4,DC,1,100,ER
325530,57146,4,DC,1,100,EA
325556,57146,4,DC,1,100,ER
325583,57146,4,DC,1,100,EA
325607,57165,4,DC,1,100,ER
325632,57165,4,DC,1,100,EA
325656,57165,4,DC,1,100,ER
325681,57165,4,DC,1,100,EA
325706,57184,4,DC,1,100,ER
325731,57184,4,DC,1,100,EA
325756,57184,4,DC,1,100,ER
325782,57184,4,DC,1,100,EA
454879,37581,2,DC,1,100,ER
583977,37581,2,DC,1,100,EA
584002,37600,4,DC,1,100,ER
584028,37600,4,DC,1,100,EA
584053,37600,4,DC,1,100,ER
584079,37600,4,DC,1,100,EA
584103,37619,4,DC,1,100,ER
584128,37619,4,DC,1,100,EA
584153,37619,4,DC,1,100,ER
584178,37619,4,DC,1,100,EA
584195,37638,6,DC,1,100,ER
584212,37638,6,DC,1,100,EA
584229,37638,6,DC,1,100,ER
584246,37638,6,DC,1,100,EA
584263,37638,6,DC,1,100,ER
584280,37638,6,DC,1,100,EA
584330,37657,2,DC,1,100,ER
584381,37657,2,DC,1,100,EA
603667,44547,2,DC,1,100,ER
622953,44547,2,DC,1,100,EA
622977,44566,4,DC,1,100,ER
623002,44566,4,DC,1,100,EA
623027,44566,4,DC,1,100,ER
623052,44566,4,DC,1,100,EA
623077,44585,4,DC,1,100,ER
623102,44585,4,DC,1,100,EA
623127,44585,4,DC,1,100,ER
623153,44585,4,DC,1,100,EA
623177,44604,4,DC,1,100,ER
623202,44604,4,DC,1,100,EA
623227,44604,4,DC,1,100,ER
623252,44604,4,DC,1,100,EA
623278,44623,4,DC,1,100,ER
623304,44623,4,DC,1,100,EA
623330,44623,4,DC,1,100,ER
623356,44623,4,DC,1,100,EA
623382,44643,4,DC,1,100,ER
623408,44643,4,DC,1,100,EA
623434,44643,4,DC,1,100,ER
623460,44643,4,DC,1,100,EA
623484,44662,4,DC,1,100,ER
623509,44662,4,DC,1,100,EA
623533,44662,4,DC,1,100,ER
623558,44662,4,DC,1,100,EA
623583,44681,4,DC,1,100,ER
623608,44681,4,DC,1,100,EA
623633,44681,4,DC,1,100,ER
623658,44681,4,DC,1,100,EA
623683,44700,4,DC,1,100,ER
623709,44700,4,DC,1,100,EA
623734,44700,4,DC,1,100,ER
623760,44700,4,DC,1,100,EA
623784,44719,4,DC,1,100,ER
623809,44719,4,DC,1,100,EA
623834,44719,4,DC,1,100,ER
623859,44719,4,DC,1,100,EA
652772,65321,4,DC,1,100,ER
681685,65321,4,DC,1,100,EA
710598,65321,4,DC,1,100,ER
739512,65321,4,DC,1,100,EA
739966,113,4,DC,1,100,ER
740420,113,4,DC,1,100,EA
740874,113,4,DC,1,100,ER
741328,113,4,DC,1,100,EA
741352,132,4,DC,1,100,ER
