278246,49792,1,B%,1,100,89
278953,49919,1,B%,1,100,89
279760,50064,1,B%,1,100,76
280466,50191,1,B%,1,100,91
281174,50318,1,B%,1,100,89
281980,50463,1,B%,1,100,89
282686,50590,1,B%,1,100,90
283497,50735,1,B%,1,100,90
284201,50862,1,B%,1,100,90
284910,50989,1,B%,1,100,90
285717,51134,1,B%,1,100,77
286424,51261,1,B%,1,100,91
287132,51388,1,B%,1,100,90
287895,51520,1,B%,1,100,90
288703,51665,1,B%,1,100,88
289408,51792,1,B%,1,100,91
290217,51937,1,B%,1,100,90
290928,52064,1,B%,1,100,76
291634,52191,1,B%,1,100,89
292440,52336,1,B%,1,100,75
293149,52463,1,B%,1,100,89
293857,52590,1,B%,1,100,91
294677,52717,1,B%,1,100,74
295386,52844,1,B%,1,100,91
296094,52971,1,B%,1,100,90
296899,53116,1,B%,1,100,89
297605,53243,1,B%,1,100,90
298413,53388,1,B%,1,100,90
299085,53502,1,B%,1,100,89
299894,53647,1,B%,1,100,76
300601,53774,1,B%,1,100,89
301307,53901,1,B%,1,100,90
302117,54046,1,B%,1,100,90
302821,54173,1,B%,1,100,90
303629,54318,1,B%,1,100,86
304339,54445,1,B%,1,100,88
305046,54572,1,B%,1,100,89
305852,54717,1,B%,1,100,89
306558,54844,1,B%,1,100,90
307267,54971,1,B%,1,100,90
308073,55116,1,B%,1,100,89
308780,55243,1,B%,1,100,91
309564,55375,1,B%,1,100,89
310275,55502,1,B%,1,100,90
311088,55647,1,B%,1,100,89
311796,55774,1,B%,1,100,91
312501,55901,1,B%,1,100,90
313308,56046,1,B%,1,100,86
314015,56173,1,B%,1,100,89
314824,56318,1,B%,1,100,75
315531,56445,1,B%,1,100,89
316238,56572,1,B%,1,100,89
317044,56717,1,B%,1,100,88
317757,56844,1,B%,1,100,90
318559,56989,1,B%,1,100,89
319267,57116,1,B%,1,100,88
320022,57225,1,B%,1,100,89
320758,57357,1,B%,1,100,89
321467,57484,1,B%,1,100,89
322277,57629,1,B%,1,100,89
322982,57756,1,B%,1,100,89
323690,57883,1,B%,1,100,91
324497,58028,1,B%,1,100,89
325206,58155,1,B%,1,100,89
326015,58300,1,B%,1,100,76
326721,58427,1,B%,1,100,89
327428,58554,1,B%,1,100,89
328238,58699,1,B%,1,100,75
328946,58826,1,B%,1,100,89
329751,58971,1,B%,1,100,90
330457,59098,1,B%,1,100,89
331270,59228,1,B%,1,100,89
331950,59357,1,B%,1,100,89
332656,59484,1,B%,1,100,89
333464,59629,1,B%,1,100,85
334171,59756,1,B%,1,100,89
334879,59883,1,B%,1,100,89
335689,60028,1,B%,1,100,89
336396,60155,1,B%,1,100,88
337201,60300,1,B%,1,100,90
337911,60427,1,B%,1,100,89
338617,60554,1,B%,1,100,90
339425,60699,1,B%,1,100,90
340132,60826,1,B%,1,100,90
340941,60971,1,B%,1,100,89
341648,61098,1,B%,1,100,89
342334,61212,1,B%,1,100,87
343143,61357,1,B%,1,100,89
343850,61484,1,B%,1,100,88
344658,61629,1,B%,1,100,86
345363,61756,1,B%,1,100,89
346160,61883,1,B%,1,100,89
346871,62010,1,B%,1,100,88
347576,62137,1,B%,1,100,89
348381,62282,1,B%,1,100,74
349090,62409,1,B%,1,100,89
349796,62536,1,B%,1,100,87
350607,62681,1,B%,1,100,89
351310,62808,1,B%,1,100,90
352120,62953,1,B%,1,100,75
352827,63080,1,B%,1,100,88
353526,63194,1,B%,1,100,88
354334,63339,1,B%,1,100,88
355038,63466,1,B%,1,100,89
355848,63611,1,B%,1,100,84
356557,63738,1,B%,1,100,89
357261,63865,1,B%,1,100,89
358071,64010,1,B%,1,100,88
358777,64137,1,B%,1,100,88
359583,64282,1,B%,1,100,89
360290,64409,1,B%,1,100,88
360999,64536,1,B%,1,100,89
361808,64681,1,B%,1,100,86
362513,64808,1,B%,1,100,89
363222,64935,1,B%,1,100,89
364006,65067,1,B%,1,100,87
364717,65194,1,B%,1,100,89
365523,65339,1,B%,1,100,88
366229,65466,1,B%,1,100,88
367039,75,1,B%,1,100,88
367747,202,1,B%,1,100,88
368453,329,1,B%,1,100,89
369260,474,1,B%,1,100,87
369969,601,1,B%,1,100,89
370675,728,1,B%,1,100,87
371548,873,1,B%,1,100,87
372172,982,1,B%,1,100,89
372977,1127,1,B%,1,100,89
373686,1254,1,B%,1,100,88
374495,1399,1,B%,1,100,85
375199,1513,1,B%,1,100,87
375908,1640,1,B%,1,100,89
