EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1576517088.567950,64407.000,10611,10,MZ,1,100,-54
1576517088.567950,64407.000,10611,10,MZ,1,100,-54
1576517088.567950,64407.000,10611,10,MZ,1,100,-51
1576517088.567950,64407.000,10611,10,MZ,1,100,-53
1576517088.567950,64407.000,10611,10,MZ,1,100,-51
1576517088.567950,64407.000,10611,10,MZ,1,100,-51
1576517088.567950,64407.000,10611,10,MZ,1,100,-52
1576517088.567950,64407.000,10611,10,MZ,1,100,-53
1576517088.567950,64407.000,10611,10,MZ,1,100,-52
1576517088.567950,64407.000,10611,10,MZ,1,100,-52
1576517088.608362,64441.000,10630,2,MZ,1,100,-52
1576517088.648775,64475.000,10630,2,MZ,1,100,-52
1576517088.689583,64509.333,10647,3,MZ,1,100,-53
1576517088.730392,64543.667,10647,3,MZ,1,100,-52
1576517088.771201,64578.000,10647,3,MZ,1,100,-53
1576517088.812405,64612.667,10665,3,MZ,1,100,-51
1576517088.853610,64647.333,10665,3,MZ,1,100,-53
1576517088.894815,64682.000,10665,3,MZ,1,100,-54
1576517088.935227,64716.000,10681,3,MZ,1,100,-52
1576517088.975640,64750.000,10681,3,MZ,1,100,-54
1576517089.016052,64784.000,10681,3,MZ,1,100,-53
1576517089.054088,64816.000,10699,3,MZ,1,100,-53
1576517089.092123,64848.000,10699,3,MZ,1,100,-53
1576517089.130158,64880.000,10699,3,MZ,1,100,-52
1576517089.172948,64916.000,10717,3,MZ,1,100,-52
1576517089.215737,64952.000,10717,3,MZ,1,100,-53
1576517089.258527,64988.000,10717,3,MZ,1,100,-52
1576517089.298543,65021.667,10735,3,MZ,1,100,-53
1576517089.338559,65055.333,10735,3,MZ,1,100,-54
1576517089.378576,65089.000,10735,3,MZ,1,100,-55
1576517089.419780,65123.667,10753,3,MZ,1,100,-58
1576517089.460985,65158.333,10753,3,MZ,1,100,-61
1576517089.502190,65193.000,10753,3,MZ,1,100,-62
1576517089.543791,65228.000,10771,3,MZ,1,100,-64
1576517089.585392,65263.000,10771,3,MZ,1,100,-65
1576517089.626993,65298.000,10771,3,MZ,1,100,-67
1576517089.663840,65329.000,10790,3,MZ,1,100,-69
1576517089.700686,65360.000,10790,3,MZ,1,100,-70
1576517089.737533,65391.000,10790,3,MZ,1,100,-70
1576517089.776757,65424.000,10808,3,MZ,1,100,-70
1576517089.815981,65457.000,10808,3,MZ,1,100,-72
1576517089.855204,65490.000,10808,3,MZ,1,100,-71
1576517089.899183,65527.000,10825,3,MZ,1,100,-72
1576517089.943161,65564.000,10825,3,MZ,1,100,-72
1576517089.987139,65601.000,10825,3,MZ,1,100,-72
1576517090.025174,65633.000,10843,3,MZ,1,100,-71
