EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1576518600.298524,33672.000,5358,9,MX,1,100,-49
1576518600.298524,33672.000,5358,9,MX,1,100,-48
1576518600.298524,33672.000,5358,9,MX,1,100,-48
1576518600.298524,33672.000,5358,9,MX,1,100,-48
1576518600.298524,33672.000,5358,9,MX,1,100,-48
1576518600.298524,33672.000,5358,9,MX,1,100,-48
1576518600.298524,33672.000,5358,9,MX,1,100,-48
1576518600.298524,33672.000,5358,9,MX,1,100,-48
1576518600.298524,33672.000,5358,9,MX,1,100,-50
1576518600.336968,33704.333,5376,3,MX,1,100,-50
1576518600.375412,33736.667,5376,3,MX,1,100,-50
1576518600.413856,33769.000,5376,3,MX,1,100,-48
1576518600.460820,33808.500,5393,2,MX,1,100,-48
1576518600.507785,33848.000,5393,2,MX,1,100,-49
1576518600.546625,33880.667,5411,3,MX,1,100,-49
1576518600.585465,33913.333,5411,3,MX,1,100,-49
1576518600.624305,33946.000,5411,3,MX,1,100,-49
1576518600.662650,33978.250,5429,4,MX,1,100,-48
1576518600.700995,34010.500,5429,4,MX,1,100,-49
1576518600.739339,34042.750,5429,4,MX,1,100,-50
1576518600.777684,34075.000,5429,4,MX,1,100,-48
1576518600.817515,34108.500,5445,2,MX,1,100,-50
1576518600.857346,34142.000,5445,2,MX,1,100,-48
1576518600.898366,34176.500,5463,4,MX,1,100,-49
1576518600.939385,34211.000,5463,4,MX,1,100,-49
1576518600.980405,34245.500,5463,4,MX,1,100,-48
1576518601.021425,34280.000,5463,4,MX,1,100,-48
1576518601.063040,34315.000,5482,2,MX,1,100,-48
1576518601.104654,34350.000,5482,2,MX,1,100,-48
1576518601.144287,34383.333,5500,3,MX,1,100,-49
1576518601.183919,34416.667,5500,3,MX,1,100,-47
1576518601.223552,34450.000,5500,3,MX,1,100,-48
1576518601.264374,34484.333,5518,3,MX,1,100,-48
1576518601.305196,34518.667,5518,3,MX,1,100,-48
1576518601.346017,34553.000,5518,3,MX,1,100,-48
1576518601.384857,34585.667,5536,3,MX,1,100,-48
1576518601.423697,34618.333,5536,3,MX,1,100,-46
1576518601.462538,34651.000,5536,3,MX,1,100,-47
1576518601.504152,34686.000,5554,3,MX,1,100,-47
1576518601.545766,34721.000,5554,3,MX,1,100,-48
1576518601.587381,34756.000,5554,3,MX,1,100,-47
1576518601.627013,34789.333,5572,3,MX,1,100,-48
1576518601.666646,34822.667,5572,3,MX,1,100,-47
1576518601.706279,34856.000,5572,3,MX,1,100,-47
1576518601.747893,34891.000,5589,3,MX,1,100,-47
1576518601.789507,34926.000,5589,3,MX,1,100,-46
1576518601.831122,34961.000,5589,3,MX,1,100,-47
1576518601.871943,34995.333,5607,3,MX,1,100,-47
1576518601.912765,35029.667,5607,3,MX,1,100,-47
1576518601.953587,35064.000,5607,3,MX,1,100,-47
1576518601.992427,35096.667,5623,3,MX,1,100,-47
1576518602.031267,35129.333,5623,3,MX,1,100,-47
1576518602.070107,35162.000,5623,3,MX,1,100,-48
1576518602.108155,35194.000,5642,3,MX,1,100,-48
1576518602.146202,35226.000,5642,3,MX,1,100,-47
1576518602.184249,35258.000,5642,3,MX,1,100,-48
1576518602.227449,35294.333,5660,3,MX,1,100,-47
1576518602.270649,35330.667,5660,3,MX,1,100,-48
1576518602.313848,35367.000,5660,3,MX,1,100,-47
1576518602.355463,35402.000,5678,3,MX,1,100,-47
1576518602.397077,35437.000,5678,3,MX,1,100,-47
1576518602.438692,35472.000,5678,3,MX,1,100,-47
1576518602.480306,35507.000,5696,3,MX,1,100,-48
1576518602.521920,35542.000,5696,3,MX,1,100,-47
1576518602.563535,35577.000,5696,3,MX,1,100,-47
1576518602.602771,35610.000,5714,3,MX,1,100,-47
1576518602.642007,35643.000,5714,3,MX,1,100,-46
1576518602.681244,35676.000,5714,3,MX,1,100,-46
1576518602.719291,35708.000,5732,3,MX,1,100,-46
1576518602.757339,35740.000,5732,3,MX,1,100,-46
1576518602.795386,35772.000,5732,3,MX,1,100,-47
1576518602.834623,35805.000,5750,3,MX,1,100,-47
1576518602.873859,35838.000,5750,3,MX,1,100,-46
1576518602.913095,35871.000,5750,3,MX,1,100,-46
1576518602.954710,35906.000,5767,3,MX,1,100,-47
1576518602.996324,35941.000,5767,3,MX,1,100,-47
1576518603.037938,35976.000,5767,3,MX,1,100,-47
1576518603.082723,36013.667,5786,3,MX,1,100,-47
1576518603.127508,36051.333,5786,3,MX,1,100,-46
1576518603.172293,36089.000,5786,3,MX,1,100,-46
1576518603.211530,36122.000,5802,3,MX,1,100,-46
1576518603.250766,36155.000,5802,3,MX,1,100,-47
1576518603.290003,36188.000,5802,3,MX,1,100,-47
1576518603.326861,36219.000,5820,3,MX,1,100,-47
1576518603.363719,36250.000,5820,3,MX,1,100,-47
1576518603.400578,36281.000,5820,3,MX,1,100,-46
1576518603.441400,36315.333,5838,3,MX,1,100,-47
1576518603.482221,36349.667,5838,3,MX,1,100,-47
1576518603.523043,36384.000,5838,3,MX,1,100,-47
1576518603.563468,36418.000,5856,3,MX,1,100,-47
1576518603.603894,36452.000,5856,3,MX,1,100,-47
1576518603.644319,36486.000,5856,3,MX,1,100,-46
1576518603.685141,36520.333,5874,3,MX,1,100,-46
1576518603.725963,36554.667,5874,3,MX,1,100,-47
1576518603.766784,36589.000,5874,3,MX,1,100,-46
1576518603.808993,36624.500,5892,2,MX,1,100,-47
1576518603.851202,36660.000,5892,2,MX,1,100,-46
1576518603.892519,36694.750,5910,4,MX,1,100,-46
1576518603.933836,36729.500,5910,4,MX,1,100,-46
1576518603.975153,36764.250,5910,4,MX,1,100,-47
1576518604.016470,36799.000,5910,4,MX,1,100,-47
1576518604.056301,36832.500,5928,2,MX,1,100,-47
1576518604.096132,36866.000,5928,2,MX,1,100,-48
1576518604.136558,36900.000,5946,4,MX,1,100,-48
1576518604.176983,36934.000,5946,4,MX,1,100,-48
1576518604.217408,36968.000,5946,4,MX,1,100,-49
1576518604.257834,37002.000,5946,4,MX,1,100,-49
1576518604.296278,37034.333,5964,3,MX,1,100,-50
1576518604.334721,37066.667,5964,3,MX,1,100,-49
1576518604.373165,37099.000,5964,3,MX,1,100,-50
1576518604.412005,37131.667,5982,3,MX,1,100,-52
1576518604.450845,37164.333,5982,3,MX,1,100,-51
1576518604.489685,37197.000,5982,3,MX,1,100,-51
1576518604.529318,37230.333,5998,3,MX,1,100,-50
1576518604.568951,37263.667,5998,3,MX,1,100,-52
1576518604.608583,37297.000,5998,3,MX,1,100,-52
1576518604.649801,37331.667,6016,3,MX,1,100,-52
1576518604.691020,37366.333,6016,3,MX,1,100,-53
1576518604.732238,37401.000,6016,3,MX,1,100,-55
1576518604.773852,37436.000,6034,3,MX,1,100,-55
1576518604.815466,37471.000,6034,3,MX,1,100,-56
1576518604.857080,37506.000,6034,3,MX,1,100,-55
1576518604.895921,37538.667,6052,3,MX,1,100,-57
1576518604.934761,37571.333,6052,3,MX,1,100,-58
1576518604.973601,37604.000,6052,3,MX,1,100,-58
1576518605.012044,37636.333,6070,3,MX,1,100,-60
1576518605.050488,37668.667,6070,3,MX,1,100,-61
1576518605.088932,37701.000,6070,3,MX,1,100,-60
1576518605.131735,37737.000,6089,3,MX,1,100,-60
1576518605.174539,37773.000,6089,3,MX,1,100,-59
1576518605.217342,37809.000,6089,3,MX,1,100,-62
1576518605.258164,37843.333,6107,3,MX,1,100,-62
1576518605.298985,37877.667,6107,3,MX,1,100,-62
1576518605.339807,37912.000,6107,3,MX,1,100,-65
1576518605.381025,37946.667,6124,3,MX,1,100,-65
1576518605.422243,37981.333,6124,3,MX,1,100,-65
