EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1576517094.493124,69392.000,11485,1,TL,1,100,2019-12-16_13-24-54-355686
1576517094.779577,69633.000,11524,1,TL,1,100,2019-12-16_13-24-54-612230
1576517100.566874,74502.000,12381,1,TL,1,100,2019-12-16_13-25-00-448111
1576517100.760616,74665.000,12402,1,TL,1,100,2019-12-16_13-25-00-637558
1576517106.817725,79761.000,13296,1,TL,1,100,2019-12-16_13-25-06-647473
1576517106.824857,79767.000,13298,1,TL,1,100,2019-12-16_13-25-06-690193
1576517112.772615,84771.000,14176,1,TL,1,100,2019-12-16_13-25-12-664714
1576517112.892664,84872.000,14196,1,TL,1,100,2019-12-16_13-25-12-768368
1576517118.779803,89825.000,15072,1,TL,1,100,2019-12-16_13-25-18-686529
1576517118.965225,89981.000,15092,1,TL,1,100,2019-12-16_13-25-18-857921
1576517124.849987,94932.000,15969,1,TL,1,100,2019-12-16_13-25-24-771218
1576517125.042540,95094.000,15989,1,TL,1,100,2019-12-16_13-25-24-939161
1576517130.921360,100040.000,16865,1,TL,1,100,2019-12-16_13-25-30-845690
1576517131.113913,100202.000,16885,1,TL,1,100,2019-12-16_13-25-31-015015
1576517136.992732,105148.000,17761,1,TL,1,100,2019-12-16_13-25-36-939076
1576517137.179342,105305.000,17781,1,TL,1,100,2019-12-16_13-25-37-109228
1576517143.064104,110256.000,18655,1,TL,1,100,2019-12-16_13-25-42-983251
1576517143.250715,110413.000,18675,1,TL,1,100,2019-12-16_13-25-43-154126
1576517149.135477,115364.000,19551,1,TL,1,100,2019-12-16_13-25-49-098405
1576517149.320899,115520.000,19571,1,TL,1,100,2019-12-16_13-25-49-264638
1576517155.208038,120473.000,20447,1,TL,1,100,2019-12-16_13-25-55-171358
1576517155.394648,120630.000,20467,1,TL,1,100,2019-12-16_13-25-55-325217
1576517161.278222,125580.000,21343,1,TL,1,100,2019-12-16_13-26-01-223414
1576517161.462455,125735.000,21363,1,TL,1,100,2019-12-16_13-26-01-381170
1576517167.349594,130688.000,22239,1,TL,1,100,2019-12-16_13-26-07-259954
