EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1576517088.531103,64376.000,10608,9,GZ,1,100,0.092
1576517088.531103,64376.000,10608,9,GZ,1,100,0.916
1576517088.531103,64376.000,10608,9,GZ,1,100,0.885
1576517088.531103,64376.000,10608,9,GZ,1,100,-0.580
1576517088.531103,64376.000,10608,9,GZ,1,100,-0.641
1576517088.531103,64376.000,10608,9,GZ,1,100,-0.366
1576517088.531103,64376.000,10608,9,GZ,1,100,-0.641
1576517088.531103,64376.000,10608,9,GZ,1,100,0.305
1576517088.531103,64376.000,10608,9,GZ,1,100,0.732
1576517088.570327,64409.000,10627,3,GZ,1,100,1.007
1576517088.609551,64442.000,10627,3,GZ,1,100,1.343
1576517088.648775,64475.000,10627,3,GZ,1,100,0.763
1576517088.689583,64509.333,10644,3,GZ,1,100,0.000
1576517088.730392,64543.667,10644,3,GZ,1,100,0.000
1576517088.771201,64578.000,10644,3,GZ,1,100,-0.031
1576517088.812405,64612.667,10662,3,GZ,1,100,-0.153
1576517088.853610,64647.333,10662,3,GZ,1,100,0.000
1576517088.894815,64682.000,10662,3,GZ,1,100,-0.092
1576517088.935227,64716.000,10678,3,GZ,1,100,-0.336
1576517088.975640,64750.000,10678,3,GZ,1,100,-0.153
1576517089.016052,64784.000,10678,3,GZ,1,100,0.183
1576517089.054088,64816.000,10696,3,GZ,1,100,-0.122
1576517089.092123,64848.000,10696,3,GZ,1,100,-0.732
1576517089.130158,64880.000,10696,3,GZ,1,100,-1.099
1576517089.172948,64916.000,10714,3,GZ,1,100,-0.214
1576517089.215737,64952.000,10714,3,GZ,1,100,-0.305
1576517089.258527,64988.000,10714,3,GZ,1,100,-3.418
1576517089.298543,65021.667,10732,3,GZ,1,100,-13.855
1576517089.338559,65055.333,10732,3,GZ,1,100,-25.330
1576517089.378576,65089.000,10732,3,GZ,1,100,-23.499
1576517089.419780,65123.667,10750,3,GZ,1,100,-18.097
1576517089.460985,65158.333,10750,3,GZ,1,100,-25.208
1576517089.502190,65193.000,10750,3,GZ,1,100,-39.764
1576517089.543791,65228.000,10768,3,GZ,1,100,-40.070
1576517089.585392,65263.000,10768,3,GZ,1,100,-35.675
1576517089.626993,65298.000,10768,3,GZ,1,100,-24.200
1576517089.663840,65329.000,10787,3,GZ,1,100,-16.388
1576517089.700686,65360.000,10787,3,GZ,1,100,-13.702
1576517089.737533,65391.000,10787,3,GZ,1,100,-17.700
1576517089.776757,65424.000,10805,3,GZ,1,100,-22.339
1576517089.815981,65457.000,10805,3,GZ,1,100,-18.616
1576517089.855204,65490.000,10805,3,GZ,1,100,-11.810
1576517089.899183,65527.000,10822,3,GZ,1,100,-8.636
1576517089.943161,65564.000,10822,3,GZ,1,100,-6.378
1576517089.987139,65601.000,10822,3,GZ,1,100,0.458
1576517090.025174,65633.000,10840,3,GZ,1,100,10.437
1576517090.063210,65665.000,10840,3,GZ,1,100,19.897
1576517090.101245,65697.000,10840,3,GZ,1,100,29.510
1576517090.141657,65731.000,10856,2,GZ,1,100,40.131
1576517090.182070,65765.000,10856,2,GZ,1,100,44.373
1576517090.223076,65799.500,10874,4,GZ,1,100,40.375
1576517090.264083,65834.000,10874,4,GZ,1,100,38.910
1576517090.305090,65868.500,10874,4,GZ,1,100,39.886
1576517090.346097,65903.000,10874,4,GZ,1,100,36.346
1576517090.388292,65938.500,10892,2,GZ,1,100,27.466
1576517090.430487,65974.000,10892,2,GZ,1,100,23.468
1576517090.474862,66011.333,10910,3,GZ,1,100,23.987
1576517090.519236,66048.667,10910,3,GZ,1,100,20.233
1576517090.563611,66086.000,10910,3,GZ,1,100,14.587
1576517090.602438,66118.667,10929,3,GZ,1,100,11.292
1576517090.641266,66151.333,10929,3,GZ,1,100,6.042
1576517090.680093,66184.000,10929,3,GZ,1,100,-0.916
1576517090.725260,66222.000,10947,3,GZ,1,100,-6.287
1576517090.770427,66260.000,10947,3,GZ,1,100,-8.942
1576517090.815594,66298.000,10947,3,GZ,1,100,-6.805
1576517090.854025,66330.333,10964,3,GZ,1,100,-3.479
1576517090.892457,66362.667,10964,3,GZ,1,100,-1.160
1576517090.930888,66395.000,10964,3,GZ,1,100,1.526
1576517090.972489,66430.000,10982,3,GZ,1,100,2.655
1576517091.014090,66465.000,10982,3,GZ,1,100,1.953
1576517091.055691,66500.000,10982,3,GZ,1,100,1.801
1576517091.097292,66535.000,10998,3,GZ,1,100,3.174
1576517091.138893,66570.000,10998,3,GZ,1,100,0.214
1576517091.180494,66605.000,10998,3,GZ,1,100,0.824
1576517091.218529,66637.000,11016,3,GZ,1,100,1.984
1576517091.256565,66669.000,11016,3,GZ,1,100,0.122
1576517091.294600,66701.000,11016,3,GZ,1,100,-1.923
1576517091.334616,66734.667,11034,3,GZ,1,100,-0.854
