EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1576518600.259288,33639.000,5346,2,EA,1,100,0.612152
1576518600.259288,33639.000,5346,2,EA,1,100,0.611960
1576518600.331221,33699.500,5364,2,EA,1,100,0.612093
1576518600.403155,33760.000,5364,2,EA,1,100,0.611910
1576518600.469738,33816.000,5382,1,EA,1,100,0.612111
1576518600.537510,33873.000,5399,2,EA,1,100,0.612031
1576518600.605282,33930.000,5399,2,EA,1,100,0.612037
1576518600.668298,33983.000,5417,2,EA,1,100,0.612100
1576518600.731314,34036.000,5417,2,EA,1,100,0.612057
1576518600.796708,34091.000,5435,2,EA,1,100,0.611960
1576518600.862102,34146.000,5435,2,EA,1,100,0.611961
1576518600.931657,34204.500,5451,2,EA,1,100,0.611924
1576518601.001213,34263.000,5451,2,EA,1,100,0.611949
1576518601.066607,34318.000,5470,1,EA,1,100,0.611885
1576518601.135567,34376.000,5488,2,EA,1,100,0.611807
1576518601.204528,34434.000,5488,2,EA,1,100,0.611810
1576518601.271111,34490.000,5506,2,EA,1,100,0.611800
1576518601.337694,34546.000,5506,2,EA,1,100,0.611797
1576518601.402494,34600.500,5524,2,EA,1,100,0.611841
1576518601.467294,34655.000,5524,2,EA,1,100,0.611779
1576518601.531498,34709.000,5542,2,EA,1,100,0.611781
1576518601.595703,34763.000,5542,2,EA,1,100,0.611715
1576518601.662287,34819.000,5560,2,EA,1,100,0.611887
1576518601.728869,34875.000,5560,2,EA,1,100,0.611742
1576518601.799019,34934.000,5578,1,EA,1,100,0.611653
1576518601.866197,34990.500,5595,2,EA,1,100,0.611555
1576518601.933374,35047.000,5595,2,EA,1,100,0.611654
1576518601.999957,35103.000,5613,2,EA,1,100,0.611704
1576518602.066540,35159.000,5613,2,EA,1,100,0.611641
1576518602.129556,35212.000,5630,2,EA,1,100,0.611692
1576518602.192572,35265.000,5630,2,EA,1,100,0.611559
1576518602.258561,35320.500,5648,2,EA,1,100,0.611682
1576518602.324549,35376.000,5648,2,EA,1,100,0.611704
1576518602.398266,35438.000,5666,1,EA,1,100,0.611680
1576518602.464849,35494.000,5684,2,EA,1,100,0.611617
1576518602.531432,35550.000,5684,2,EA,1,100,0.611501
1576518602.599799,35607.500,5702,2,EA,1,100,0.611670
1576518602.668165,35665.000,5702,2,EA,1,100,0.611599
1576518602.731776,35718.500,5720,2,EA,1,100,0.611580
1576518602.795386,35772.000,5720,2,EA,1,100,0.611511
1576518602.860186,35826.500,5738,2,EA,1,100,0.611555
1576518602.924985,35881.000,5738,2,EA,1,100,0.611486
1576518602.997513,35942.000,5756,1,EA,1,100,0.611514
1576518603.064691,35998.500,5774,2,EA,1,100,0.611510
1576518603.131868,36055.000,5774,2,EA,1,100,0.611415
1576518603.199045,36111.500,5792,2,EA,1,100,0.611526
1576518603.266223,36168.000,5792,2,EA,1,100,0.611433
1576518603.328645,36220.500,5808,2,EA,1,100,0.611551
1576518603.391066,36273.000,5808,2,EA,1,100,0.611389
1576518603.457054,36328.500,5826,2,EA,1,100,0.611515
1576518603.523043,36384.000,5826,2,EA,1,100,0.611301
1576518603.593193,36443.000,5844,1,EA,1,100,0.611418
1576518603.659776,36499.000,5862,2,EA,1,100,0.611472
1576518603.726359,36555.000,5862,2,EA,1,100,0.611418
1576518603.796509,36614.000,5880,2,EA,1,100,0.611396
1576518603.866659,36673.000,5880,2,EA,1,100,0.611393
1576518603.936214,36731.500,5898,2,EA,1,100,0.611471
1576518604.005769,36790.000,5898,2,EA,1,100,0.611304
1576518604.072353,36846.000,5917,1,EA,1,100,0.611326
1576518604.135369,36899.000,5934,2,EA,1,100,0.611376
1576518604.198385,36952.000,5934,2,EA,1,100,0.611389
1576518604.263184,37006.500,5952,2,EA,1,100,0.611488
1576518604.327984,37061.000,5952,2,EA,1,100,0.611370
1576518604.391594,37114.500,5970,2,EA,1,100,0.611341
1576518604.455205,37168.000,5970,2,EA,1,100,0.611274
1576518604.521788,37224.000,5988,2,EA,1,100,0.611311
1576518604.588371,37280.000,5988,2,EA,1,100,0.611282
1576518604.656737,37337.500,6004,2,EA,1,100,0.611438
1576518604.725104,37395.000,6004,2,EA,1,100,0.611203
1576518604.794065,37453.000,6022,1,EA,1,100,0.611024
1576518604.861242,37509.500,6040,2,EA,1,100,0.610789
1576518604.928420,37566.000,6040,2,EA,1,100,0.610590
1576518604.991436,37619.000,6058,2,EA,1,100,0.610428
1576518605.054451,37672.000,6058,2,EA,1,100,0.610108
1576518605.120440,37727.500,6077,2,EA,1,100,0.610017
1576518605.186429,37783.000,6077,2,EA,1,100,0.609736
1576518605.254200,37840.000,6095,2,EA,1,100,0.609665
1576518605.321972,37897.000,6095,2,EA,1,100,0.609743
1576518605.389745,37954.000,6113,1,EA,1,100,0.609532
1576518605.459300,38012.500,6130,2,EA,1,100,0.609630
1576518605.528855,38071.000,6130,2,EA,1,100,0.609358
1576518605.591871,38124.000,6148,2,EA,1,100,0.608905
