EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1576517088.531103,64376.000,10603,9,AX,1,100,-0.682
1576517088.531103,64376.000,10603,9,AX,1,100,-0.675
1576517088.531103,64376.000,10603,9,AX,1,100,-0.674
1576517088.531103,64376.000,10603,9,AX,1,100,-0.679
1576517088.531103,64376.000,10603,9,AX,1,100,-0.679
1576517088.531103,64376.000,10603,9,AX,1,100,-0.676
1576517088.531103,64376.000,10603,9,AX,1,100,-0.677
1576517088.531103,64376.000,10603,9,AX,1,100,-0.671
1576517088.531103,64376.000,10603,9,AX,1,100,-0.676
1576517088.570327,64409.000,10622,3,AX,1,100,-0.677
1576517088.609551,64442.000,10622,3,AX,1,100,-0.664
1576517088.648775,64475.000,10622,3,AX,1,100,-0.682
1576517088.689583,64509.333,10639,3,AX,1,100,-0.673
1576517088.730392,64543.667,10639,3,AX,1,100,-0.674
1576517088.771201,64578.000,10639,3,AX,1,100,-0.678
1576517088.812405,64612.667,10657,3,AX,1,100,-0.670
1576517088.853610,64647.333,10657,3,AX,1,100,-0.675
1576517088.894815,64682.000,10657,3,AX,1,100,-0.673
1576517088.935227,64716.000,10673,3,AX,1,100,-0.674
1576517088.975640,64750.000,10673,3,AX,1,100,-0.672
1576517089.016052,64784.000,10673,3,AX,1,100,-0.668
1576517089.054088,64816.000,10691,3,AX,1,100,-0.670
1576517089.092123,64848.000,10691,3,AX,1,100,-0.674
1576517089.130158,64880.000,10691,3,AX,1,100,-0.677
1576517089.172948,64916.000,10709,3,AX,1,100,-0.669
1576517089.215737,64952.000,10709,3,AX,1,100,-0.677
1576517089.258527,64988.000,10709,3,AX,1,100,-0.702
1576517089.298543,65021.667,10727,3,AX,1,100,-0.729
1576517089.338559,65055.333,10727,3,AX,1,100,-0.726
1576517089.378576,65089.000,10727,3,AX,1,100,-0.608
1576517089.419780,65123.667,10745,3,AX,1,100,-0.526
1576517089.460985,65158.333,10745,3,AX,1,100,-0.451
