EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1576518600.298524,33672.000,5357,9,GZ,1,100,11.749
1576518600.298524,33672.000,5357,9,GZ,1,100,8.301
1576518600.298524,33672.000,5357,9,GZ,1,100,5.585
1576518600.298524,33672.000,5357,9,GZ,1,100,5.341
1576518600.298524,33672.000,5357,9,GZ,1,100,5.707
1576518600.298524,33672.000,5357,9,GZ,1,100,3.601
1576518600.298524,33672.000,5357,9,GZ,1,100,-1.007
1576518600.298524,33672.000,5357,9,GZ,1,100,-1.495
1576518600.298524,33672.000,5357,9,GZ,1,100,-4.395
1576518600.336968,33704.333,5375,3,GZ,1,100,-9.094
1576518600.375412,33736.667,5375,3,GZ,1,100,2.106
1576518600.413856,33769.000,5375,3,GZ,1,100,9.613
1576518600.460820,33808.500,5392,2,GZ,1,100,3.052
1576518600.507785,33848.000,5392,2,GZ,1,100,-0.946
1576518600.546625,33880.667,5410,3,GZ,1,100,0.824
1576518600.585465,33913.333,5410,3,GZ,1,100,1.373
1576518600.624305,33946.000,5410,3,GZ,1,100,1.709
1576518600.662650,33978.250,5428,4,GZ,1,100,2.441
1576518600.700995,34010.500,5428,4,GZ,1,100,-0.031
1576518600.739339,34042.750,5428,4,GZ,1,100,-0.427
1576518600.777684,34075.000,5428,4,GZ,1,100,-0.458
1576518600.817515,34108.500,5444,2,GZ,1,100,1.831
1576518600.857346,34142.000,5444,2,GZ,1,100,2.563
1576518600.898564,34176.667,5462,3,GZ,1,100,0.702
1576518600.939782,34211.333,5462,3,GZ,1,100,2.289
1576518600.981000,34246.000,5462,3,GZ,1,100,1.831
1576518601.022218,34280.667,5481,3,GZ,1,100,0.153
1576518601.063436,34315.333,5481,3,GZ,1,100,0.336
1576518601.104654,34350.000,5481,3,GZ,1,100,0.793
1576518601.144287,34383.333,5499,3,GZ,1,100,0.763
1576518601.183919,34416.667,5499,3,GZ,1,100,-0.031
1576518601.223552,34450.000,5499,3,GZ,1,100,-0.183
1576518601.264374,34484.333,5517,3,GZ,1,100,0.244
1576518601.305196,34518.667,5517,3,GZ,1,100,0.885
1576518601.346017,34553.000,5517,3,GZ,1,100,0.763
1576518601.384857,34585.667,5535,3,GZ,1,100,0.946
1576518601.423697,34618.333,5535,3,GZ,1,100,0.946
1576518601.462538,34651.000,5535,3,GZ,1,100,1.678
1576518601.504152,34686.000,5553,3,GZ,1,100,1.495
1576518601.545766,34721.000,5553,3,GZ,1,100,0.641
1576518601.587381,34756.000,5553,3,GZ,1,100,0.580
1576518601.627013,34789.333,5571,3,GZ,1,100,0.580
1576518601.666646,34822.667,5571,3,GZ,1,100,0.397
1576518601.706279,34856.000,5571,3,GZ,1,100,0.519
1576518601.747893,34891.000,5588,3,GZ,1,100,0.427
1576518601.789507,34926.000,5588,3,GZ,1,100,-0.214
1576518601.831122,34961.000,5588,3,GZ,1,100,0.092
1576518601.871943,34995.333,5606,3,GZ,1,100,0.671
1576518601.912765,35029.667,5606,3,GZ,1,100,0.946
1576518601.953587,35064.000,5606,3,GZ,1,100,-0.519
1576518601.992427,35096.667,5622,3,GZ,1,100,-0.732
1576518602.031267,35129.333,5622,3,GZ,1,100,0.397
1576518602.070107,35162.000,5622,3,GZ,1,100,0.214
1576518602.108155,35194.000,5641,3,GZ,1,100,-0.153
1576518602.146202,35226.000,5641,3,GZ,1,100,0.610
1576518602.184249,35258.000,5641,3,GZ,1,100,2.350
1576518602.227449,35294.333,5659,3,GZ,1,100,1.099
1576518602.270649,35330.667,5659,3,GZ,1,100,-0.854
1576518602.313848,35367.000,5659,3,GZ,1,100,0.824
1576518602.355463,35402.000,5677,3,GZ,1,100,1.373
1576518602.397077,35437.000,5677,3,GZ,1,100,0.641
1576518602.438692,35472.000,5677,3,GZ,1,100,-0.336
1576518602.480306,35507.000,5695,3,GZ,1,100,0.244
1576518602.521920,35542.000,5695,3,GZ,1,100,1.251
1576518602.563535,35577.000,5695,3,GZ,1,100,1.892
1576518602.602771,35610.000,5713,3,GZ,1,100,0.549
1576518602.642007,35643.000,5713,3,GZ,1,100,0.549
1576518602.681244,35676.000,5713,3,GZ,1,100,1.099
1576518602.719291,35708.000,5731,3,GZ,1,100,1.312
1576518602.757339,35740.000,5731,3,GZ,1,100,0.854
1576518602.795386,35772.000,5731,3,GZ,1,100,0.336
1576518602.834623,35805.000,5749,3,GZ,1,100,0.275
1576518602.873859,35838.000,5749,3,GZ,1,100,0.488
1576518602.913095,35871.000,5749,3,GZ,1,100,0.854
1576518602.954710,35906.000,5766,3,GZ,1,100,0.610
1576518602.996324,35941.000,5766,3,GZ,1,100,0.000
1576518603.037938,35976.000,5766,3,GZ,1,100,0.336
1576518603.082723,36013.667,5785,3,GZ,1,100,0.977
1576518603.127508,36051.333,5785,3,GZ,1,100,1.038
1576518603.172293,36089.000,5785,3,GZ,1,100,0.427
1576518603.211530,36122.000,5801,3,GZ,1,100,0.183
1576518603.250766,36155.000,5801,3,GZ,1,100,0.397
1576518603.290003,36188.000,5801,3,GZ,1,100,0.458
1576518603.326861,36219.000,5819,3,GZ,1,100,0.854
1576518603.363719,36250.000,5819,3,GZ,1,100,0.549
1576518603.400578,36281.000,5819,3,GZ,1,100,-0.122
1576518603.441400,36315.333,5837,3,GZ,1,100,0.458
1576518603.482221,36349.667,5837,3,GZ,1,100,0.824
1576518603.523043,36384.000,5837,3,GZ,1,100,0.214
1576518603.563468,36418.000,5855,3,GZ,1,100,0.275
1576518603.603894,36452.000,5855,3,GZ,1,100,0.488
